,B Cell,Epithelium,Myeloid,Stroma,T Cell,rho_Spearman,rho_Pearson
CID003352-2,0.13959650370780602,0.13445406005692956,0.06926529885351979,0.5395194709993204,0.11716466638242423,0.7026377066076268,0.6324432332333041
CID003353-1,0.022976206479426612,0.9030062526082144,0.0009208236897589976,0.012219444294716164,0.0608772729278838,0.850180605723812,0.6852586356744793
CID003354-1,0.034994072449416214,0.6663846639709232,0.003215263604562131,0.1111825506040702,0.18422344937102822,0.8580493255646898,0.6743846459902896
CID003355-1,0.39389312949596733,0.3301543468865116,0.06702050122825709,0.040242127194274536,0.16868989519498945,0.8730830248545743,0.6779799132125883
CID003356-1,0.05129245810256239,0.3239511059520052,0.002606108977122503,0.1798182960612287,0.44233203090708123,0.8276901935336107,0.704382822111672
CID003357-1,0.31246731690833573,0.22318155369883272,0.058225987128394226,0.11659215343925715,0.28953298882518014,0.8780721966205836,0.7928993993213233
CID003358-1,0.3553578273681252,0.39383083086802384,0.033544123378907956,0.08411837834137653,0.13314884004356647,0.8723566302128968,0.7502517669004484
CID003359-1,0.036065071493932,0.5338246368127856,0.003766766257140354,0.19363802717954498,0.23270549825659714,0.8654283216783216,0.6532967734834036
CID003360-1,0.09833968020552576,0.07977127101662991,0.0408127961656779,0.38564505507964547,0.3954311975325211,0.8021500887172529,0.654210970999194
CID003361-1,0.3142907879009879,0.35797041169379573,0.02635066404139104,0.15339977460405382,0.14798836175977154,0.7833426450634527,0.6852890712831352
CID003362-1,0.34365752978503944,0.33277826404981314,0.008019528843634672,0.17868053364879524,0.1368641436727175,0.8730821417388581,0.7178341647275714
CID003363-1,0.378319875102209,0.3765768617023202,0.01611281527427909,0.0983338689491884,0.13065657897200322,0.8258839492377684,0.7006824459133444
CID003364-1,0.116984295898167,0.11892715791573719,0.04938706901230808,0.1430408488507302,0.5716606283230575,0.84041024822412,0.6277396194998904
CID003365-1,0.08453876336858232,0.4986869351052568,0.009297198484201224,0.17286749534368692,0.23460960769827272,0.8915770796367811,0.7445989055052564
CID003366-1,0.5263271952234885,0.02739783726076145,0.10202605989191064,0.1803381252549141,0.16391078236892528,0.8943325331385032,0.6919351027855526
CID003367-2,0.4233024077657668,0.06446486522572283,0.0801237576617206,0.1872035088421662,0.24490546050462367,0.8654426079322061,0.70797270094199
CID003368-1,0.39823393578350563,0.2278915119872652,0.047424287441415025,0.11974869410944172,0.20670157067837253,0.8345612092987746,0.7288975723996777
CID003369-1,0.2127478804021146,0.4452526563039601,0.07323562903593778,0.12947879317070865,0.13928504108727888,0.7768356643356643,0.6657962219571055
CID003370-1,0.4705022779379673,0.18667171143806396,0.058338593036994374,0.05629146842042311,0.22819594916655128,0.8237325174825174,0.7097479648074103
CID003371-2,0.34194161622534874,0.17838490337112892,0.0944566682938489,0.09527272478860828,0.28994408732106514,0.8791204405778594,0.7967537080853376
CID003372-1,0.18670146880360058,0.17831630648463945,0.037875166361468204,0.0638932927351467,0.5332137656151451,0.7695919380081689,0.6898947517960369
CID003373-1,0.03131823606707366,0.5139164077339707,0.07499193341872963,0.13635200641963968,0.24342141636058628,0.8265734265734266,0.7004939619261915
CID003374-1,0.015357397523882,0.7476586667858811,0.036258159719452177,0.09630245514471136,0.1044233208260734,0.8079212454212454,0.6763659642587054
CID003375-1,0.049963220744999856,0.6773205713497061,0.03809136447000249,0.19602138619411646,0.03860345724117503,0.8433408405542618,0.6620431767061992
CID003376-1,0.033394148579752765,0.711682879263898,0.061895126988527956,0.1519278452140881,0.041099999953733216,0.790395846852693,0.5793857367905899
CID003377-1,0.031797722727035016,0.5050288872029076,0.16811671887231158,0.1315599570119414,0.16349671418580436,0.6283477716313537,0.5547528998874244
CID003378-1,0.04469469667310337,0.6915583973788302,0.0017086405089898418,0.11455526427269423,0.14748300116638233,0.8216575091575091,0.6989354316164548
CID003379-1,0.01480713884672736,0.744012972835221,0.035217162748323996,0.07910605598067097,0.12685666958905656,0.8004807692307693,0.6514457774301388
CID003380-1,0.05804801608796187,0.6514524806574552,0.0443286518939353,0.03461290309072762,0.21155794826992,0.8478070008016185,0.6656210670305215
CID003381-1,0.034714958828813716,0.36469782375189214,0.06838664372548946,0.11773896147145416,0.4144616122223505,0.7799388111888113,0.6725321122425061
CID003382-1,0.3494272139444387,0.24901956388645763,0.051754471967648215,0.13018948407235723,0.21960926612909823,0.7731343283582088,0.7000689989242141
CID003383-1,0.07360496255839821,0.4718613535950079,7.530303996539432e-05,0.2579468596658227,0.19651152114080583,0.9008454232334829,0.7382833234125262
CID003384-1,0.05716684675082947,0.5918364137680058,0.006673440243936859,0.1872403102926423,0.1570829889445856,0.9020672040865193,0.6320835509534042
CID003385-1,0.0568469165142379,0.675519923724331,0.006825667074110618,0.21620367561716414,0.044603817070156364,0.845131071995165,0.6269788069154743
CID003386-1,0.4498155324924447,0.007802233196413166,0.18464117313437453,0.11080748459808683,0.24693357657868079,0.8905049923195084,0.698887970231681
CID003665-1,0.0887534999253541,0.5205661984426967,0.05550169741962837,0.09553365810736497,0.23964494610495582,0.8791775388790314,0.704470910371574
CID003666-1,0.0013380387092672226,0.9557200714430563,0.009373050727215636,0.027594828601477467,0.005974010518983397,0.8673992673992674,0.7000025053919733
CID003667-1,0.3889093372545378,0.025883640782804744,0.04305482736847677,0.35662728849726827,0.18552490609691244,0.8645143267619124,0.6578297559930498
CID003669-1,0.3569907683342501,0.055823413980440925,0.06325317880186684,0.3699698410712817,0.15396279781216035,0.8292395104895104,0.7071063983014241
CID003670-1,0.4740269819939216,0.05811164895063796,0.030177350560190927,0.24010775871508458,0.1975762597801649,0.8786172161172161,0.694069341268165
CID003671-1,0.49132345939917466,0.03814945511819029,0.1426542054030054,0.1439998435224271,0.18387303655720255,0.8463369963369963,0.6025221815033853
CID003672-1,0.37077550245962004,0.10036197329234973,0.045002900914329846,0.11392916256255431,0.36993046077114605,0.8980417605069283,0.770727815796224
CID003673-1,0.028348222588881363,0.6635522331777813,0.054302857746180114,0.04318367680612231,0.21061300968103483,0.8165456141751137,0.6404752784786835
CID003674-1,0.3971176969209657,0.2044226926165027,0.08550510441293503,0.14771998140865084,0.1652345246409457,0.8360505166475316,0.6672446148206916
CID003675-1,0.26328178611657405,0.4992785390144071,0.03185990165231676,0.09942501605016689,0.10615475716653522,0.8383020956598083,0.6853088828181166
CID003676-2,0.06466297624581785,0.5892518257247426,0.0329203153932381,0.16837399866391872,0.14479088397228276,0.7918082223155324,0.6200961968156908
CID003677-1,0.09445790394245485,0.24148536230132178,0.06587840092967355,0.06604299382462331,0.5321353390019266,0.8163530175210902,0.6662859211351824
CID003678-1,0.02508556700130788,0.6824541683490585,0.04677763969745698,0.012896311374044196,0.23278631357813245,0.8072072791124592,0.6747808338730863
CID003679-1,0.21887299698607313,0.06802886105224348,0.02692508634349904,0.017432629738613148,0.6687404258795712,0.8257815780432873,0.6115198146040576
CID003680-1,0.042059966018879784,0.4216982918709596,0.02874432731308764,0.11293642034857627,0.39456099444849674,0.8213965139338274,0.684203685835182
CID003681-1,0.07072873036494755,0.6518962226695936,0.03359072288239067,0.08167901605059194,0.1621053080324763,0.7794403939382372,0.634708682169067
CID003682-1,0.05462784260404922,0.7630866219218481,0.001430101924106011,0.02522671258892791,0.15562872096106886,0.7832604895104894,0.6269519222794515
CID003683-1,0.04318462968105427,0.7914124156143866,0.021079948219646642,0.1310729371088936,0.01325006937601894,0.7627105116130577,0.6379325314880913
CID004696-1,0.09410475718705202,0.08358724999971974,0.00030772418074484167,0.3426299704582728,0.47937029817421056,0.7296466973886329,0.60871169439451
CID004697-1,0.0827728669143337,0.06308097601039568,0.034519246613459884,0.41536020937659657,0.4042667010852142,0.7109278780920572,0.6060656823715951
CID004698-1,0.10386568793977093,0.101719490929178,3.524157267587444e-05,0.4010964877798861,0.3932830917784892,0.7578671328671329,0.6782625109123949
CID004699-1,0.1657857603523855,0.41910712365184527,0.020625488916778602,0.21147974320273408,0.18300188387625657,0.897985347985348,0.7273139029872208
CID004700-1,0.029483001765030124,0.506366984531068,0.0015486575386072534,0.2494384076544943,0.21316294851080037,0.8934975472288904,0.6941055474749599
CID004701-1,0.08948250412619574,0.22436315328652856,0.008521508739002192,0.45132328536093613,0.22630954848733748,0.8944847952749622,0.7164809071534796
CID004702-1,0.04441142593507374,0.663802296829751,0.0020287867712360775,0.2381734866625158,0.0515840038014234,0.8750443586264481,0.6697385515484499
CID004703-1,0.46801809437643527,0.08612130859053084,0.008217905353101428,0.18887471638168968,0.24876797529824282,0.7947093178608238,0.6642371723764363
CID004704-1,0.11824829139227114,0.12086647499054655,0.01228414115962611,0.4103088256090944,0.33829226684846186,0.9301446730541665,0.7741656582649954
CID004705-1,0.30098966501206764,0.3205986826427115,0.12071498356897668,0.08708596461184126,0.1706107041644029,0.715578119632019,0.671248843062977
