,B Cell,Epithelium,Myeloid,Stroma,T Cell,rho_Spearman,rho_Pearson
CID003352-2,0.318211126381649,0.20683358226190385,0.08724846172516516,0.22765892913304822,0.16004790049823375,0.8455433455433456,0.771521050284316
CID003353-1,0.5372591806003572,0.3080289895393918,0.0073502070272580804,0.05806944418578288,0.08929217864721009,0.9365217391304348,0.5719994687829865
CID003354-1,0.5058899613137475,0.27200098359792296,0.030021971508576505,0.08634578869945056,0.10574129488030237,0.9377777777777778,0.6388242347842699
CID003355-1,0.2367916253086679,0.4123051902378393,0.08119679861246051,0.03295215157272884,0.23675423426830344,0.9376923076923076,0.7271123812274772
CID003356-1,0.44175100163506476,0.1666878675805304,0.02248580874046032,0.064669769799135,0.3044055522448094,0.9401709401709403,0.7242472015848959
CID003357-1,0.2904094711726012,0.2205082445439886,0.0841540807584609,0.14539948610851966,0.25952871741642974,0.8915384615384615,0.7844394335402095
CID003358-1,0.27767718584024065,0.4678959745803831,0.047419750700899786,0.06597742950714974,0.14102965937132672,0.9607692307692308,0.7567168303306105
CID003359-1,0.2908291605057469,0.3369309600012193,0.0369813697330518,0.18621204942178912,0.14904646033819285,0.9343589743589743,0.7298941919573719
CID003360-1,0.5076148417824643,0.08741855394710452,0.051433662526828634,0.09448803523362347,0.25904490650997913,0.9297924297924298,0.6749689012218207
CID003361-1,0.4803587147833385,0.22034737271770646,0.02987897883738696,0.08248596501018089,0.18692896865138714,0.8901098901098902,0.6940114553288165
CID003362-1,0.5354234534980586,0.26179344726152626,0.008959590935687302,0.09269760021597737,0.10112590808875042,0.9652014652014652,0.6192456824398324
CID003363-1,0.3780569581728227,0.41086712291081556,0.020060742337059366,0.05798213550556428,0.13303304107373806,0.9548229548229549,0.7362913662519749
CID003364-1,0.17145110082776935,0.25553370209862375,0.057382214864837,0.09330709783472102,0.422325884374049,0.9194139194139195,0.7792714365396153
CID003365-1,0.2009768462991478,0.4876383963199311,0.003907727442952774,0.10546018293000434,0.202016847007964,0.9590964590964591,0.8211933198592726
CID003366-1,0.298180475306265,0.05441682461308597,0.19051777346752716,0.1631147588062439,0.29377016780687787,0.9246153846153846,0.826640347894735
