,B Cell,Epithelium,Myeloid,Stroma,T Cell,rho_Spearman,rho_Pearson
CID003352-2,0.0901769140773583,0.08769100628155609,0.04673591046744197,0.5791093601190523,0.19628680905459128,0.7807443747346573,0.6763106981580914
CID003353-1,0.08190698671893899,0.6726521413151245,0.012684780697429326,0.05098398688995344,0.18177210437855376,0.8455974405341494,0.7556071067284531
CID003354-1,0.05261489547163484,0.6437731459722322,0.006894161726885222,0.1411249876866475,0.15559280914260024,0.8419386359194841,0.7065957944706431
CID003355-1,0.4448734456997761,0.22480277604836085,0.0431261871443701,0.07635425492787944,0.21084333617961346,0.8412798874824191,0.6939411049498498
CID003356-1,0.04819130948279946,0.15866420951216606,0.0005335456132100989,0.31468236771463254,0.47792856767719183,0.8550686353129864,0.7193003448611476
CID003357-1,0.43322037428650534,0.18717533332769934,0.04651764295615856,0.14235719038642938,0.19072945904320734,0.8802168021680217,0.7126728688487372
CID003358-1,0.4477149487330958,0.3778221741962752,0.03451052688107247,0.07470125727832022,0.06525109291123636,0.8602390848490469,0.6838270283840359
CID003359-1,0.052215130588890706,0.39069561104735906,0.013104515209590007,0.3086128428278065,0.23537190032635377,0.8539314050627598,0.741483039427729
CID003360-1,0.1407002820898271,0.07305418994509662,0.03653297696932081,0.43980732289707886,0.30990522809867665,0.8498126961628025,0.7054780785330602
CID003361-1,0.3945227167018473,0.21045002348826078,0.044222386732182845,0.2111143462380925,0.1396905268396165,0.8096150087942153,0.6870727229569615
CID003362-1,0.40119552021833443,0.33668292508077885,0.007387153871407533,0.1501805218819363,0.10455387894754287,0.8674069098694429,0.6798625199005631
CID003363-1,0.3616490130211001,0.37755526689817104,0.00932044212956241,0.13455770403690953,0.11691757391425703,0.8257572796560485,0.705045131706267
CID003364-1,0.13670613272842644,0.13100179404349124,0.027465798328129065,0.33889175712259156,0.3659345177773617,0.8780196415915764,0.7033824266767635
CID003365-1,0.10977562193727099,0.3478290465402005,0.02142152331627092,0.27993618082036953,0.24103762738588808,0.8774931659410752,0.7677428978852512
CID003366-1,0.3865317921034867,0.03251521886840155,0.11973182330097433,0.25763740747850766,0.20358375824862976,0.8737470891971246,0.7455359749970465
CID003367-2,0.4054955424607541,0.07154567714642154,0.08442456982340896,0.20206736895081787,0.23646684161859755,0.8921081183074673,0.7238279526357572
CID003368-1,0.4184661504979006,0.177096291116178,0.059695798057304524,0.14406827614807602,0.20067348418054085,0.8687296570592952,0.6986912784234539
