,CD209+ moDC,CD83+ CLEC9A+ DC,CD83- CLEC9A+ DC,CLEC10A+ DC,IL7R+ Activated DC,Mast Cell,Memory B cell,Monocyte Inflammatory,Proliferating myeloid,Resident Macrophage,CD4 SELL naive,CD4 TRM,CD4 Tfh,CD4 Th17,CD4 Tph,CD4 Treg,CD8 Effector,CD8 IEL,CD8 SELL Naive,ILC3,MAIT,NK,Proliferating T cells,gd T cell 1,gd T cell 2,GC-like B cell,Memory B cell,Naive B cell,Plasma Cell,Plasmablast,Arterial Pericyte,Blood Endothelial Cell,Fibroblast,Glial Cell,Inflammatory Fibroblast,Myofibroblast,Pericyte,Post-capillary venules,Proliferating Stromal Cell,Smooth Muscle Cell,Enterocyte,Enteroendocrine Cell,Epithelial M Cell,Epithelial Progenitor Cell,Epithelial Stem Cell,Goblet Cell,Tuft Cell,rho_Spearman,rho_Pearson
CID007380-1,0.005492085963435541,0.0009447209118449272,0.0002484097021907743,0.005988048976487705,0.001266067383340482,0.0003695140001403787,0.04980020072304843,0.019778170945424483,0.025088008162589232,7.3323606983545526e-06,0.044508450896914166,0.051099766601049375,0.0001338509303212666,0.009423331619211049,0.0003147773912587803,0.04862828167530975,0.008515650905213959,0.04649383577623302,0.05092376455478126,0.03770328961684893,0.0423259135551828,0.0011167294871574714,0.0017203395695167291,0.03414068300430798,2.044641084632396e-05,0.00014399815274607797,0.04772527362432367,0.03023952961411332,0.05093580267641798,0.05133373627181418,0.034301311791530356,0.03758303150619016,0.04447804496021414,0.003374872799460195,6.903404115983725e-05,6.109449721421843e-05,0.004219497129808701,0.001003802310787761,0.021044747246311522,0.0009219126251750354,0.0512054448087609,0.0012604252570779593,0.05096589798433881,0.04834534434037293,0.02450887441450429,6.503586224459392e-05,0.010161616962080157,0.7405970149253731,0.48413431418488595
CID007382-1,0.04013391104224782,0.00040327600892694967,0.00036991509226412886,0.00015403298381323698,0.001992142364061918,5.7252128166541345e-05,0.0293692231099354,0.0612411471010453,0.012564268584211497,0.00036948599651535967,0.0405773465468056,0.03740440159796502,0.0068942173587237384,0.0003210985373532182,0.01644352435884178,0.06089393511598171,0.05727638179728793,0.051775988094498744,0.03458947023489928,0.019602436298201104,0.05025165887120962,0.02284375721275768,0.012308421702152388,0.0006726458860261359,0.00012169910023934009,7.768746602114571e-05,0.03977106443686857,0.00010485767389093752,0.06113477184448138,0.059668896472987114,0.00890537991737764,0.010366288432256593,0.0001939375209943929,0.006656452300877897,0.015616536858787852,0.00025708385752869195,0.010531723611354713,0.016930206892636773,0.026438048806527215,0.0017149926947394552,0.00011510399350613699,0.002902557711325221,0.06068261466757142,0.05449337029043872,0.05927853122051131,0.00012595380126574407,0.005402302403919921,0.7238380113285205,0.41936675697517556
CID007384-1,0.05545481185150032,1.8434807345336413e-06,0.00046453534285577857,0.004598278999932592,0.0016139893883327164,0.004919585041033699,0.03715208851510273,0.013150985130587546,0.019267662617327454,0.0009974043497077056,0.021479706117450897,0.05170934058311682,0.002987842660813952,0.009385199707607348,0.0007061867727790011,0.055815824035639686,0.011988582607854466,0.04759041709185421,0.0592607979704179,0.042922914278039646,0.04210044158097097,0.005814464120786926,0.003957444145204848,2.0966807910982735e-05,0.00045712981340900597,0.0017974500431842113,0.05769345069818342,2.707577234993497e-05,0.05983622958240014,0.0580092842110677,0.013538518431487344,0.020561104338800932,0.0005447391482759552,0.00374871973286774,0.003431431252832131,9.97570983330883e-05,0.018213167593037573,0.0011159027985121997,0.016494800409386206,0.001109196428375553,0.05974305116459607,0.002592768469579788,0.058839961910779275,0.058746319539326186,0.045926382008816664,0.015547586459977442,0.008564659896858817,0.707374752550632,0.4642954380359272
CID007386-1,0.03886793246953215,0.00021855829601173058,2.0613913891257044e-05,0.0008063963220687348,0.0007893754209860127,0.0004503384411062254,0.04621111023496572,0.0027227720566116538,0.008832186093863364,0.0016854359183926092,0.019830067159210363,0.04067160113431563,5.250309151450038e-05,0.031022341425197275,7.482671857169447e-05,0.05955246842507052,0.0021048057334391267,0.05962560881423484,0.022435853003303557,0.0454887683222528,0.04344235390574161,0.0004560205872921181,0.004060952319956603,0.043742572408740715,3.361484026780652e-05,0.00021346941595567207,0.052065322869078015,0.00016152160974996542,0.060041212829979936,0.059693922628926754,0.05914074263217309,0.003654269516695477,0.057425177647636494,0.01932327777275508,1.0624806263045501e-07,0.00023097062995815543,0.010010321826994443,0.004619428504381986,0.011826565500452583,0.00035038624346774754,0.05995685948268173,0.0002189715108297917,0.04084677479465606,0.016487383035348375,0.059976014407796,0.00013364225576849515,0.01042458158011301,0.7114452490025123,0.41683677313456546
CID007790-1,0.00174763129690257,0.00041995857070005363,0.0011574901735742326,0.0005568606760420909,0.001752228569432901,0.00024263635140484783,0.044049172510887094,0.03760684662537949,0.04813091941899549,0.002252398573202641,0.023906286829472722,0.004781157396228405,0.046419135143500316,0.0011412457234121745,0.0007205151511359379,0.052982079356702676,0.00913105069051899,0.0370143436620101,0.028190958235663647,0.050319573863978,0.02699000134483989,0.013266750304787392,0.05472881131827298,0.004412093767401598,0.002386480585834315,0.05438309334781257,0.04810101851372145,0.05472376825839362,0.05339368618447935,0.054441086349223164,0.0002709090475218016,0.0317865671780138,0.0017342318106735733,0.005945084155458437,0.0006466751209989698,0.0008321635215818528,7.91855923155767e-05,0.007536059521836007,0.0201144053576814,0.00048573788160005406,0.013101988863464501,0.0005204927690715335,0.05323538595858207,0.052640508433778085,0.04778364978069564,1.6357348020387254e-06,0.003936040478014105,0.769479828579873,0.46251205573046605
CID007792-1,0.00013905493804633335,0.0024944258152774477,0.0004383697166049304,0.007573322378324249,0.0007911161726440722,0.001962673296558867,0.05058704248436493,0.005315601024737018,0.050717370299929294,0.001220831691051696,0.00953589842488869,0.03299454642490338,0.054979607270334,0.00012364858508197285,0.00015606130946752806,0.020538473422572413,5.1717598551980596e-05,0.0571022648063722,0.05690746758560418,0.05697344902005708,0.05244911470070563,0.0036658534139540747,0.007499711381712757,0.04625007714508805,0.002530736621460449,2.8045430811432244e-05,0.054076473287106644,0.05603271781251885,0.056634602514758825,0.05717566856944627,0.0041942627140638955,0.01059331108966165,0.00595287235286532,0.0028422209999590265,3.664007527467773e-06,6.250882627712817e-05,0.000479722118293875,0.0011142855877931724,0.018677215666512665,0.001053434914596162,0.046033648603987266,0.004779784386089767,0.052315628180284256,0.03991801272043836,0.05713591688987077,1.2336159970889774e-05,0.007885231638873048,0.7030101965420423,0.4786934546575412
CID007794-1,0.043328941544147494,0.00029537949806986055,0.0005342549321779146,0.00837641392268254,0.008177816064538839,0.00037455204996181057,0.048922100957880264,0.002108771410926872,0.025095582549182253,0.0530653473787189,0.05306757650966553,0.0030703906608927152,0.04413187273928718,0.0002938578627375733,3.236374498934994e-05,0.05378367806193322,0.049994212623466934,0.04487587546778492,0.052684695494453,0.020383040844825565,0.03680137541407021,4.952239129064097e-05,0.0002888747466038427,1.814432410455368e-05,0.0009995655618373518,0.002961874016754008,0.05002284693084799,0.05311455186891651,0.046268939354220225,0.053321048938297026,0.048858755333835595,0.004864227448147726,0.03703167651435925,0.014960768830694134,1.8393970293458866e-05,0.0064556577084941835,0.019261480373923015,0.00039339517076066786,0.01644847456222577,0.00023577216885314057,4.5769700077204813e-05,2.70224027853647e-06,0.05219258849151549,0.013484612898930881,0.015359327046311804,4.330598538012201e-05,0.013899623690654037,0.7099217051261537,0.44920931405958053
CID007796-1,0.01725160918702643,0.0004998368951778874,0.00036537840043783694,3.513906806497669e-05,0.0012087697023761173,0.0001388283284794602,0.03562830617367052,0.01198474110588877,0.02003209710918274,0.00019219097640795274,0.0064448695546023725,0.06979718835330234,0.005148955909491242,0.008075522045532042,0.004893094966472482,0.05777724830338671,0.00029959455114172956,0.03921018967584656,0.061218203976525866,0.023749358094358526,0.06434875474293295,0.00020329985533876606,0.018426944781099762,3.058924438480547e-05,0.00046402264747603337,0.0003226661368246641,0.04664038263536214,0.00017689107098959263,0.0696490725198087,0.06874375417244312,0.00029836032907745155,0.00495540102733682,0.024755294040368036,0.009463514431171329,0.00036856106726682996,0.00045135159108592083,6.0271406666815944e-05,0.0006265785288922564,0.025245893386176246,4.3005678018985244e-06,0.06897618772761663,0.00793348012342937,0.06969590383037466,0.06904143107617527,0.0698309968186521,0.008843466604939154,0.006491507258936119,0.7006355329860428,0.4403100205466103
CID007798-1,0.03687949765668897,0.00025253280943582406,0.00023822108073684076,6.183033850788627e-05,0.000638047577286148,0.0009698452756730702,0.03965916911561849,0.054620665528977846,0.0025354591484403046,0.038145513941074786,0.055107028182253916,0.0020026334781131426,0.05438000489201939,5.198783985087815e-05,0.021894750118059955,0.05508485074367727,0.03873047655176194,0.0008019286291821324,0.05319374449562515,0.02879395741683556,0.05032803122628379,0.007110379507180866,0.012323133446375202,0.00010903053826517747,4.7267681184950765e-05,0.00021152401371865616,0.046546822556334765,0.00015274670565079452,0.029325076883651168,0.05475885747847024,0.04509157459880769,0.024206799308683243,0.017585502236946646,0.0002260737217274892,0.03961868793962256,1.7024184218661787e-05,0.05168706837576399,0.0034771032564572635,0.02827442639652557,0.0029223126555973588,3.666675782590815e-05,6.583836517980476e-05,0.0543626716117161,0.015569493243870948,0.023081625441802412,0.0003397580619941893,0.008482358986325017,0.6872239987817877,0.44011642774519033
CID007800-1,0.039133054201228104,0.0003750856059204873,0.0008449900531319047,0.017407624432001452,0.0010336589245655962,0.015565485146355145,0.04074787887488365,0.04266991871713987,0.031498825185864825,0.0008150785011315268,0.04533812440087816,0.04479345748697791,0.002103619245607828,0.03289310135450721,0.0009986066026580246,0.04568761937696543,0.04583882957458647,0.04122759361206466,0.04535677575595991,0.045204872373191374,0.04002559133390675,0.014364207551042495,0.0007105483360770863,0.03354407127247329,0.00013867307196248878,0.004001055991212708,0.04599825599599935,0.002393249276441474,0.04557484818494673,0.04533729541080369,0.033052490755182094,0.03120511299381754,0.00011792918129125449,0.002298809316727983,9.644604449688382e-05,0.0002582990863203266,0.018789590362167038,0.0029322116825782445,0.02245044932295905,0.0005890851488924578,0.01757890220148032,0.0004251716750149167,0.04580374638946526,0.025733785560952474,0.015143444183520165,5.090233955392038e-06,0.011897440010693138,0.7333175705630265,0.47430679332901027
