,CID005093-1,CID005215-1,CID005217-1,CID005219-1,CID005222-1,CID005224-1,CID005225-1,CID005416-1,CID005418-1,CID005420-1,CID005422-1,CID005424-1,CID005425-1,CID005614-1,CID005616-1,CID005618-1,CID005620-1,CID005844-1,CID005845-1,CID005860-1,CID005868-1,CID005874-1,CID005875-1,CID006320-1,CID006322-1,CID006328-1,CID006331-1,CID006336-1,CID006340-1,CID006468-1,CID006469-1,CID006478-1,CID006480-1,CID006484-1,CID006486-1,CID006493-1,CID006494-1,CID006494-2,CID006515-1,CID006527-1,CID006542-1,CID006544-1,CID006548-1,CID006551-1,CID007329-1,CID007330-1,CID007338-1,CID007346-1,CID007352-1,CID007358-1,CID007659-1,CID007661-1,CID007664-1,CID007665-1,CID007666-1,CID007667-1,CID007672-1,CID007676-1,CID007681-1,CID007688-1,CID007694-1,CID007697-1,CID007704-1,CID007707-1,CID007825-1,CID007827-1,CID007829-1,CID007845-1,CID007847-1,CID007849-1,CID008109-1,CID008114-1,CID008122-1,CID008457-1,CID008459-1,CID008460-1
CD209+ moDC,5.042153842949211,0.30238020685292794,3.2403353164593725,6.268320782813129,0.0,1.4942498647872977,1.8213909889180904,9.092040274386841,0.0,3.4782757628797554,0.0,0.0,5.7700517695698395,5.817802158362152,5.701500757812233,6.545434442336083,0.2331464827280144,2.856668842088471,0.0,9.80073343928263,4.112430285829452,0.0,1.8993674862610241,3.545354480808781,3.7500448066143104,4.251952610499124,0.0,6.89405188270605,0.0,0.0,1.0878121806303753,3.8535377577481906,0.7779293865980546,0.8298269502487743,1.6682546149867261,2.523665263044773,3.3522134709902787,1.1485154340598278,1.8435247764993274,6.680521511373359,3.736242773309848,3.469059533315956,2.396102723225342,3.749925431709711,2.0404347102948335,2.224795964232814,0.0,2.3915346642307234,1.0988434833333507,0.0,0.0,3.7075522100886467,3.7511027944132573,2.8779645998769516,1.7117467796751527,1.7001262263201766,4.698655746949373,3.8292056414609172,0.0,2.9406626934718343,2.0228783912944492,6.456106757892591,0.0,1.7123116036642492,6.349056722176282,3.6744573572446932,0.3142177551255249,0.435863064571616,2.167571750242362,0.0,0.0,1.5019244322598637,3.9404370132586783,3.7850982723130846,5.133744693352333,0.0
CD83+ CLEC9A+ DC,1.2876827237455348,0.0,0.0,4.907851807555599,1.5712643640109123,1.6094166438867106,4.359576191841641,0.4560223265098905,4.899537318788944,2.5670929522488204,0.0,0.0,0.0,0.0,3.9283132171801842,0.0,0.7402687104851934,5.305718996651616,0.0,1.3279277098986149,7.175429375707598,1.7864483422331046,0.0,1.2122675000307601,1.3761996250902473,1.0349796409466456,0.0,0.0,4.406346913812167,0.0,0.0,2.159513062466751,0.14315782020332163,5.521079032567051,2.6856398351766537,0.0,2.977405836101397,0.5940017882989251,0.0,4.712708588606629,3.1199840602224405,0.0,3.8731801677276128,5.099678928393416,4.219191079732026,2.8344247766646338,2.4634241675561293,0.0,4.2069549690736325,1.6482406454576197,2.675541463981964,0.0,0.5848430278896168,2.9175243501269503,2.4414951169095755,0.0019256024782926336,4.0842282440579964,2.2972909178418726,0.0,0.0,0.0,4.145116190135959,1.822909667878839,3.491184937697436,0.0,0.0,1.3457812012302752,1.622599300292798,0.0,2.10129189283762,0.0,0.0,1.0346578596944913,4.34584800797418,0.04573916374042507,6.192770664836156
CD83- CLEC9A+ DC,3.734756772825466,5.472722424548724,4.15970558113048,0.0,1.4696074031149469,1.9876127577094393,0.0,1.3310748399024863,0.0,1.4679544637978463,4.982069870058362,4.580081904428243,2.976393392522684,7.772748787975954,0.0,5.005609511204893,4.6805832948548325,0.0,1.7244641766504538,0.7200512475939591,0.0,0.8620817056377662,4.82198435297188,1.9505001655623249,4.8650122329826315,3.195019365818225,5.3278078166044,3.3623644343958334,0.0,5.599549238315544,3.443443018167642,1.6476527137021892,3.061488664217482,0.0,2.423188059761647,3.9876976418885532,0.0,4.110385086486928,6.067463688539364,0.0,0.0,7.120417635763348,0.9348818024734975,0.0,0.0,0.19102715947553683,2.2534590229609215,2.666187221856311,0.0,0.9940138579424168,1.2378894918827201,5.338030871363234,2.0179986840489645,2.081566390223635,3.069582543971362,2.133565575159622,0.8621850162318784,2.2832390884950926,5.673503634326002,2.557981845191326,5.459577017369016,0.0,2.317042752883257,0.0,4.833580284072113,4.849352090432046,1.5400670049981924,1.572227331803444,3.313858506012527,2.573193611271953,8.171565806123711,5.510757396473104,1.6189133393650599,0.4144492972666595,4.504006615781617,0.0
CLEC10A+ DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2042748108085521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5087187244779654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL7R+ Activated DC,0.016796418450877173,0.0,0.0,0.0,0.0,0.38867258335790533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.302266351012887,0.0,0.0,0.26060643137023914,1.2585708495043517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22944592831293412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050803669959071,0.0,0.8608090555380455,0.0,0.0,0.0,0.0,0.4914445457597289,0.0,0.0,0.0,0.0,0.0,0.10597776238107945,0.0,0.0,0.0,0.0,0.23083339048118348,0.0,0.0,0.0,0.17708155598272585,0.0,0.0,0.0,0.07785090451872786,0.0,0.0,1.0426706086990662,0.0,0.0
Mast Cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3655484278630827,0.0,0.0,0.0,0.0,0.38525537665089243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5392092481276094,0.0,0.0,0.0,0.0,0.0,0.09631390827732184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06388555225576469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.621506717972734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memory B cells,2.178867186810914,1.5448884955475366,4.0292654331278515,1.5665674713480817,3.1325638221020773,0.5995029813120801,1.4700370380166936,1.2247077675264426,1.9782331015629409,0.3865102504958377,2.0664722449224295,3.3473075875414757,0.1858235972642613,5.259704391419017,1.704489261282847,4.746482101399844,3.1804522461250637,0.18928606671625078,2.994985130326493,1.89615614822611,1.5724646872254038,0.0,1.6433405369848788,0.887216235104433,3.40110952045158,1.5692197928717324,1.7066895246765412,2.448700705126784,3.221802476011874,3.4337715871202454,1.542898381186697,1.7083321088283643,2.2901526213239243,1.2990444070542015,0.8651305941972356,3.004921195348167,2.13775271253,3.0073156046797203,2.315738516298158,0.36360218406375994,1.5004226693651914,2.924783187786164,4.581395532468297,0.3294413681687199,0.7612252159507298,1.166321520471179,1.03612296816583,1.1074388478565833,4.8359221063228,3.642877625444153,1.6477873088642414,1.5098043601523805,0.736116083231267,0.9621219490919753,3.591136671695574,0.0,1.3584355524539742,3.244522634748749,2.5843300190871794,3.4955716226736766,1.800712773560996,1.7104147484067505,1.2150467076287494,3.966528130558848,1.0478624686199884,0.5486760314277692,1.536942392230979,0.8632742848395648,2.2684178273860143,3.332764291924329,3.132089014877601,3.6001821147051145,1.7938829463577766,0.900965623099969,2.743715674341938,1.8993337039293883
Monocyte Inflammatory,0.0,4.633728104828711,0.0,0.0010730297420999974,2.0406004282548236,2.560781140273726,0.6195461453367225,0.0,0.18697122542893713,1.2304199995578657,1.532049012238976,1.4201230916406382,2.6574158566742145,0.7722919913330407,0.0,0.7516790901838107,1.5700853599703726,0.953367343695564,0.028083092383840696,0.0,0.0,1.5485366106965246,0.0,1.158838441305198,0.06905140699907948,0.0,1.6153812902095075,0.0,1.999610779734449,0.5858041973013554,0.40435822021146933,0.8177201706279996,0.0,0.0,0.823949461063084,0.0,0.0,0.0,0.7224898424824504,0.0,0.0,0.7775416426864423,1.063512159438719,1.0354454211123605,0.9106073115548561,0.23073853283784593,1.648227542677318,0.0,0.0,1.3896650134760293,1.8648535670758428,0.6046659112524789,0.0,1.5801276980485706,2.1463189682957626,0.5492328023570964,1.0343572903358225,0.0,0.17644804408539932,0.0,0.0,0.0,0.6456007480938227,0.0,0.017333693140655946,0.0,1.1603214626007683,1.1703177678225705,0.0,0.0,0.656432384826672,1.5925946831912021,0.0,1.0814121230075744,0.334396236735583,0.4886763039826245
Proliferating myeloid,0.8445485448206252,9.344840989437127,6.152791625221743,0.0,8.624525397232269,11.352286311201794,4.5514340484985665,0.0,10.639518263901065,0.0,7.190023407656936,9.40781844345533,0.0,0.708381608500112,1.3690913135991098,1.6727242404344165,9.96083115709279,0.0,10.042701719277257,0.0,0.0,7.915441406893933,2.5263230541033908,2.471054704619817,7.556380187961205,0.0,4.901436857653928,1.2548933470776669,7.828518610815416,10.52997993192044,11.902787550626684,0.5373296319327685,0.0,7.397680614715496,4.4945878786135385,3.8277009614732878,0.2930198860533801,7.40784884657531,3.394719387663408,0.0,3.111747746756725,3.109735263797327,3.337324606015799,0.0,2.9274702545280693,2.411530357744431,8.38940857284587,4.758160875155867,9.074301474747967,8.037196923794653,9.691314932572826,1.3387919159390815,0.8343077385047928,3.8048002184277148,2.3845333778606275,6.977321960736119,0.5317710010283002,0.7889510252843811,11.789840471971072,4.9960207524848945,7.509239215561131,0.0,8.468805375078828,7.600806712238846,3.999751169046232,3.807438980459113,3.362259160348271,7.291467521352659,7.584235806364735,9.307007300636885,9.433530892760182,3.634408085426175,5.027027797520833,0.6919205856803043,8.719251787689112,2.217016475106178
Resident Macrophage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5583349125294794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14595402133491517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6150657553575136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
