,CID005226-1,CID005227-1,CID005798-1,CID005799-1,CID005800-1,CID005801-1,CID006004-1,CID007374-1,CID007376-1,CID007378-1,CID007380-1,CID007382-1,CID007384-1,CID007386-1,CID007790-1,CID007792-1,CID007794-1,CID007796-1,CID007798-1,CID007800-1,CID007802-1,CID007804-1,CID008392-1,CID008394-1,CID008396-1,CID008398-1,CID008400-1,CID008402-1,CID008404-1,CID008406-1
CD4 TRM,0.04080196620320683,0.010254545713153176,0.10483699474609028,0.06331264614013825,0.07755730720323226,0.06790830014095822,0.04842923775536735,0.03225722493499792,0.008254365830375466,0.0232591572944109,0.010388529121530423,0.009246918161849613,0.0,0.0,0.047020187147453374,0.027133460562354043,0.02903492555679554,0.0,0.0,0.0,0.0,0.040465961699743966,0.0,0.01395540439432384,0.053043088447990334,0.028350675648377073,0.009456115858042258,0.0,0.010529470233217672,0.0628670565853971
CD4 Tfh,0.0015884209915798273,0.0,0.07046414824083505,0.0,0.11485446556810462,0.005303020500303053,0.0,0.029364346588320444,0.02671345960315624,0.11564141346145212,0.0,0.004830058639610489,0.08843778837495626,0.01939814707839465,0.04753261684238459,0.0842091077465142,0.17653060691929826,0.0,0.012151467543009406,0.002614456498552376,0.023290275235768747,0.023496039703621113,0.026750606299658215,0.0,0.0,0.0,0.0,0.004965560868977659,0.0693504079167911,0.0
CD4 Th17,0.04737740609597533,0.11462408766636561,0.0,0.0,0.0,0.0,0.014706179672132919,0.0008966664111502368,0.04483839683930894,0.031428553562394254,0.019313494648625546,0.058216853194570164,0.04894065216660277,0.06763008129167533,0.012161660044946933,0.0,0.0,0.039745899744284954,0.06486276656707152,0.03796059094259438,0.009340052596739127,0.0,0.0627119401354605,0.0,0.03387715901492347,0.05572208790341117,0.09140293581540207,0.0,0.0,0.004046449686640282
CD4 Tph,0.012594878373762816,0.03643086171003919,0.0,0.04568395133280866,0.0,0.03790572694961979,0.012576043780820376,0.10342650864293547,0.049451733863060086,0.054992812913502394,0.024803564095947053,0.02387321667196356,0.0428347923128725,0.005613199185724436,0.09119757865172777,0.09906181749736086,0.014333781006968024,0.01899897328349923,0.0,0.041131402217279955,0.04537780995627654,0.05936107553981686,0.025174599618987124,0.08258680708090153,0.0731294240177273,0.0,0.0747229000143407,0.08749110676825862,0.0866329751393328,0.11388493693755998
CD4 Treg,0.014397066125180746,0.0,0.11733768655194392,0.0505229930655956,0.0,0.07231371472968186,0.11535508281730043,0.0,0.002582199661652285,0.0,0.07249492751670518,0.05747463187136875,0.005847113355877475,0.06267636089411534,0.0,0.0,0.025615811339439607,0.0701650171597401,0.17625687648132574,0.03951333748943729,0.0742794347078264,0.010732103717267533,0.028612484354961446,0.10165259942758066,0.03230621003058672,0.11305887928894795,0.0,0.0,0.0,0.0
CD8 Effector,0.0,0.009592387925904248,0.022552853915148094,0.021224771145291293,0.021080381904106146,0.03384474292126973,0.0,0.06877838074995259,0.059225208044475765,0.045386702286555156,0.03293283608107811,0.06611514634864023,0.05909798709079606,0.014723278357734666,0.059656551172354425,0.05658110217555903,0.06326183378825842,0.0123890814900901,0.051469082048225624,0.056123296972032,0.06252737627385449,0.06169905758181328,0.03195522492314408,0.018191572338547256,0.06556033744625553,0.017124338138973624,0.06098907650999835,0.021806714079969022,0.0,0.04056629282700035
CD8 IEL,0.025442292315649036,0.020697538770685826,0.0,0.03406159031518914,0.0,0.0,0.04859308503076039,0.0,0.0009649788354065482,0.02817357530090717,0.020649955721518332,0.0,0.0,0.05771873251176076,0.0,0.004400345866557768,0.020490573515084307,0.03347625947419247,0.0008688711811538622,0.02293637764948361,0.03174306148012885,0.0,0.022856739477348814,0.037904026144998194,0.0,0.014375855036655678,0.0,0.034226869118522886,0.06757248752361694,0.0
ILC3,0.015865351649839488,0.03157301701619887,0.025063106936570906,0.05275028117357171,0.020190139068325532,0.026487935357679626,0.029693176293288458,0.026456248515961466,0.043818601529166765,0.024056394590017006,0.04278581756146365,0.03368215036266027,0.05167506082593323,0.04686870496170293,0.039374677260566454,0.0375442242686459,0.040430787022686564,0.05352362205490571,0.025179523197720155,0.053714749391599904,0.020230345921387224,0.052327251569957094,0.04616868498650231,0.04187689197930989,0.047209707185709604,0.018215895400294568,0.053640337652501896,0.04574395764686897,0.0631821599314056,0.03437353605502702
MAIT,0.0,0.0,0.0,0.0,0.006806266861850908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011529960607339965,0.0
NK,0.0,0.0,0.0,0.019873814866812348,0.0,0.0,0.03577851430733783,0.019791576011332693,0.0026542322759305933,0.003393790511525951,0.0,0.03267055611004813,0.0,0.0012417781004987782,0.019264457026950694,0.0,0.00761418705539551,0.0,0.020284228100465103,0.017775432190916995,0.03612957984307799,0.000930271459280853,0.005063282864379613,0.034916476562536936,0.00017942682479233735,0.009909057007162544,0.0,0.0,0.0,0.014438166035531004
Proliferating T cells,0.0083454115149429,0.0,0.005222921220263604,0.01121568676197339,0.04485328400159142,0.0,0.023163844241422652,0.006780458718710602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006388356436415202,0.0,0.0,0.0,0.0,0.0,0.0016255592037191977
gd T cell 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08844952587968358,0.0,0.0,0.0,0.017349151531379843,0.0,0.0,0.016289617021634145,0.0,0.0,0.0,0.0,0.0,0.0,0.009098082570799177,0.003563827560533752,0.0,0.05798569904472389,0.023921090908923835,0.0,0.0,0.0,0.0
gd T cell 2,0.042263416753636616,0.03352838459669411,0.07775431638645003,0.04799535504594156,0.08370310228931233,0.1126006497102913,0.024494508667127133,0.0,0.04419480302222355,0.040230658643613346,0.04809635772693212,0.0,0.03797693986190261,0.025852061630997104,0.003913246026585932,0.08899305810442341,0.04850834300133484,0.01738270188317274,0.0,0.010781746553280621,0.0,0.041250777765943936,0.004430207870028832,0.012467857208159138,0.007737079036251222,0.0,0.030044137688144283,0.04712357584042384,0.0205741415491164,0.036153464661042516
GC-like B cell,0.006468019859511643,0.009929410091903646,0.0,0.0,0.023466248633563544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034239321793902025,0.0008269801107920868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memory B cell,0.15678625741425106,0.1143394882694625,0.0639137921570594,0.08820840590906737,0.040054733001606134,0.04893409536274482,0.11771637556138774,0.02261852792972217,0.21086205827865515,0.11091778904100064,0.0740505011126108,0.11159345918484413,0.1358103662417387,0.18099298801861505,0.07857862743021869,0.08263346796080778,0.048262874344761834,0.15317102212249914,0.14800329639190418,0.15179284974849122,0.12962567909178652,0.10929533531302385,0.11461048346804138,0.10523560800230178,0.0938284162429819,0.15153026262342817,0.13545737515676348,0.1527345320443848,0.09568708335213698,0.168507049228375
Naive B cell,0.0,0.0,0.0,0.0,0.0,0.006405708305057578,0.0,0.05520156285984896,0.0,0.0,0.010010048943485911,0.0,0.0,0.0,0.0,0.0,0.02995990949265842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Plasma Cell,0.0,0.0,0.003425019491799332,0.019591533943471136,0.0,0.06529126266867469,0.0,0.023446074181272154,0.006606810419955172,0.0,0.03100255412959356,0.02297752328797205,0.002608950539503198,0.0075491946236300265,0.05983424282857642,0.02078554326802214,0.018250151163644632,0.04607532985747649,0.006199313031807626,0.06638957159330923,0.05271614896005269,0.0,0.0,0.028902527337640347,0.026919997764518352,0.0,0.02764140360921642,0.0043785562343398475,0.0,0.0048961721564495875
Plasmablast,0.0030751338697744836,0.006782584674349894,0.0042731345022830255,0.0,0.025716414528862138,0.0,0.010195708481435277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005668013743565915,0.02475001367781054,0.0,0.0,0.01855143123310836,0.0,0.0,0.005224135941517498,0.0
Arterial Pericyte,0.05969859915708903,0.054085387897620275,0.04357979388561142,0.030356509179683456,0.0,0.03603941832438476,0.03031816373173455,0.0,0.04194110467961326,0.05171490436458464,0.04735589203046801,0.04231082114318489,0.0623286612830907,0.041440817553651726,0.07334382246699284,0.03369873575500624,0.058654185361704934,0.025103095622773748,0.044284105686251525,0.0723250347136901,0.05105494191753422,0.031255945842769466,0.037334256378649365,0.047835334411226955,0.054377330320384366,0.027787766615573247,0.06675591100076066,0.058423348212525886,0.0583536743746143,0.06158897696247647
Blood Endothelial Cell,0.0,0.0,0.00649570033509036,0.0,0.0,0.010710546833457379,0.0,0.03114592499362184,0.0,0.0,0.0,0.0,0.0,0.004757589955421166,0.0,0.0,0.0,0.008631839975758967,0.0,0.0,0.0,0.0,0.01006726952765286,0.0,0.0,0.01700423575799732,0.0,0.0,0.0,0.0
Fibroblast,0.014745326491534271,0.022394962938343553,0.04451007000160215,0.0,0.045880582701206256,0.002230895301141213,0.0,0.0,0.012143796779247198,0.016416665939086333,0.052817660315888255,0.0,0.016903003693058517,0.04951835436055414,0.0022828496997307044,0.041382849819946596,0.03873242942363144,0.04111525893788197,0.0255800196977327,0.014210909520184821,0.00739049408181847,0.023111299024281065,0.011815780393544672,0.0,0.010981094536105148,0.0695410670079802,0.05262959636593615,0.040178387756122834,0.011875788509052767,0.01653150097580593
Glial Cell,0.016298699833467767,0.022042602521101858,0.015654374305812648,0.0032336226141795564,0.06414787154849504,0.02568740237951359,0.0,0.0,0.0,0.024939642031656318,0.0002624639307458629,0.007976389035540973,0.008509513997656126,0.020887954062709504,0.014938890275957467,0.0040637406517871465,0.006324965034048059,0.017445067166738246,0.0,0.0,0.0,0.0,0.0028972975348562618,0.009150148400078035,0.0,0.023496299280887714,0.01663830070708839,0.014897893139295204,0.014474661332825326,0.024265470779182535
Inflammatory Fibroblast,0.0,0.0,0.0,0.031017673730632307,0.0,0.0,0.029924673989742582,0.03764813940554992,0.0,0.0,0.0,0.053290414754954066,0.0003450503711753139,0.0,0.0,0.0,0.0,0.0,0.03501513738082081,0.0,0.0362922080476001,0.01825699935534491,0.0,0.012881210070571577,0.0,0.0,0.0,0.0,0.0,0.0
Myofibroblast,0.007188354705791864,0.0,0.018829959699111606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pericyte,0.0,0.0,0.006526926316840803,0.0021123785941343245,0.007585203470632045,0.0,0.003180682875840204,0.01586852637906298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018850899742159276,0.0,0.0,0.0,0.0,0.0,0.0,0.0009066414288024865,0.0,0.0,0.0,0.0
Post-capillary venules,0.0,0.0,0.0,0.025743224106798517,0.0,0.0,0.01578002477765266,0.0,0.0,0.0,0.0,0.007116287029834748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proliferating Stromal Cell,0.045643280088737304,0.027371659979072902,0.018736812969325525,0.033892368805822595,0.056088579986308854,0.0346055778558467,0.0517132745949591,0.07067557206461962,0.07548423244106696,0.03275597175713301,0.044479415144177525,0.039463701006222957,0.024667190966729962,0.018327425437203462,0.0924486079201772,0.05582648571151354,0.03818731572111499,0.024834127828204895,0.009765377433986991,0.04968017880429328,0.061039304845970394,0.053431776168438104,0.03757096601984206,0.04966129675745791,0.06618824449529653,0.002815569536822908,0.024880445205330032,0.053504467291952684,0.05213051627164095,0.05557006543306407
Smooth Muscle Cell,0.013145187104234247,0.012460693160553891,0.01259148550107443,0.010726505044180157,0.010085580223377551,0.013193919265040498,0.01106721002535963,0.014288524500066528,0.028568669671065496,0.026856358911326185,0.02185557767089054,0.014836710707532159,0.03076441575213203,0.02295428025457023,0.021442217091837655,0.019826003292803,0.030436961866026502,0.02020951418693828,0.011921677745651678,0.023671391115406067,0.021874164662709424,0.032947940525253155,0.02087733461287856,0.0041842556034076845,0.021469419932341735,0.02319877267199982,0.015552836662254599,0.012651749524441713,0.01505604997751964,0.011226969824870705
Enterocyte,0.0716586418126191,0.07041183640784564,0.0,0.0,0.01859283814558292,0.05816734284055645,0.0,0.0,0.05386994994132329,0.07244081621278768,0.028815608362205546,0.0,0.06994007298405622,0.05868518995760302,0.010225511493946978,0.010185539151602595,0.015388109558935785,0.0819307394299987,0.0,0.018954969499141938,0.0,0.032989962401521335,0.10157456545859005,0.0,0.010110762769744281,0.06469103429030305,0.034130527208025306,0.04555002553529805,0.08530212424635948,0.020681968616928437
Enteroendocrine Cell,0.006504185657178854,0.02948755764869628,0.0,0.0,0.005617178848673221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002885482915577791,0.0,0.0026257472251797528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028140370005162757,0.008738924054523601,0.0
Epithelial M Cell,0.0,0.0,0.0,0.044321131721075394,0.0,0.0,0.05623003288715438,0.0009670644681634375,0.022870462640194197,0.0,0.022676860700836157,0.0,0.023732093500612984,0.0,0.0,0.0,0.03991259855400865,0.004673224408839017,0.051274254605892515,0.0430432681788195,0.026603080977984084,0.005771317695350176,0.12921014675868855,0.009761271884245066,0.04708603007038044,0.0,0.0,0.0,0.0,0.0
Epithelial Progenitor Cell,0.0,0.0,0.0,0.0,0.008362122384789264,0.0,0.011080178215873603,0.10531139979984831,0.0,0.0,0.0,0.030832182767899452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06815694503896627,0.0,0.0,0.0,0.0,0.0,0.04329425439569232
Epithelial Stem Cell,0.13194742059760656,0.11636036713532714,0.09361101883404982,0.03605847928258276,0.14902287045885776,0.07644775985294554,0.027523734063039703,0.0,0.0838219811137986,0.11741892474193331,0.07680876649370123,0.0982105141575422,0.06723597332454824,0.07783203900320494,0.0700165575688539,0.09955882892981485,0.05682553629543399,0.10052996159833057,0.07695102085034146,0.05634363926633554,0.07023827601684837,0.09114435172663583,0.07261474447902128,0.0,0.055952456256580206,0.11121365258041882,0.0725237691413043,0.09486096884723284,0.13083054025993643,0.06368525450071992
Goblet Cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02806006793675599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuft Cell,0.04034246017664944,0.038315840997919876,0.06165855528638196,0.0286951997954184,0.10704221524604644,0.08074074628482403,0.03819472591883563,0.0639175975068542,0.01871071664192816,0.027517912189510187,0.042071630840387654,0.03337764560372399,0.0370762744068179,0.019336832236181708,0.04638895446556293,0.028781550872320063,0.0372666201570797,0.027691291001730026,0.0077989773775171065,0.02968976948433917,0.034007359706422054,0.043109556991330365,0.0,0.060469568470422605,0.030244091278942176,0.001176811880348456,0.025653512451366038,0.04381026279595126,0.020772176570924616,0.049814080962846605
