,CID005093-1,CID005215-1,CID005217-1,CID005219-1,CID005222-1,CID005224-1,CID005225-1,CID005416-1,CID005418-1,CID005420-1,CID005422-1,CID005424-1,CID005425-1,CID005614-1,CID005616-1,CID005618-1,CID005620-1,CID005844-1,CID005845-1,CID005860-1,CID005868-1,CID005874-1,CID005875-1,CID006320-1,CID006322-1,CID006328-1,CID006331-1,CID006336-1,CID006340-1,CID006468-1,CID006469-1,CID006478-1,CID006480-1,CID006484-1,CID006486-1,CID006493-1,CID006494-1,CID006494-2,CID006515-1,CID006527-1,CID006542-1,CID006544-1,CID006548-1,CID006551-1,CID007329-1,CID007330-1,CID007338-1,CID007346-1,CID007352-1,CID007358-1,CID007659-1,CID007661-1,CID007664-1,CID007665-1,CID007666-1,CID007667-1,CID007672-1,CID007676-1,CID007681-1,CID007688-1,CID007694-1,CID007697-1,CID007704-1,CID007707-1,CID007825-1,CID007827-1,CID007829-1,CID007845-1,CID007847-1,CID007849-1,CID008109-1,CID008114-1,CID008122-1,CID008457-1,CID008459-1,CID008460-1
CD4 TRM,0.07982767259097993,0.013432613444054638,0.0941417564831599,0.12037287252603562,0.025854706305346666,0.03402402571139253,0.12364470332175952,0.0021491011543441885,0.11945383292624642,0.07139416072445098,0.07217421685598319,0.034821740204757465,0.0,0.042013612233452534,0.045521346087817646,0.0,0.0366826864469986,0.0,0.06917308428667752,0.0841089709539758,0.15740213489478005,0.07495841565832738,0.05599253906024743,0.08265820941454588,0.09557372644454618,0.10754887166917283,0.09064597550981378,0.049831857654392464,0.05943189626714559,0.05009101697291593,0.06349508885973143,0.008394086946672485,0.060134880859239584,0.09060125727036167,0.1115182088675139,0.06224643144072219,0.08354033664471446,0.1034174312975696,0.08980697422943862,0.08245850977580974,0.08097275989048729,0.0915958307989011,0.06434287818043734,0.06264297984825626,0.06228110841544587,0.08117427184397633,0.08093098774191274,0.09384744291413544,0.04192732004262685,0.07603107650666001,0.047531750458360715,0.06440270671566654,0.04082470492737503,0.05210405683002917,0.07998038823668091,0.08394881291116087,0.0,0.06424927079730021,0.07985360936040016,0.05081968985025324,0.07072229008850582,0.09570978513906686,0.05033243652219953,0.006420997134970114,0.024397186831592182,0.06306790061564416,0.04117986866297057,0.0459412449394584,0.04636913941009446,0.005705470026663133,0.040637255780678595,0.02994757203366565,0.0993969309576943,0.08226143614636831,0.0875700718090223,0.09373783785572774
CD4 Tfh,0.03748958452641466,0.10656234181890754,0.12686631272027982,0.09330681055570146,0.10388566131531339,0.015760397806117685,0.02245834420125726,0.0,0.110666294623001,0.09173189254432733,0.0,0.0,0.0228327039214064,0.12913122720615927,0.0,0.04594101436183435,0.0866079912642689,0.01647482794390916,0.09998117251476447,0.0,0.0,0.0009943964472475244,0.14809415804075318,0.0667075119832009,0.055324276535715235,0.06977688775186125,0.11348777388727833,0.07525177781604692,0.11848393754241252,0.1405029405978115,0.0669763110510509,0.0005993964384824932,0.028429407035133383,0.11544241470922952,0.04591603732443936,0.08233479430478113,0.1216656880338018,0.13520505962780976,0.1377970241268036,0.0,0.031899092729173156,0.07256301769300438,0.10807829824692423,0.04856789457000716,0.0,0.08786425257965914,0.03385545235784472,0.05277544463109821,0.12458203309991531,0.09462158594068466,0.07436621058236338,0.04097952431193373,0.03605892584604928,0.09151496005980303,0.007738540305995213,0.12883524086784398,0.09680067157799947,0.17500320524802943,0.05930191700020938,0.1291166476024992,0.1297252432609216,0.005403871384052007,0.04009829129896379,0.1075858775655635,0.07625270701705648,0.1246182672648779,0.061441121477112226,0.05437485925211149,0.042912550905123394,0.11134496981338578,0.13322125786275132,0.1642378203366602,0.0,0.021852398208009573,0.0685495189308308,0.09788085934035132
CD4 Th17,0.0,0.0,0.0,0.0,0.009492411482487462,0.00016814315442854256,0.0,0.1123847216657357,0.0,0.0,0.03371553458005855,0.0,0.0,0.0,0.032315703615844384,0.039935056642735195,0.0,0.03426971908064584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006822089869419053,0.04535638282945572,0.0,0.0,0.012350996076225461,0.0,0.0,0.0,0.006209988314240957,0.020119295162885034,0.0,0.0013770144755422473,0.05610560378104853,0.1149148223096756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013947874290017868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05328122204374818,0.0,0.0,0.0,0.0,0.0,0.014152297076675494,0.0,0.0,0.0,0.0015387727997998586,0.018423158760576944,0.0,0.0
CD4 Tph,0.0834403397023916,0.06638165649638557,0.027637711006141694,0.027928356687679543,0.058334998488100843,0.0200868795715671,0.03131932390284669,0.015255435517653723,0.0,0.0,0.0,0.0,0.027704071161841703,0.0317479342207982,0.0,0.00977412359050333,0.059194722792698315,0.0,0.11698155814266412,0.0,0.0,0.06694650046699631,0.07625322102692696,0.0797989307062221,0.0,0.0,0.09683170509725764,0.0,0.0205617617487936,0.05850498936277846,0.0996078059905958,0.07706418133107366,0.031822805391065495,0.05970405119825931,0.06942338307261925,0.049085482903151886,0.03923574252153856,0.0,0.08908280394805555,0.0,0.068404449549946,0.020161160781309324,0.015515255105945286,0.0,0.0,0.03970289917147384,0.06648937860658158,0.05608187075270932,0.03256596507317005,0.07809267090357132,0.07034625753121697,0.06932257813361947,0.029309633658187437,0.07071734668127182,0.08375096424237467,0.061727693540939606,0.027541248894266214,0.05211626907161129,0.0342147079131907,0.0,0.027442139529430764,0.052291034618960744,0.07245859055789337,0.0,0.07057841290456798,0.045437987254767435,0.0758732983551854,0.041976916321188704,0.058381213976964774,0.0826869993827168,0.0710663124286383,0.08430235923457043,0.011177156555490567,0.0,0.02608668243965541,0.0
CD4 Treg,0.0,0.03448693105245005,0.0,0.06046547727740923,0.022079742022688743,0.038247343599743716,0.038606650620968415,0.09077419029103775,0.0,0.10099364040353168,0.06127672613239996,0.11269397292046307,0.06124697765635528,0.0018288486993659541,0.08319532648157503,0.04980477626336519,0.0,0.1698871674268422,0.0,0.12808912757333593,0.1117135235086711,0.0,0.0,0.0,0.08972362520544742,0.1289333729246008,0.0,0.06386120883274955,0.03533910366446989,0.0,0.0,0.0023624641177115756,0.036188405834498706,0.0,0.0,0.0,0.0,0.012393725607829885,0.0,0.14274426945501673,0.0,0.027103661614823513,0.026352316395466268,0.088323631184123,0.12228010765323918,0.0,0.004421563782425404,0.0,0.0,0.0,0.01977415831897059,0.0,0.03516409030051045,0.0,0.0,0.0,0.03870140342171984,0.0,0.0,0.021042830177318242,0.0,0.027885436665640896,0.0,0.0710846202286438,0.0,0.0,0.04991315290450703,0.01777540240324541,0.02205138800758745,0.0,0.0,0.0,0.0809507298327533,0.1595926156013845,0.02510385289933995,0.07452320697761325
CD8 Effector,0.0558694995717722,0.06282750758040614,0.02025133160919503,0.015594841214574334,0.040276812734220194,0.016908727117428933,0.06575690515350288,0.016462379718803172,0.02385964828528211,0.0,0.0091456850825042,0.0,0.009303656448730262,0.02322687494218639,0.027846612468611556,0.014781380492076075,0.02756229894809365,0.0,0.06248383521444411,0.01405410915400602,0.0,0.014450637377716458,0.05294525882585739,0.04583588700098823,0.054282797452484696,0.0006088203265473689,0.06948524599342402,0.046590059931782044,0.04431964522087707,0.03460134231237263,0.020009450692837504,0.016765369581592734,0.08688060449232632,0.05056656940691095,0.05097664762375609,0.0558096662543075,0.06349702098302613,0.03105440867993321,0.05011403278846881,0.0,0.054650071714177594,0.02026392084533484,0.0687782427374176,0.058065620206125525,0.021577455307685706,0.0423861080836067,0.04722084446657518,0.05138314189552266,0.006354752155842375,0.041086771575622794,0.05528388787540661,0.045481968068726994,0.029540049983836098,0.04243701983087397,0.028949963592325528,0.023147222029508245,0.0,0.0,0.01916788721143083,0.0,0.025892855511124392,0.0,0.08136468611091176,0.02450102403497256,0.033714745303260484,0.04733298973023556,0.05628727113192366,0.005608886825217359,0.03664534886705224,0.026906547604823253,0.015033595779570258,0.04072640283035964,0.008946462291585211,0.04308294803961136,0.0,0.0
CD8 IEL,0.0,0.0,0.025953031492010472,0.017783316396993286,0.012118715394450825,0.012079908339868394,0.0,0.0,0.0,0.07793087038578767,0.015966622599205307,0.003614274749838701,0.0685787610713581,0.02877548326171662,0.0,0.0,0.0,0.048659810772674006,0.0,0.016242162148987237,0.022644336522282035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010589564012047926,0.0,0.019936347584495535,0.03556952691643431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013357714630343784,0.0,0.0,0.0,0.060133646719481876,0.0,0.0,0.0,0.027853636539261994,0.011651154506502198,0.0,0.0,0.14352627197772408,0.05572802142028504,0.0,0.036066549431672444,0.0,0.009875437488603728,0.0,0.0078092326638269155,0.007988045065028426,0.003747643064871618,0.0,0.051298178227283046,0.0,0.04854532444683316,0.0,0.00035768809130057273,0.0,0.0,0.02782477252371098,0.033072945578262694
ILC3,0.040475649682874336,0.008060998682554785,0.04757956820962705,0.002671405526368137,0.011045859649827877,0.043605847462886975,0.04622882031512636,0.009932541032177111,0.039885020893936675,0.0,0.05829540105169589,0.05212857518978952,0.04849444889126398,0.035102282003941276,0.045280298653350586,0.001930016645995667,0.033671738509026855,0.01411714946554877,0.012684746496996463,0.0325724698648324,0.021619198867306535,0.04347501758262963,0.03560755501753837,0.023417098647195142,0.03993902726658226,0.01941103734965586,0.026929663062440122,0.03775140784468429,0.04587512709957076,0.05172064526260081,0.04703351000993102,0.049248921905295465,0.03179270859616927,0.028890204042151427,0.040349708956629426,0.039183862608250575,0.04088609249638713,0.058746630405081386,0.02617251659261968,0.004157805076251568,0.042822856374662564,0.04155497007087805,0.03545246045657672,0.02986557719672139,0.0,0.04451206051824343,0.03721636495416832,0.04534131226789525,0.044283359880276485,0.030983325782824152,0.05636471908717424,0.03858107592649327,0.04234819885309014,0.04402880568068868,0.021270339668231518,0.06358991651129253,0.03189192702116993,0.028595005098525385,0.06441891949005372,0.04592272916901083,0.03581951878531381,0.02200100234512722,0.039976862797565,0.02736856696582152,0.08296693754469597,0.05985018184657702,0.028817579271423213,0.06491351950697549,0.04767967873138044,0.03888422662988334,0.03293653062624687,0.02670625520331574,0.009813343825326728,0.02453067128898994,0.026721448718054257,0.002553295110524618
MAIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000785215337532702,0.0,0.0,0.018603281703327722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006083757979038869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018417004122281685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02907877084503788
NK,0.0,0.03870371746430246,0.0,0.00876075531758102,0.01986287264511913,0.0029437929178077384,0.0027263540920024394,0.025728675881971922,0.0,0.02335869040035705,0.0,0.0,0.013638106678314027,0.0,0.0,0.021280639579347504,0.004944951212022738,0.003324290221372362,0.008019207510699363,0.020612725229166903,0.0,0.007405905543466797,0.0,0.009651994823011196,0.0014264028780905207,0.0,0.011482067788422525,0.0,0.018044919326691288,0.0,0.0,0.0006604866905486951,0.027367706387229206,0.0031862488914793487,0.007264864673803582,0.005349710756881587,0.0,0.0,0.004654894177960628,0.016510991149703624,0.0,0.01982147323428537,0.01288825736966259,0.013287953215252932,0.026702319683744168,0.0,0.008311050145719602,0.0,0.0,0.0031488324387441732,0.008443239567334579,0.01670318766209977,0.006206134880638602,0.0037259910023054173,0.010066730469777263,0.0,0.015871096321499613,0.0,0.0,0.0,0.0,0.0037752598844957574,0.01644747135355137,0.0,0.0,0.0,0.022484644254844827,0.0006713934453033103,8.266516563177487e-05,0.009992379895216973,0.0,0.0,0.0,0.010993905293203115,0.005954246655640511,0.0
