,CLEC9A+ DC,Inflammatory Monocyte,Mast Cell,Mature Macrophage,cDC1,cDC2,mo-DC,CD4 Helper T Cell,CD4 Tcm Cell,CD8 Effector Cell,CD8 Tcm Cell,Cycling T Cell,DP17 Cell,ILC3,Intraepithelial Lymphocyte,NK Cell,Tfh Cell,B Cell Memory,B Cell Naive,Cycling B Cell,Plasma Cell IgA,Plasma Cell IgG,Arterial Pericyte,Blood Endothelial Cell 1,Blood Endothelial Cell 2,Glial Cell,Inflammatory Fibroblast,Myofibroblast 1,Pericryptal Fibroblast RSPO3+,Pericyte,Post-capillary venules,Villus-associated Fibroblast WNT5B+,BEST4+,Enterocyte,Enteroendocrine,Goblet,M,TA,Tuft,rho_Spearman,rho_Pearson
CID007802-1,0.05614193423054104,0.056994649822381234,0.0005666665686542582,6.724575931566771e-05,0.05297323139572161,0.02496066906647335,0.00011507209812172312,0.007405801488531683,0.03514944728638454,0.056146991351930034,0.0599391046585682,0.053098550639199465,0.05405943373175411,0.02393525134679529,2.3158903198585303e-05,0.005159557096725097,0.059897179605393785,0.05969185774559485,0.04456102598967537,0.01512718458898771,0.00996797699903843,0.04087914366040068,0.002156778995653592,0.037324067825971974,0.012506520301264099,0.0015009921162921808,0.0002721729297503006,0.0014232368757176718,0.026252153909234698,0.022666989605367387,0.025360586016612764,0.0075424816676343785,0.00018809218439125127,0.0029484518727445085,0.0010352454372570487,0.004788707265585333,0.028512057683667404,0.05982166172565809,0.0488386695538106,0.6637410935273381,0.5429774088766552
CID007804-1,0.03820782822134642,0.048179326730706934,0.000836959035162342,0.0010481624062568594,0.06354047403359234,0.01665335381674517,3.295374399008777e-05,0.01721776289858646,0.056581663475156835,0.04589371137195582,0.060273573153167205,0.058598348650148936,0.053568489017698645,0.039405513218602,0.06088200462633148,0.05082830200504532,0.0013584145052098606,0.042095524790773074,0.03251181913815106,0.024676409782009398,0.010268374245719742,0.02487522868428219,0.0015273119986262903,0.00483883886181702,0.01090675673902581,0.002579163130682233,0.010537940998307023,0.002365836960895954,0.008090835321314766,2.256185278080459e-05,0.0001408878363962505,0.006585317757572056,0.0001979065776112575,0.06019935477997306,0.0019387295628069273,0.006187250320568743,0.047272825820762726,0.06333726191673349,0.02573702201348748,0.6415053712394543,0.48358361148385753
CID008392-1,0.024148070226341994,0.0761046130702965,0.00039269688129199245,0.000135688751718884,0.07087885654301534,0.0025897584816775027,0.00022336027168389538,0.0030835675632124595,0.0002614878248980774,0.02490641963790463,6.239333036647713e-05,0.032197291267354086,0.07424699356159215,0.06652979918728609,0.008148020260720359,0.0005813806932254393,0.049992280278485096,0.04058274779801583,0.0017314816727609745,0.00033591024424311084,0.03847551762463692,0.0001333695538695452,0.008649226564625958,0.03994330227861196,0.009083542645248502,0.0010829621623433692,0.01617564144216378,5.3762342366503404e-05,0.0025253793507833597,0.015738656518787784,0.00018345538073640037,0.012218680838077586,0.07734796670561092,0.0770112024145407,0.0009399769702204277,0.07544962359052283,0.07526702799139445,0.061278762003122565,0.011309126076246005,0.6124324773539432,0.3733154385025632
CID008394-1,0.031395751223772105,0.07105487943056175,0.0012094704011834639,0.002975842098571159,0.023296321072582508,0.07374348990915948,0.01504887423095929,0.07350108734603575,0.02483166723801948,0.042672301666473546,0.020595267007256883,0.07015577989920305,0.07209623155837414,0.010659410144436185,0.0029217349086734586,0.0013980238203551033,0.07077203701396442,0.07161778816525427,0.002327654707890211,0.01882727760265555,0.004953344982886432,0.0009424241514089808,0.007346658395306093,0.009592311081200264,0.026047751871693534,0.004081148295829334,0.006412254748632196,9.413409325191326e-05,0.01774006779883199,0.013482079205232377,0.006597890334259862,0.0011319497693686423,3.7873085433706416e-05,5.9539742396411294e-05,0.0033250403398738908,8.317597175978564e-05,0.07357540202662109,0.07182171339854194,0.05157435126208974,0.6832512502099486,0.5114573333496837
CID008396-1,0.04923518432238161,0.054843688541867525,2.5067568409160532e-05,0.004492460642194954,0.029892045635639387,0.0026340601415499433,0.0006709085353480431,0.03155143257356952,0.05270524721781919,0.039097359299086074,0.051531274338744375,0.008198377626403106,0.05587559529754972,0.029822809368453662,0.040189951242948586,0.008852864705819493,0.049895576224980136,0.05637926953915173,0.05578199223273193,7.813304890403958e-05,0.02415673372403771,0.038506845346487004,0.008707291902205278,0.04945216692958474,0.029789767918926808,0.0027565797152010784,0.00028791186494213193,0.00015480074850551155,0.0010422889208115166,0.015062876930452046,0.003275312220520015,0.01218179510985968,6.922839248043854e-05,0.05634307370864408,0.0003332360425285511,0.0002225776270183808,0.0558854071604551,0.04581893198278492,0.03419987565100281,0.6132817999990676,0.49051399808551
CID008398-1,0.03497967343131453,0.071001775452258,5.1590474475345575e-05,0.06737585987814879,0.056534763603283,0.0032470040050905885,0.0013339792933786386,0.07253705065933105,0.07032280100130585,0.07083406658986181,0.06767243272528768,0.017393992616342894,0.0007615603019601052,0.014793019031448215,0.0003937497836311444,0.002670875094512858,0.030174509153243392,0.009022061028831966,0.0001569302896136968,0.00019817371961044602,0.029282398213344853,0.0008841898180075775,0.03442798366370354,0.004353223641840399,8.164030638643788e-05,0.021043712165248876,0.00016107595360726365,0.000811952952344169,0.05610136698610448,0.008668534172568916,0.0012758680954238367,0.03444615980731033,0.0002717418685723648,0.07330301368030524,0.005807742921929641,0.001533155221943388,0.04736006820067531,0.06476794065583297,0.02396236354192061,0.5437229927657027,0.32593297572442204
CID008400-1,0.06538534088555828,0.0007206521152232013,0.0004717495490254343,0.00012916677204547264,0.07425119616009124,0.0113092427342243,0.0005633980870111371,0.06326305668121483,0.0032800769405382456,0.029260489678238452,0.07785458647221723,0.008167917334986508,0.057548379368169617,0.07128934196992895,0.0005067519536444946,0.002313543966414315,0.040902009900205934,0.039803502973028856,0.002323269443887993,5.001071860621487e-05,0.030498190969870834,0.016397455945439683,0.000589273275233786,0.02949059492623089,0.010459351828603802,0.01611304466522855,0.0004783201908145806,0.00024222216987010244,0.05895324701867875,0.025992960682090366,6.956642694343504e-05,0.020600835862367647,0.00017644973737139858,0.07694520342012645,1.9743113096338806e-05,4.424417919790692e-05,0.07794488320889893,0.04424174837589145,0.04134898029978468,0.6009795663446643,0.4991043628255758
CID008402-1,0.008777829122274622,0.00020776684871968984,0.00686009852368443,0.0002005446375252432,0.06699274616592345,0.00010253990421633077,0.0007283842228330751,0.012883329218563775,0.08742488074777277,0.08515930390689995,0.08724239762130642,0.06223838742730514,0.003354130902115126,0.04561289685924551,0.007970847306087568,0.0015315996999251183,0.0088808061833329,0.04478076021191294,0.0038045337691677604,0.015466767777777297,0.009968682069833649,0.0007279630767648142,0.004630859904347833,0.020795892516034937,0.012428251641746142,0.015239385177219462,0.0005069583600291818,0.00026282884772649485,0.002219355959610971,0.0004400140338799097,0.008577747075303146,0.029210401356998185,0.00021582447543335475,0.08719661459387688,0.0872376439031423,0.0037135172115073086,4.510802828694198e-05,0.08728929586594728,0.0790731048457219,0.5432571950662403,0.476088333441238
CID008404-1,0.05151152309369813,0.06342875990094247,2.5613129447099896e-07,0.00017717404284413687,0.05147213593046932,0.030880786548136255,9.704578666332148e-05,0.054081435968226454,0.06324632597995673,0.0032641100911458658,0.05052537408162607,0.037175224372594365,0.013866306851515771,0.06282814021650684,4.8457070474811364e-05,5.09796280036761e-05,0.023878377947223445,0.05673721550515308,0.0527289688600712,0.03201860667401385,0.01901388198036146,0.01125051112434663,0.0028957157551967746,0.018702352117870594,0.01151051747210965,0.010389274446958327,4.910146520702484e-06,7.345630321826871e-05,9.094599033479196e-06,0.006767221534312604,0.007319247059374563,0.0160562799500058,0.0009377295366686126,0.06343673515980787,0.025160210047007997,0.010305902120038946,0.056971702111806764,0.06325254138982062,0.027925512464979832,0.673704625264455,0.4638381642777323
CID008406-1,0.01730217170898181,3.266480261155546e-05,1.8052482744159103e-05,0.001269625743155195,0.027657644355371158,0.00015030897584355008,0.00026323245367192925,0.06190114860119474,0.06486088811391012,0.0649849395747079,0.06455606217422208,0.03829412220673731,0.04421410085522603,0.029215961719760323,0.06536006886860773,0.035654379427486976,0.005026337082142595,0.011652748270644348,0.0015000944609882996,0.010136116266869609,0.03043338293942313,0.01860728902948771,0.019903310972937894,0.055118515996543375,0.020540764139625828,0.05755552294150202,5.436416209141296e-05,1.7045521606927806e-05,0.0028457594981016535,0.0006919734386177496,7.45539971827048e-05,0.006575728540547808,0.003045809107645193,0.05036006612544698,0.005623410904881433,0.00019465817908447715,0.06251442491539831,0.06532424073094212,0.056468510714056,0.6384475832477261,0.4728374581005308
