,CLEC9A+ DC,Inflammatory Monocyte,Mast Cell,Mature Macrophage,cDC1,cDC2,mo-DC,CD4 Helper T Cell,CD4 Tcm Cell,CD8 Effector Cell,CD8 Tcm Cell,Cycling T Cell,DP17 Cell,ILC3,Intraepithelial Lymphocyte,NK Cell,Tfh Cell,B Cell Memory,B Cell Naive,Cycling B Cell,Plasma Cell IgA,Plasma Cell IgG,Arterial Pericyte,Blood Endothelial Cell 1,Blood Endothelial Cell 2,Glial Cell,Inflammatory Fibroblast,Myofibroblast 1,Pericryptal Fibroblast RSPO3+,Pericyte,Post-capillary venules,Villus-associated Fibroblast WNT5B+,BEST4+,Enterocyte,Enteroendocrine,Goblet,M,TA,Tuft,rho_Spearman,rho_Pearson
CID006468-1,0.06280572233395959,3.6001427899507505e-07,1.773089563686206e-05,0.014873032918002915,0.011421094404142861,0.0007409098731735095,0.00253940848622113,0.00017036619940267298,0.10234565507031837,0.0007630310251075135,0.09997110313729529,0.04830543887671593,0.00011693898605132654,0.019944180334932875,3.0459740776931208e-05,0.0024070336104788526,0.05885272760179593,0.10133986410711558,0.10081788452203966,0.017806352635278185,0.0012218455558903939,0.022444478717999407,0.008827636045655307,0.03772218746148624,0.00041131595149803904,3.594823229839035e-05,0.00016907673308766711,0.00018336462614780227,0.008848967980549518,0.002299513831812187,0.0006507648922301774,0.011338709428453372,6.66372939700125e-05,0.047601228209131874,1.8620307733930848e-05,1.81784739796891e-05,0.1008591963782397,0.09569615402468869,0.016316881082422754,0.6968121383301185,0.39001146778098583
CID006469-1,0.025196680796282876,7.77550200198866e-05,0.004536071752617079,0.0036460678010561357,0.03564226656420719,0.0011301676894953127,0.0009607797594513479,0.03771158402007531,0.027349236282696848,0.00046094917187255503,0.05173668244251817,0.08108809269837372,0.07531376552934788,0.024082799112868408,0.07047508851662389,1.9755315736044026e-05,0.05448141453537939,0.0071554685661590735,5.42883855113346e-05,0.050652773229141926,0.04138063853454732,0.009636208507554388,0.0009867497671607825,0.007435767615282466,0.0004571452354445647,0.019596768092934296,0.00020222041634671158,0.00018993519098251126,2.03821193910422e-05,0.003655805327739369,0.00782484365495928,0.008605559678955125,0.0011748963866662293,0.001996565013609579,0.009581796592728115,0.08699051054142642,0.07559739347815979,0.08539952570289838,0.08749560095377906,0.726355823852142,0.504647785307482
CID006478-1,0.05843334497818651,0.002802032243782369,0.0002643658189802381,0.005250111698668456,0.041638823005164874,0.0005245788897609153,0.003518558323312642,0.04893224593633573,0.018347649274164057,0.0027614289954944306,0.03915372420021291,0.04292225294528766,0.0479175256134365,0.05546741519828334,0.06207612669452422,0.001128138457797924,0.05607520057062355,0.05403557818754346,0.034085993107506964,0.017262818560990417,0.011460826055039746,0.019458337356385205,0.04337555348902952,0.06049521845900468,0.0005700169576964097,0.011398191113090386,8.829226384716425e-05,4.114219465758425e-06,0.004691416938478581,0.05746044212368329,0.00864005311298128,0.022894737710556026,0.0005935862980115391,0.000314356947337208,3.3198117796343924e-05,0.00021396676983814725,0.05652865417708873,0.059586214731632774,0.049594910458979825,0.6626422343726911,0.48131085036601284
CID006480-1,0.041202008103368215,0.00019913187719168367,1.0420807579742987e-06,0.009601974187528525,0.044469089864699794,0.011594645162168389,0.0023355884127810645,0.042948538370610655,0.04866577164547876,0.05252055285658798,0.02371746933778645,0.041670560633312356,0.052533476409241726,0.033622087226387126,0.05231014365453519,0.05223410704844859,0.04075087956374382,0.039024600311636376,0.050767716283156836,0.010180197702672228,0.0006820720050170762,3.645405955749643e-05,0.017230478032419765,0.05163380637949664,0.007089570684245357,0.044627964205623115,0.00040923030938365326,9.481204568727658e-06,0.0002829517009705928,0.008758860749707088,0.03706495690203702,0.0015816140736156302,0.0005806240894591638,0.0011396944734800448,0.04503681179034573,0.0003322127027342227,0.05248551885187746,0.05258130307829801,0.028086813975069114,0.6921408358688831,0.4561220862754679
CID006484-1,0.05807593909887757,8.952627603392345e-06,0.0035587305824408564,7.376794281456423e-06,0.029249175909587644,4.6008262060326405e-05,1.0717478951484863e-05,0.0017193472407791726,0.07136036879123217,0.03684918812923148,0.07165778103889921,0.03266012403122191,0.0004948553365619325,0.028124350271485184,0.0024361844616075778,0.008206545420230332,0.06205102721961349,0.04423540471021187,0.06608175228156693,0.01683972623471282,0.04536570211620167,0.0028289742710600895,0.02023742779528973,0.059456450536057866,0.0103882928083419,0.0621450527689946,2.4885673565914348e-05,2.382358314946208e-06,1.1987607772532043e-05,0.00681470195464367,0.00025927016653442647,0.002731428584446683,0.0032536786346041564,0.04643235747883847,0.0007317656669401503,0.0046968647886160885,0.06865075762693257,0.07087092116196907,0.06142354207971852,0.7525142015569115,0.5110370242293634
CID006486-1,0.055099062945425575,0.0007021062848985907,0.0017192596971138346,0.0025706174572091138,0.033280133671583154,0.02023804390379907,0.0014198963445390125,0.05086309163726084,0.044960450349623426,0.05869946304897703,0.05270307862940259,0.029473279059487403,0.05625247227755716,0.05766570389259823,0.05749344911285775,0.05284354393405335,0.017999611311065377,0.056815302948973016,0.008678659443989873,0.00529626072862682,0.010368389262512292,0.020411362983540324,0.013848994564329167,0.01606731400603647,0.00980656212973601,0.04009848631115048,0.00032600978670293857,8.712898840803962e-05,0.0015047267111398942,0.004922523170521088,0.0336841930056488,0.006728274543174414,0.00035099897728905376,5.6231414689266674e-05,0.0258169554886006,6.548755280994427e-05,0.057406733491327265,0.053939445799487694,0.03973669513385522,0.6969381812130793,0.4786806103979695
CID006493-1,0.051599563921132935,3.6583315850042374e-05,6.8565451396793355e-06,0.051719926465691436,0.04071577680974843,0.00024258886561174582,0.0016868945083823614,0.05586999400242675,0.05395360165104735,5.9655596740047015e-05,0.05712303223983432,0.02906559521360694,0.03425119374839733,0.05513547318629436,0.055616702892564415,0.006559595991181457,0.044115035006105606,0.052584843869234225,0.056988855772987984,0.014146021125381254,0.004127209078049419,7.206304180009117e-05,0.04495562463380212,0.008862479601047975,0.006784015739564197,0.01338774751321578,3.790378529283641e-05,4.883692246673925e-05,0.01990286085573846,0.024371111737909318,0.010385721273595896,0.05369758278050471,0.0007811681878489735,8.674123620076681e-06,0.008573586663213815,0.002379869303516359,0.050677871833033995,0.05323769176500703,0.03623019043341363,0.6469451736293407,0.44564275362077366
CID006494-1,0.06283876284543843,2.1044331680241324e-05,0.0017275829913675547,0.001977296362165109,0.03313268617858965,0.00021142789626407392,0.00028642942739621173,0.0064839451637891295,0.07576962336514612,0.0003466828164563611,0.07676576546457706,0.024753042340140523,0.0004653557904430533,0.06575619731840238,0.07593270679426176,0.00235824355659312,0.04871164946781536,0.04634426900151704,0.0768909094368851,0.012124003180287566,0.007422177221469273,0.00022905049851957063,0.07360419004657737,0.012185138302771615,0.0002195511306449827,0.0439273890938058,0.000332889117266864,0.0002523986938825333,0.03491135325807769,0.011167302421202398,0.0010987172316664518,0.017223598247445463,3.27647422690723e-05,0.00012226022249006824,0.00010658388321207164,0.0005088829913367668,0.07704175969077495,0.07316592088130563,0.03355044859606554,0.6852342249150288,0.43830598749789307
CID006494-2,0.09326158172708719,0.0007321654082425811,0.001027225974357697,0.007055109197685266,0.01995720609994743,0.0014389426187143243,0.007332280908121976,0.00017310851514828432,0.08558101325866115,1.3036881875924504e-05,0.05389014667731412,0.053681088239372586,0.00042815467296508343,0.042744083188337514,0.021493811837906367,2.3932578232732025e-05,0.051264314248194415,0.0030306502236816233,0.09986316419160196,0.05345045073038204,0.006496069608660193,0.00027299077681258596,0.09660131110844747,0.0003924115512454889,0.0009557349995031756,0.028702767920696006,0.005114969033879874,0.0009699003770363465,0.002032889450825922,0.006226355198110017,0.01690519502643116,0.009442902225824319,0.00010532127145187499,8.172961756777345e-05,0.008384096664353368,0.0018752675050199717,0.08481714283377557,0.09877827910276121,0.035403198549767256,0.6718887832013285,0.4460655171752457
CID006515-1,0.05390054267472059,8.560355454340408e-05,2.4194974661040565e-05,0.004585264129312678,0.027191549882723168,0.0032020088479303745,0.001104650773954738,0.06434535641851266,0.0012770534769384375,0.06602390568381303,0.05132750323129193,0.049926398519689545,0.027951566288724587,0.03748328054627945,0.03927177181991164,0.03246040128217187,0.06059420950336973,0.048027575572870296,0.06617064091235027,0.013005532183128572,0.0003897672474339024,1.835434307906225e-05,0.020820939347272915,0.06579158706811945,0.010676415843270963,0.0031238023504184037,2.384845686038636e-05,6.269211821186211e-05,8.451135666044314e-06,0.014637564948288053,0.020805167010599646,0.003094464621008719,0.0005220970798368976,0.024887587781889212,0.002185185044781002,0.040866982668342586,0.06589994830128046,0.06521935569503481,0.01300677866170749,0.6662664142722156,0.3971496176714753
CID006527-1,0.00019489084506825016,0.00011441612740666818,5.778705740467594e-05,0.06650908325571105,0.023169084451615477,0.026170389019427694,0.004563101856212667,0.040571163260091365,0.09757253430974373,1.3846780340252276e-05,0.09660587893323169,0.004855614121106348,0.001030341332559874,0.0629290286747188,0.009808983625244641,0.00207103024650645,0.03129508006402464,4.590815614974405e-05,0.010448432331383078,3.4301811995887164e-05,0.0016368071908074776,9.104931983603393e-06,0.08627693946225179,0.0006017614976026666,0.00027832960642039845,0.04940070933042584,0.021650928506484507,0.005287037551686484,0.08573279669089684,0.0995879073447212,0.015056667415417719,0.006577880105135509,4.4869313828364426e-05,2.0947308302576588e-05,0.0003652305228468547,0.0003449169111782347,0.10053720032663536,0.010747440163281519,0.037781629560150055,0.6365707942883159,0.3157936659174134
CID006542-1,0.05872476253109745,7.949046603047936e-05,3.0142546255106724e-05,0.01450930659800863,0.007983929101265186,4.845769925932167e-06,0.00092211182531687,0.06874589999922437,0.05695460019841864,2.8362994188587643e-05,0.06911987575694892,0.018287747310297062,0.06933097512072299,0.06890954391234548,0.06905162187400742,1.796835510811315e-05,0.06070360397446082,0.06965860263698685,0.06965658989827372,0.005065967892879545,0.013678303290374356,0.004850734800904465,6.132905492870446e-05,0.03754048562233657,0.005988879134192038,0.018210928191660453,3.900695627342782e-05,2.0417209455631436e-05,0.011594724371764092,0.00022545978330286957,0.011801587002226055,0.004406157182453407,5.6116936951929395e-05,0.0007404058029939469,0.0009212636192313163,0.004042991205053561,0.06714119243255087,0.06794243018942318,0.04295163845216079,0.6897301159126115,0.4770044013099597
