sample,Arterial Pericyte,Blood Endothelial Cell,CD209+ moDC,CD4 SELL naive,CD4 TRM,CD4 Tfh,CD4 Tfr,CD4 Th1,CD4 Th17,CD4 Tph,CD4 Treg,CD8 Effector,CD8 IEL,CD8 SELL Naive,CD83+ CLEC9A+ DC,CD83- CLEC9A+ DC,CLEC10A+ DC,Enterocyte,Enteroendocrine Cell,Epithelial M Cell,Epithelial Progenitor Cell,Epithelial Stem Cell,Fibroblast,GC-like B cell,Glial Cell,Goblet Cell,IL7R+ Activated DC,ILC3,Inflammatory Fibroblast,LTB+ DC,Lymphatic Endothelial Cell,MAIT,Mast Cell,Memory B cell,Monocyte Inflammatory,Myofibroblast,NK,Naive B cell,Pericyte,Plasma Cell,Plasmablast,Post-capillary venules,Proliferating Stromal Cell,Proliferating T cells,Proliferating myeloid,Resident Macrophage,Smooth Muscle Cell,Tuft Cell,gd T cell 1,gd T cell 2
CID005422-1,0.0106712564543889,0.0574870912220309,0.0096385542168674,0.0795180722891566,0.0499139414802065,0.0134251290877796,0.0,0.0003442340791738,0.0079173838209982,0.0013769363166953,0.016867469879518,0.0082616179001721,0.0068846815834767,0.0151462994836488,0.0003442340791738,0.0006884681583476,0.0154905335628227,0.0660929432013769,0.0079173838209982,0.0013769363166953,0.191394148020654,0.0,0.0895008605851979,0.0,0.0189328743545611,0.0344234079173838,0.0006884681583476,0.0165232358003442,0.0017211703958691,0.0,0.0013769363166953,0.0,0.0010327022375215,0.0406196213425129,0.0137693631669535,0.0051635111876075,0.0027538726333907,0.0922547332185886,0.0179001721170395,0.0406196213425129,0.0079173838209982,0.0271944922547332,0.0,0.0030981067125645,0.0,0.0,0.0030981067125645,0.0003442340791738,0.0203098106712564,0.0
CID005424-1,0.0026752273943285,0.0187265917602996,0.0074906367041198,0.0363830925628678,0.1070090957731407,0.0315676832530765,0.0,0.0005350454788657,0.0,0.0005350454788657,0.0117710005350454,0.0219368646334938,0.0128410914927768,0.0058855002675227,0.0,0.0005350454788657,0.0016051364365971,0.0572498662386302,0.005350454788657,0.0021401819154628,0.3857677902621723,0.0,0.088282504012841,0.0026752273943285,0.005350454788657,0.0214018191546281,0.0010700909577314,0.0048154093097913,0.0,0.0,0.0,0.0010700909577314,0.0,0.0406634563937934,0.0149812734082397,0.0016051364365971,0.0048154093097913,0.0267522739432851,0.0037453183520599,0.0358480470840021,0.0021401819154628,0.0032102728731942,0.0,0.0123060460139111,0.0005350454788657,0.0,0.0,0.0026752273943285,0.0160513643659711,0.0
CID005425-1,0.0086848635235732,0.0416873449131513,0.0071960297766749,0.0017369727047146,0.0315136476426799,0.0052109181141439,0.0,0.0024813895781637,0.0034739454094292,0.0024813895781637,0.0468982630272952,0.0109181141439205,0.0014888337468982,0.0009925558312655,0.0007444168734491,0.0007444168734491,0.009925558312655,0.0913151364764268,0.0,0.0,0.0205955334987593,0.0,0.0042183622828784,0.0002481389578163,0.0064516129032258,0.0007444168734491,0.0009925558312655,0.0002481389578163,0.0044665012406947,0.0,0.0,0.0002481389578163,0.0146401985111662,0.0136476426799007,0.0367245657568238,0.0002481389578163,0.0069478908188585,0.0193548387096774,0.0141439205955334,0.5357320099255584,0.0027295285359801,0.0364764267990074,0.0024813895781637,0.0034739454094292,0.001985111662531,0.0029776674937965,0.0002481389578163,0.0,0.0024813895781637,0.0
CID005614-1,0.0105948236718631,0.0195247464810049,0.008778568185258,0.1263811109429393,0.039654911457545,0.0444982594218253,0.0,0.0,0.0037838655970939,0.0001513546238837,0.0408657484486151,0.0198274557287725,0.0052974118359315,0.0263357045557741,0.0016649008627213,0.0009081277433025,0.0046919933403965,0.0161949447555622,0.0028757378537914,0.0071136673225367,0.1395489632208263,0.0022703193582563,0.1363705161192674,0.0021189647343726,0.0234599667019827,0.0074163765703042,0.0004540638716512,0.0068109580747691,0.0018162554866051,0.0,0.0001513546238837,0.00121083699107,0.0015135462388375,0.0588769486907825,0.0051460572120478,0.0137732707734221,0.0060541849553503,0.094445285303466,0.0036325109732102,0.0740124110791584,0.0027243832299076,0.0060541849553503,0.0001513546238837,0.0086272135613743,0.00121083699107,0.0034811563493264,0.0001513546238837,0.0030270924776751,0.016346299379446,0.0
CID005616-1,0.0125494241017706,0.0197696407082688,0.0080797662025098,0.0042977479800584,0.0947223654804882,0.0055011174144748,0.0,0.0055011174144748,0.0013752793536187,0.000515729757607,0.0128932439401753,0.0134089736977823,0.0206291903042805,0.0008595495960116,0.0017190991920233,0.0003438198384046,0.0082516761217122,0.0988482035413443,0.0055011174144748,0.001547189272821,0.1670964414646725,0.0001719099192023,0.0837201306515385,0.0006876396768093,0.040226921093347,0.0051572975760701,0.0003438198384046,0.0053292074952724,0.0,0.0,0.0,0.0,0.0001719099192023,0.0228640192539109,0.0063606670104865,0.0130651538593776,0.0061887570912841,0.0097988653945332,0.0149561629706034,0.2582086986419116,0.0060168471720818,0.0056730273336771,0.0003438198384046,0.0008595495960116,0.000515729757607,0.0001719099192023,0.0001719099192023,0.0027505587072374,0.0319752449716348,0.0008595495960116
CID005618-1,0.0131362889983579,0.016967706622879,0.0091224229155263,0.0286444079547527,0.0386790731618317,0.010034665207079,0.0,0.0007297938332421,0.0049261083743842,0.0014595876664842,0.0176975004561211,0.0173326035395,0.0113118044152526,0.0124064951651158,0.0014595876664842,0.0018244845831052,0.0071154898741105,0.0010946907498631,0.0005473453749315,0.0001824484583105,0.0191570881226053,0.0005473453749315,0.2127349023900748,0.0014595876664842,0.0167852581645685,0.0047436599160737,0.0020069330414158,0.0052910052910052,0.0009122422915526,0.000364896916621,0.0001824484583105,0.0007297938332421,0.0047436599160737,0.037401933953658,0.0147783251231527,0.0576537128261266,0.0176975004561211,0.1227878124429848,0.0083926290822842,0.1384783798576902,0.0111293559569421,0.0085750775405947,0.0007297938332421,0.0054734537493158,0.0010946907498631,0.0045612114577631,0.000364896916621,0.0012771392081736,0.1034482758620689,0.0018244845831052
CID005620-1,0.0084022581068662,0.0332151765787055,0.00603912301431,0.0473939871340422,0.0569778127871865,0.0211369305500853,0.0,0.0101089667848234,0.0128659577261389,0.0034134173559144,0.0535643954312721,0.0319023237495076,0.0157542339503741,0.0119469607457004,0.0014441381121176,0.0018379939608769,0.0061704082972298,0.0077458316922672,0.0032821320729946,0.001181567546278,0.0760141788105553,0.0026257056583956,0.0695811999474858,0.0018379939608769,0.0257319154522778,0.0114218196140212,0.003019561507155,0.0061704082972298,0.001181567546278,0.0003938558487593,0.0,0.0001312852829197,0.0007877116975187,0.0492319810949192,0.0294079033740317,0.006695549428909,0.0231062097938821,0.0941315478534856,0.0082709728239464,0.1357489825390573,0.0277011946960745,0.0149665222528554,0.0017067086779572,0.0270447682814756,0.0010502822633582,0.0059078377313903,0.0001312852829197,0.0040698437705133,0.0370224497833792,0.0005251411316791
CID005844-1,0.0172011042684221,0.0528774686770014,0.004884264174984,0.0002123593119558,0.0195370566999362,0.0125291994053939,0.0,0.0002123593119558,0.003610108303249,0.0010617965597791,0.0566999362922064,0.0025483117434699,0.0,0.0,0.0002123593119558,0.0002123593119558,0.0012741558717349,0.0205988532597154,0.0002123593119558,0.0,0.0363134423444468,0.0023359524315141,0.4119770651943087,0.0008494372478233,0.0327033340411977,0.0025483117434699,0.0004247186239116,0.0025483117434699,0.0490550010617965,0.0,0.0,0.0,0.0108303249097472,0.0380123168400934,0.0176258228923338,0.0265449139944786,0.0019112338076024,0.0093438097260564,0.0373752389042259,0.1008706731790189,0.0006370779358674,0.0095561690380123,0.0012741558717349,0.0019112338076024,0.0008494372478233,0.0031853896793374,0.0057337014228073,0.0008494372478233,0.0008494372478233,0.0
CID005845-1,0.0,0.0,0.0,0.0080862533692722,0.1516172506738544,0.0006738544474393,0.0,0.0,0.0350404312668463,0.0033692722371967,0.0512129380053908,0.1502695417789757,0.0491913746630727,0.0,0.0,0.0,0.0006738544474393,0.0195417789757412,0.0067385444743935,0.0,0.1805929919137466,0.0006738544474393,0.0026954177897574,0.0336927223719676,0.0107816711590296,0.0397574123989218,0.0006738544474393,0.0013477088948787,0.0,0.0,0.0,0.0,0.0,0.0640161725067385,0.0006738544474393,0.0,0.0060646900269541,0.034366576819407,0.0013477088948787,0.0269541778975741,0.0033692722371967,0.0,0.0,0.0788409703504043,0.0,0.0,0.0006738544474393,0.0289757412398921,0.0,0.0080862533692722
CID005860-1,0.0074061012167166,0.0174572385822606,0.0038793863516134,0.0061717510139305,0.076000705342973,0.0035267148651031,0.0,0.0001763357432551,0.0007053429730206,0.0003526714865103,0.0074061012167166,0.0091694586492682,0.0091694586492682,0.0040557220948686,0.0008816787162757,0.0003526714865103,0.0049374008111444,0.0114618233115852,0.0007053429730206,0.0005290072297654,0.0192205960148122,0.0001763357432551,0.3591959090107565,0.0,0.0578381237876917,0.0010580144595309,0.0005290072297654,0.0084641156762475,0.0001763357432551,0.0,0.0005290072297654,0.0014106859460412,0.0,0.0176335743255157,0.002292364662317,0.0275083759478046,0.0049374008111444,0.0088167871627578,0.0052900722976547,0.3055898430611885,0.0001763357432551,0.0051137365543995,0.0,0.0028213718920825,0.0005290072297654,0.0021160289190618,0.0001763357432551,0.0012343502027861,0.0026450361488273,0.0001763357432551
