,A2M,ABCB4,ACRBP,ADCYAP1,AFF3,ANLN,ANXA3,AOC1,APOBEC3A,APOE,ASPM,AURKB,BCL11A,BEND5,BIRC5,C1QA,C1QB,C1QC,C1orf54,C2orf88,CADPS,CCDC122,CCL17,CCL18,CCL19,CCL22,CCL26,CCL3,CCNB1,CCNB2,CCR7,CD163L1,CD1C,CD1E,CD2,CD209,CD300E,CD74,CDA,CDC20,CDCA3,CDCA7,CDH1,CDH17,CDK1,CENPA,CEP55,CES1,CH25H,CITED4,CKB,CLDN5,CLEC10A,CLEC9A,CMA1,COL4A4,CPA3,CPVL,CSF3,CSTA,CTSG,CXCL11,CXCL12,CYP26B1,CYYR1,DEPDC1,DLGAP5,DRD4,DUSP4,EBF4,EGR4,EHF,ENHO,ESAM,FAM111B,FAM3B,FBLN2,FCER1A,FCN1,FGFBP2,FSCN1,GATA2,GNG11,GPNMB,GPRC5B,GRIP1,GTSE1,GZMB,HDC,HLA-DPA1,HLA-DPB1,HLA-DQB1,HLA-DRA,HMMR,HPGD,HPGDS,HRH1,IDO1,IGF1,IL13,IL1RL1,IL5,IL5RA,INSM1,IRF4,JAM3,KIF16B,KIT,KRT1,LAMP3,LDLRAD2,LGALS2,LGMN,LILRB5,LIN7A,LPIN3,MAP3K7CL,MGST1,MKI67,MMP10,MMP12,MMP9,MYBL2,MYCT1,MYLK,NCCRP1,NOTCH3,NPTX2,NRXN2,PDZK1IP1,PKIB,PLA2G2D,PLD4,PLEKHG1,PMEPA1,PNMA1,PPP1R14A,PTGDS,PTPRS,RAB42,RBP1,RBP7,RGCC,RND1,RRM2,S100A12,S100A8,S100A9,S100B,SCAMP5,SCN7A,SCT,SELP,SERPINA1,SERPINF2,SH3BP4,SLC11A1,SLC18A2,SLC40A1,SNCG,SPIB,STEAP4,SYNPO,SYNPO2,TCF4,TCL1A,TFPI2,TK1,TNF,TNFAIP6,TNFRSF11B,TOP2A,TPM2,TPSAB1,TPSG1,TRABD2B,TRAF4,TUBB2B,TYMS,UBE2C,VCAM1,VCAN,WASF3,WNT5A,ABCG2,ACTG2,ADAM12,ADAMTS1,AIF1,AKR1C3,ANXA1,AQP8,B3GALT5,B3GNT7,BAALC,BATF,BCAS1,BMX,C2CD4B,C2orf40,CA1,CA4,CCL20,CCL21,CCL4,CCL5,CD248,CHGB,CHIT1,CLCA4,CLEC7A,CMC1,COL5A1,COL6A3,CPE,CRTAM,CSF2,CTLA4,CTSL,CTTNBP2NL,CXCL13,CXCL2,DAB2IP,DKK3,DLX2,ENC1,ETV1,ETV7,FABP1,FCER1G,FCGR3A,FCRL4,FDCSP,FLT1,G0S2,GEM,GNLY,GREM2,GUCA2A,GUCA2B,GZMA,GZMH,GZMK,HAS1,HEY1,HLA-DQA2,HLA-DQB2,HLA-DRB1,HLA-DRB5,HOXA5,ICA1L,IFNG,IGFBP3,IGFBP4,IGHD,IL10,IL17A,IL17RE,IL1R1,IL22,IL2RA,ITGAM,ITGAX,KLF2,KLRB1,KLRC1,KLRC2,KLRD1,KRT7,KRT81,KRT86,LAG3,LDB2,LMCD1,LRG1,LST1,LYPD8,MCTP1,ME1,MEOX1,METRNL,MIR155HG,MMP25,MS4A12,MYRFL,NKG7,NMB,NMU,NPW,NRN1,NRP2,NTRK2,OASL,PASK,PBK,PCDH9,PCSK1N,PEG10,PMCH,PNPLA7,PPP1R26-AS1,PRAP1,PRSS23,PTGS2,PTHLH,PXDN,REG1B,RRAD,SEMA3G,SIPA1L2,SLC16A10,SLC26A3,SLC51B,SMCO4,SOX4,SOX5,SOX8,SPON2,ST8SIA1,STARD13,SULT1B1,TBX2,TGM2,TNC,TNFRSF4,TPST1,TRDC,TRGC1,TRGC2,TSHZ2,TWIST1,TXNRD3,TYROBP,UBE2E2,VPREB3,WWTR1,XCL1,XCL2,ZBED2,ZNF385D,AC084809.2,AICDA,ALPL,BTNL9,CABYR,CCL25,CCNA2,CD52,CTSW,CXCR4,CYP39A1,DNAAF1,DNER,GJB2,GPR183,HMOX1,HRASLS2,IGHA1,IGHA2,IGHG1,IGHG2,IGHG3,IGKV1D-17,IGLL1,IGLV3-27,LAIR1,LINC01013,LTB,MMRN1,MNDA,NEK2,NUF2,PI16,PLAC8,PLK1,PRDM1,PRDM8,RASD1,RGS13,S1PR1,SLC38A11,SOHLH2,TFEC,TPX2,ABCA8,ACTA2,ADAMDEC1,ADH1B,AMIGO2,ANGPT2,ANO1,APOLD1,ARTN,CA12,CACNA1A,CBLN2,CCDC141,CCL13,CCL14,CCL23,CCL8,CD320,CD36,CDH19,CENPF,CFD,CHI3L1,CHI3L2,CLIC5,CNN1,COL28A1,COL9A3,COX4I2,CP,CXCL14,CXCL5,DES,DIO2,EDNRA,EREG,FCN3,FMO1,GFRA3,GIMAP7,GJA4,GJA5,GPM6B,GPR17,HAPLN1,HES5,HHIP,HIGD1B,HIST1H1B,HOPX,HSD17B6,IL11,IL19,IL33,INHBB,KCNJ8,KDR,KLK10,LMOD1,LPL,MADCAM1,MAL,MFAP5,MIA,MPZ,MSX1,MYH11,MYOCD,MYOM1,MYOT,NDUFA4L2,NOTCH4,NOTUM,NRXN1,NSG1,OR51E1,PAPPA2,PCSK2,PDGFRB,PDLIM3,PI15,PLA1A,PLN,PLP1,PLVAP,PODXL,PRND,PTGES3L,PTPRN,RAB3C,RAMP2,RBP4,RGS5,RTN4RL2,S100A1,SCARA5,SELE,SLC14A1,SLC7A2,SMOC2,SORL1,SOSTDC1,SOX18,SOX7,SSUH2,STC1,TAGLN,THBS2,THSD7A,TIFAB,TLL1,TM4SF18,TMEM88,TNNC1,TTR,VSTM2A,WISP2,WNT2,XK,XKR4,ACSM2A,APOA1,ASCL2,AZGP1,BEST2,BEST4,C11orf86,CACNA2D1,CALY,CAV1,CCDC80,CD5,CEACAM7,CERS4,CFP,CHGA,CHRNA3,CLCA1,CMYA5,COL11A2,COLEC11,CSRP2,ENPP6,FAM13C,FCGBP,FCGR2A,FEV,FOXQ1,FRZB,FXYD1,GAS7,HCK,ICAM2,IL1B,ITLN1,KCNMA1,KLK1,KLK12,LGI4,LGR5,LINC00261,LRMP,MAFB,MUC2,MUC5AC,NDC80,NPPC,NUSAP1,PALMD,PIK3R5,PLAU,PLCG2,PSTPIP2,RAP1GAP,REG3A,REP15,RETNLB,RGMB,RGS4,RTN1,SCG2,SCG3,SCGN,SH2D6,SLCO2A1,SLITRK6,SPINK4,TAS1R3,TFF3,TMIGD1,TNFAIP2,TNS1,TPH1,TRPA1
CD209+ moDC,0.3152808928879134,0.0036928043496506,0.0032885063056733,0.0004055403035676,0.0029490598802044,0.0004920746000856,0.0005829733337886,0.0046359961013685,0.0017499124204419,0.8238979364111304,0.0008675053289323,0.0018180062486278,0.0085269491916511,0.0003762818445578,0.0019010251284983,1.6393340336380764,1.5079662568563614,1.2055413514634803,0.2107985305568203,0.0010947105700772,0.0004192779791562,0.0015742133533238,0.0021012004251189,0.14785296635549,0.0089091239760533,0.0012081834665759,0.003300475449244,1.096608830757039,0.0029017704021975,0.0013526636554093,0.0077672615543862,0.1285136636915089,0.0155821986217994,0.0138572567071724,0.0052651216254477,0.2094037224321807,0.0120209125502679,2.5850216962557595,0.0032526907246862,0.0016717053886987,0.0005841560027536,0.0017503587920155,0.001392009966085,0.0034248521573244,0.0060937466868991,0.0017517785733392,0.0014617629242877,0.0013258868140498,0.0059546278042744,0.0011218747367239,0.0116406016534229,0.0031597712752789,0.2440065456287925,0.0200824890746919,0.0004765228164093,0.000126404456684,0.0044735500092533,0.2847520235201738,2.047079360287065e-05,0.1063199026436155,0.0013996105928282,0.0040134137852638,0.0860760208831308,0.0029071554296973,0.0003063592236985,0.0003849223880699,0.0003891584376158,0.0003869376009218,0.053564116312348,0.0001818684635303,0.0084183925311734,0.0060827258501521,0.0028606006750426,0.0010374123305507,0.0011152901976542,0.0029569264151331,0.0010340220495273,0.0629151053499462,0.0096009327719931,0.0,0.0182339294298481,0.001079519168838,0.0090184190523004,0.3872745426489166,0.0025748644075376,0.0087900879971012,0.0006646735425927,0.0035403863256886,0.0008745575891727,1.681365650834633,1.891301463723817,0.7241490652918614,2.630216915406965,0.0013279150277105,0.0022994828614211,0.0052778681722277,0.0265205051636822,0.0088838181999126,0.2581841345560294,0.0,0.0002882264722733,0.0,0.0002290910864507,0.0002791818464356,0.0152916641392987,0.0004477307244907,0.0123323163599193,0.001347258077901,0.0007132528431456,0.0083972625632603,5.209991646035752e-05,0.1277561030572276,0.5829345412511748,0.0728387391161344,0.0001576460671678,0.0019552677825321,0.002978336989837,0.0075416659277397,0.0017670114274972,0.0203737049933272,0.3033315212669587,0.1533705044045653,0.0015406590506198,0.0005876434420165,0.0037992994723778,0.0,0.0007001996255952,0.0014880577335798,2.3983237172856194e-05,0.0013115659178216,0.0278319618317822,0.0085498065035814,0.030667004238088,0.0006330530987044,0.0073651335161791,0.0104896680560942,0.0111807097564602,0.0220263602147775,0.0023822625917705,0.0349636801063836,0.0420976722559316,0.0074653455056008,0.2201769736346728,0.006368401455757,0.0023545253013453,0.0022680840771398,0.0205724066930206,0.1820133572665246,0.0601956413252931,0.0087518007454626,0.0002563385509946,0.0005564842495923,0.0003482850919659,0.0590924515072019,0.0043067164021035,0.0011543439681379,0.0076468034108142,0.0013574998445814,0.7295989951381328,0.0005337961043223,0.005155406604177,0.0011649524922103,0.0013227281401157,0.0013104948741397,0.0851169568727016,0.0011547412926342,0.0005090209852943,0.0046331192935531,0.090169196862359,0.0057894494186322,0.0004075348967975,0.0022156080774926,0.0121610703218951,0.0106102900665138,0.0004415055961693,1.3522997154312074e-05,0.0074853199257839,0.000181466152482,0.0038909412342296,0.00233813334385,0.0109462384932185,0.0087057770617342,0.000217212177958,0.0012170484465011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD83+ CLEC9A+ DC,0.0122208458668476,0.0056770494499722,0.00606446527146,0.0001862617441125,0.0233493506827869,0.0027911398136937,0.0002765570943419,0.0009610590983081,0.0125969521902702,0.0165668846868179,0.0067210247387757,0.0085466320812702,0.0615163907569807,0.0244527161483829,0.0170822536462062,0.0139972821039122,0.0219252793128426,0.0100207892946294,0.728303766943313,0.0015850440553716,0.0,0.0154422858921257,0.0011664913634996,0.0004717201679139,0.002232533733587,0.006804278960099,0.0,0.0893248296227004,0.0097632584700713,0.0101968732758148,0.0245608043992841,0.0008861718709404,0.0030226641410105,0.0011222090914442,0.0044428478221635,0.0,0.0004643487124829,3.409960515048053,0.000738577826603,0.0078864241935111,0.003048408462389,0.0117079908098723,0.0044679195131804,0.0321576279119865,0.0129648601767179,0.003854563856447,0.0074177607249569,0.0003298102681701,0.0001232414712777,0.004362440866393,0.0611502386830948,0.001343728690534,0.0045927570961617,0.6197498667642877,0.0,0.0089862313745795,0.0015393305630297,1.3390187503196098,9.356020270167172e-05,0.0108736160316982,0.0005621921532862,0.0007059981130264,0.0008913586993475,0.0003775423281901,0.016841997206211,0.0036049015618659,0.0028566345934932,0.0008476546728933,0.3036320780660655,0.0098846216137344,0.0420494325297909,0.0528181051805212,0.0019855944087376,0.0047523189718658,0.0147941615815098,0.0149785851143501,0.0029276143699078,0.0009607798666567,0.0009034635086317,0.0002384354133863,0.0790664872688216,0.0,0.0073757604408908,0.001939800542754,0.0003547481266227,0.0001102024719521,0.0038187041435692,0.0035641628181612,0.0,2.7620542796882424,2.854751563845454,1.733464608385756,3.3139937009038154,0.0071850202534649,0.0001704252088392,0.0001249863730894,0.0001001266369948,0.8129062880213196,0.0027015128328993,0.0,0.0004433314864699,0.0,0.0003537982943895,0.0,0.004796989274186,9.276469011564513e-05,0.0663889704161399,0.0053415130924534,0.0,0.0187386152792621,0.0043341500533593,0.9790934078516188,0.1681335729118939,0.0002086621200716,0.0001975954223323,0.0021772715449333,0.0031410846194705,0.027312425910621,0.0212410985134743,0.0001178115606307,0.0015675464312772,0.0039052609897948,0.0080291193482038,0.000283298331338,0.0274682364270493,0.0,0.0004615879783759,0.0003255214884474,0.0,0.0013199855588577,0.0608848621796917,0.0001400313667348,0.004846267224969,0.0022425943935239,0.0020220307562802,0.0982502215375771,0.0709788202635339,0.002019900180198,0.0008828983596853,0.003902352049544,0.0008145181955517,0.0016360418538789,1.0610241138773997,0.0403846229975288,0.0137950291665824,0.0,0.0010367033852113,0.0116304268547006,0.35698083193721,0.000132238349399,0.0009231082813159,0.0001545530396538,0.0003307830965196,0.0094223781936877,0.0920896870743584,0.0363814241298147,0.0,0.0005398568591556,0.0103460977609093,0.0,0.0065033491882118,0.0006899507142402,0.0008973300779188,0.0004814357370943,0.0323941017083219,0.0005560921817212,0.0002541563237035,0.0165391061193234,0.3024791793041938,0.0014706751462575,0.0007724939488075,0.0169705394796423,0.0229438729986951,0.0029064072628278,0.0002185218720822,0.0,0.0562559916240138,0.0002155124013488,0.0221577820906767,0.017881761708775,0.0886175044766954,0.0011402960886826,0.0062646756502422,0.014498857787332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD83- CLEC9A+ DC,0.0108939510547862,0.0007920459678165,0.0062066152624313,0.0,0.0122515113062008,0.0022067198040262,0.0013962907103253,0.0041148937180683,0.0008488137196197,0.0195628536972034,0.0063070901571083,0.0358907101715259,0.0179834081889819,0.0251582694715423,0.0390181224174189,0.0166282232209274,0.0334154730859659,0.0160085041289783,0.718191200175134,0.0022736933656329,0.0,0.0249239879342364,0.0026466138773454,0.0,0.0086206915785538,0.0031229716773479,0.0,0.0094425011189862,0.0544017778872723,0.0302979349527294,0.0046171293878123,0.0007200648057136,0.0050023750956325,0.0022882818275347,0.0070547165399771,0.000326315171769,0.0010674767803929,1.9916362064437565,0.0010730775461456,0.0332102618908954,0.0227441192461104,0.0159543963582494,0.002588321119997,0.0254363482902417,0.051360115453916,0.0101519267207005,0.0188592759008854,0.0,0.0,0.0028369927784467,0.0916711270043857,0.0018781270505438,0.0101220015312609,0.5408345656722694,0.0,0.0001647389547342,0.0015491560506676,1.0890606895899484,0.0,0.016002080906914,0.0,0.0,0.0011024680382535,0.0,0.0109799973148953,0.009539418305155,0.0138055855166335,0.0006447396159532,0.0304152643662565,0.0092639564747536,0.0039864508406993,0.0416067459387001,0.0025043682479426,0.001736491490887,0.0096151746606898,0.0174638689959877,0.0001872880918922,0.0024727144450219,0.0,0.0001048007220299,0.0474057984833811,0.0008268457164937,0.006170726299646,0.0011893040824152,0.0002974614365943,0.0,0.0171041370698692,0.002762231514353,0.0,2.085906184151814,2.5777027289582883,1.2607819655420558,2.3978796725546845,0.0109747255789369,0.0010945244137974,0.0,0.0,1.0884738171703865,0.0061291993294597,0.0,0.0,0.0,0.0,0.0004331439823542,0.002798539454123,0.0,0.0302456052484289,0.0010960551817251,0.0,0.007214507757717,0.0013539420153799,1.43935785660931,0.0469742685871542,0.0,0.0,0.0,0.0021992175870791,0.018136956292877,0.0308722307022064,0.0,0.0032054861146517,0.0018943212363655,0.0095581221774085,0.0011405945724591,0.0137623899990518,0.0003492538662475,0.0,0.0007778467368503,0.0,0.0048589059953603,0.0697760606055173,0.0,0.0011579063453703,0.0,0.0041514357771398,0.0848432508975357,0.1095743538457281,0.0018085812603959,0.0,0.0089971906649021,0.0,0.0,0.8776732752735521,0.0046906846707681,0.0419866095361752,0.0,0.0022540944220436,0.0041480933701523,0.6544608711476052,0.00161798392898,0.001042671614183,0.0,0.0,0.0107202259345357,0.1110794537804818,0.0063288824075658,0.0,0.0,0.0124358080124927,0.0014181083062624,0.0088789615206127,0.0,0.0006228514758481,0.0015676551895199,0.0131974512109043,0.0018578862765764,0.000999112413729,0.0394812673893039,0.0121859053988291,0.0010525833624007,0.0,0.0455372563346635,0.0350706974590292,0.0017543085527203,0.0,0.0,0.0175776387539514,0.0,0.0382971519272313,0.1044491514496032,0.0279338979176344,0.0013978465086023,0.0097292105236802,0.0047089070014182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
