sample,Arterial Pericyte,Blood Endothelial Cell,CD209+ moDC,CD4 SELL naive,CD4 TRM,CD4 Tfh,CD4 Tfr,CD4 Th1,CD4 Th17,CD4 Tph,CD4 Treg,CD8 Effector,CD8 IEL,CD8 SELL Naive,CD83+ CLEC9A+ DC,CD83- CLEC9A+ DC,CLEC10A+ DC,Enterocyte,Enteroendocrine Cell,Epithelial M Cell,Epithelial Progenitor Cell,Epithelial Stem Cell,Fibroblast,GC-like B cell,Glial Cell,Goblet Cell,IL7R+ Activated DC,ILC3,Inflammatory Fibroblast,LTB+ DC,Lymphatic Endothelial Cell,MAIT,Mast Cell,Memory B cell,Monocyte Inflammatory,Myofibroblast,NK,Naive B cell,Pericyte,Plasma Cell,Plasmablast,Post-capillary venules,Proliferating Stromal Cell,Proliferating T cells,Proliferating myeloid,Resident Macrophage,Smooth Muscle Cell,Tuft Cell,gd T cell 1,gd T cell 2
CID003362-1,0.0170684873053125,0.0275229357798165,0.002133560913164,0.0012801365478984,0.0305099210582462,0.0038404096436953,0.0,0.0006400682739492,0.0275229357798165,0.0002133560913164,0.0087475997439726,0.0038404096436953,0.012588009387668,0.0,0.0004267121826328,0.0,0.0046938340089609,0.0488585449114572,0.0059739705568593,0.0049071901002773,0.4068700661403883,0.0006400682739492,0.1045444847450394,0.0,0.0185619799445274,0.0398975890761681,0.0,0.0057606144655429,0.0,0.0,0.0,0.0,0.0019202048218476,0.0110945167484531,0.0004267121826328,0.0044804779176445,0.0004267121826328,0.0006400682739492,0.0081075314700234,0.1617239172178365,0.0,0.008960955835289,0.0,0.0002133560913164,0.0002133560913164,0.0002133560913164,0.0004267121826328,0.0002133560913164,0.0236825261361211,0.0002133560913164
CID003363-1,0.005503144654088,0.0532625786163522,0.0011792452830188,0.0296776729559748,0.0237814465408805,0.0440251572327044,0.0001965408805031,0.0019654088050314,0.0249606918238993,0.002751572327044,0.0495283018867924,0.0110062893081761,0.0015723270440251,0.0043238993710691,0.0,0.0001965408805031,0.0003930817610062,0.16312893081761,0.0025550314465408,0.0,0.0685927672955974,0.0037342767295597,0.0019654088050314,0.0074685534591194,0.0037342767295597,0.0263364779874213,0.0001965408805031,0.0011792452830188,0.0005896226415094,0.0,0.0,0.0003930817610062,0.0019654088050314,0.0520833333333333,0.0066823899371069,0.0,0.0005896226415094,0.0113993710691823,0.0106132075471698,0.3384433962264151,0.0047169811320754,0.0251572327044025,0.0017688679245283,0.0060927672955974,0.0005896226415094,0.0015723270440251,0.0007861635220125,0.0007861635220125,0.0025550314465408,0.0
CID003364-1,0.0336946967477292,0.101963082332259,0.0008789920890711,0.0287137415763258,0.0826252563726926,0.0363316730149428,0.0011719894520949,0.0026369762672135,0.0489305596249633,0.0023439789041898,0.0823322590096689,0.016407852329329,0.0181658365074714,0.0090829182537357,0.0,0.0014649868151186,0.007617931438617,0.0424846176384412,0.0002929973630237,0.0046879578083797,0.1380017579841781,0.003222970993261,0.0111338997949018,0.0005859947260474,0.0023439789041898,0.0199238206856138,0.0,0.0178728391444477,0.0,0.0,0.0,0.0002929973630237,0.0017579841781423,0.0829182537357163,0.0008789920890711,0.0005859947260474,0.0008789920890711,0.0090829182537357,0.0231467916788748,0.0914151772634046,0.0049809551714034,0.0175798417814239,0.0017579841781423,0.0105479050688543,0.0017579841781423,0.0084969235276882,0.0002929973630237,0.0011719894520949,0.0260767653091122,0.0014649868151186
CID003365-1,0.0106068080907745,0.0525407005426739,0.0014800197335964,0.0160335471139615,0.0244203256043413,0.0074000986679822,0.0,0.0,0.0172668968919585,0.0,0.0086334484459792,0.0044400592007893,0.0101134681795757,0.0009866798223976,0.0,0.0,0.0027133695115934,0.0569807597434632,0.0034533793783917,0.0039467192895905,0.5394671928959053,0.0019733596447952,0.0229403058707449,0.0,0.0039467192895905,0.052047360631475,0.0,0.0059200789343857,0.0,0.0,0.0,0.0,0.001233349777997,0.0481006413418845,0.0004933399111988,0.0004933399111988,0.0002466699555994,0.0076467686235816,0.0111001480019733,0.0473606314750863,0.0,0.0111001480019733,0.0,0.0,0.0002466699555994,0.0002466699555994,0.0002466699555994,0.0041933892451899,0.0194869264923532,0.0004933399111988
CID003366-1,0.0113160100586756,0.0383487007544006,0.0044006705783738,0.1108549874266554,0.0750209555741827,0.0316429170159262,0.0,0.0,0.0163453478625314,0.0020955574182732,0.0905280804694048,0.0387678122380553,0.0018860016764459,0.0044006705783738,0.0016764459346186,0.0012573344509639,0.0096395641240569,0.008382229673093,0.0012573344509639,0.0,0.0184409052808046,0.0008382229673093,0.01802179379715,0.0006286672254819,0.007124895222129,0.0020955574182732,0.0012573344509639,0.0010477787091366,0.0012573344509639,0.0006286672254819,0.0,0.0006286672254819,0.0044006705783738,0.0666387259010896,0.018650461022632,0.0002095557418273,0.0115255658005029,0.1068734283319362,0.007753562447611,0.2435037720033528,0.0064962279966471,0.0199077954735959,0.0014668901927912,0.0073344509639564,0.0002095557418273,0.0008382229673093,0.0031433361274098,0.0006286672254819,0.0006286672254819,0.0
CID003367-2,0.0116611137553545,0.0323655402189433,0.0133269871489766,0.0366492146596858,0.1589719181342218,0.004521656354117,0.0,0.0019038553069966,0.004521656354117,0.0011899095668729,0.0230842455973346,0.0445026178010471,0.0190385530699666,0.0026178010471204,0.0021418372203712,0.0014278914802475,0.0038077106139933,0.008567348881485,0.0014278914802475,0.0004759638267491,0.0609233698238933,0.0011899095668729,0.0763921941932413,0.0002379819133745,0.0204664445502141,0.014278914802475,0.0007139457401237,0.0002379819133745,0.0023798191337458,0.0002379819133745,0.0,0.0002379819133745,0.0040456925273679,0.0237981913374583,0.0161827701094716,0.001665873393622,0.0347453593526891,0.0309376487386958,0.0088053307948595,0.2605901951451689,0.0178486435030937,0.0178486435030937,0.0054735840076154,0.0183246073298429,0.0004759638267491,0.0021418372203712,0.0002379819133745,0.0035697287006187,0.0035697287006187,0.0002379819133745
CID003368-1,0.0094760312151616,0.0390189520624303,0.0142140468227424,0.06438127090301,0.116778149386845,0.0061315496098104,0.0,0.0005574136008918,0.0066889632107023,0.0019509476031215,0.0225752508361204,0.048216276477146,0.0153288740245261,0.0061315496098104,0.0013935340022296,0.0,0.0025083612040133,0.0827759197324414,0.0016722408026755,0.0,0.1089743589743589,0.0005574136008918,0.0312151616499442,0.0002787068004459,0.0041806020066889,0.0256410256410256,0.0011148272017837,0.0013935340022296,0.0011148272017837,0.0011148272017837,0.0,0.0005574136008918,0.0036231884057971,0.0326086956521739,0.0183946488294314,0.0002787068004459,0.0356744704570791,0.0629877369007803,0.0111482720178372,0.1374024526198439,0.0097547380156075,0.0128205128205128,0.0036231884057971,0.0289855072463768,0.0,0.0022296544035674,0.0186733556298773,0.0030657748049052,0.0027870680044593,0.0
CID003369-1,0.0131843575418994,0.020558659217877,0.0087150837988826,0.0167597765363128,0.1094972067039106,0.0060335195530726,0.0,0.0,0.0067039106145251,0.0004469273743016,0.009608938547486,0.0134078212290502,0.0370949720670391,0.0008938547486033,0.0022346368715083,0.0004469273743016,0.026145251396648,0.2393296089385475,0.012290502793296,0.0,0.1807821229050279,0.0020111731843575,0.0616759776536312,0.0,0.0232402234636871,0.0058100558659217,0.0004469273743016,0.0035754189944134,0.0002234636871508,0.0,0.0011173184357541,0.0,0.0002234636871508,0.0288268156424581,0.0046927374301675,0.0017877094972067,0.0084916201117318,0.0292737430167597,0.0091620111731843,0.088268156424581,0.0011173184357541,0.0098324022346368,0.0006703910614525,0.0031284916201117,0.0004469273743016,0.0015642458100558,0.001340782122905,0.0071508379888268,0.001340782122905,0.0004469273743016
CID003370-1,0.0014214641080312,0.0138592750533049,0.005685856432125,0.0415778251599147,0.1410803127221037,0.1051883439943141,0.0007107320540156,0.0003553660270078,0.013503909026297,0.0031982942430703,0.0980810234541577,0.0497512437810945,0.0053304904051172,0.0010660980810234,0.0007107320540156,0.0031982942430703,0.0156361051883439,0.0461975835110163,0.0042643923240938,0.0028429282160625,0.1442786069651741,0.0021321961620469,0.013503909026297,0.0163468372423596,0.0053304904051172,0.0092395167022032,0.0039090262970859,0.0042643923240938,0.0,0.0,0.0,0.0010660980810234,0.0003553660270078,0.0493958777540867,0.0024875621890547,0.0010660980810234,0.0106609808102345,0.0366027007818052,0.0007107320540156,0.1215351812366737,0.0007107320540156,0.0074626865671641,0.0,0.0014214641080312,0.0010660980810234,0.0039090262970859,0.0042643923240938,0.001776830135039,0.0028429282160625,0.0
CID003371-2,0.0005202913631633,0.0124869927159209,0.0041623309053069,0.1113423517169615,0.2081165452653486,0.0275754422476586,0.0,0.0,0.0031217481789802,0.0,0.0244536940686784,0.0176899063475546,0.0171696149843912,0.0124869927159209,0.0,0.0036420395421436,0.0104058272632674,0.009885535900104,0.0005202913631633,0.0026014568158168,0.109261186264308,0.0052029136316337,0.0525494276795005,0.0078043704474505,0.0041623309053069,0.0005202913631633,0.0041623309053069,0.0036420395421436,0.0,0.0005202913631633,0.0,0.0,0.0020811654526534,0.1024973985431841,0.0020811654526534,0.0,0.0104058272632674,0.082726326742976,0.0010405827263267,0.1097814776274713,0.0,0.0083246618106139,0.0,0.0020811654526534,0.0036420395421436,0.0109261186264308,0.0010405827263267,0.0036420395421436,0.005723204994797,0.0
