,SRR6337113,SRR6337114,SRR6337115,SRR6337116,SRR6337117,SRR6337118,SRR6337119,SRR6337120,SRR6337121
Granulocytes,0.41226766507815776,20.607706432317816,8.149963277020603,7.272949404008462,6.551097052258085,0.0,6.405226005675678,8.604587839626578,0.42051261904953113
Cytotoxic_NK_cells,3.3026367510877694,4.345769143402382,4.372538336331896,3.473817076523248,5.737801910417281,15.73975282490429,14.964614951652944,2.61578821545532,9.961129535719733
CD8_T_cells,25.582867684144606,19.34267043183815,17.250748096347472,18.631307411354186,19.061059397008567,13.228241437467862,16.31504553864427,22.410605177980962,23.55414456350404
CD4_T_cells,12.16939830975297,13.529872736731019,22.955932807871353,19.04895718535148,7.123486852191116,14.00600872970169,11.543848930306837,13.373844195793676,13.899645348916936
B_cells,15.547312925640796,9.150007773970543,7.578047220254663,16.386211561665355,15.10177184288014,7.759052830375271,8.817809839529838,17.140865116164353,12.947034052980394
T_cells,37.75226599389757,32.872543168569166,40.20668090421883,37.68026459670566,26.18454624919968,27.23425016716955,27.858894468951107,35.78444937377464,37.45378991242097
NK_cells,6.356144266073652,7.637774924791146,10.821667733501124,7.451186806406167,8.617154902087394,19.7397780365968,16.7699394593832,4.136985960225995,11.804907658761946
Myeloid_cells,33.14505041026853,41.60267453294549,34.09567933956546,32.868394379441874,38.290596580471785,34.82864663758282,37.51836037333481,32.989744966851895,33.31075805546756
Lymphoid_cells,59.65572318561202,49.69979115760118,58.70173512018826,61.672253274531165,49.942869701538115,54.81485369074296,53.64128813330984,57.06230045016498,62.3003574495042
Lymphocytes,59.65572318561202,49.660325867330855,58.60639585797461,61.51766296477717,49.90347299416722,54.73308103414162,53.446643767864146,57.06230045016498,62.20573162416332
