Gene,SRR6337113,SRR6337114,SRR6337115,SRR6337116,SRR6337117,SRR6337118,SRR6337119,SRR6337120,SRR6337121
C11orf94,0.0,0.6664823773993769,0.0,0.6542898288353826,0.0,0.0,0.0,1.1147619417557209,0.0
C11orf95,0.1331039569425098,0.0,0.0,0.3748008067064154,0.0,0.0,0.0,0.0,0.0
C11orf96,0.0377410685524386,0.3340153207355033,0.6884764734178614,0.5585410838959637,0.0595995329670566,0.1114298321065357,0.0323838885653398,0.2239522380642169,0.0
C11orf98,77.79397432424321,62.75926329880465,125.41622834378776,83.65334001587506,66.85185114825639,69.27528488402119,67.52457263437607,78.57170402491235,59.14974410475954
C12orf10,57.60955174841968,48.04306749902564,38.30535252095146,39.49380627870664,55.49460271761375,64.35542110879035,46.79694303237592,58.65427090661368,51.51967672259512
C12orf29,0.0033368721557029,0.0,1.0130209532781005,2.61355167107188,0.0,1.9008535888194564,0.0,0.0,0.6009084864309967
C12orf4,7.135087009003626,4.875140816080432,7.040712835411958,8.253738057186013,3.5647444416514618,4.759997841114607,3.708327064715257,5.116302554549024,5.628087907641117
C12orf40,0.0614385907772442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169748935552197
C12orf42,1.1159102058033434,1.1258676919045294,1.644102939379258,2.0973630868863458,0.6118324370805878,1.3894565728436277,0.6252883047738739,1.4010909211387466,0.7931395636696601
C12orf43,7.195325732545713,0.9489164729698734,1.305723720846105,1.5725285966063052,6.259214358693036,1.509385837385778,3.141042491015885,6.912046736891653,3.0356263875704683
C12orf45,9.111423260001814,5.547118939993608,1.3563629962288335,2.239035432857424,1.2018679250619704,6.841601162631364,7.866698412242731,1.864741403594529,1.8528885676272409
C12orf49,8.583813636593929,5.843723788402913,15.614361343249389,11.390180444685754,9.507169596616365,8.068638323802999,7.661144227031977,6.928785001882192,8.87512220898676
C12orf50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12orf54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12orf56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12orf57,550.1792728371499,600.8886926535713,407.5674622064273,302.4493772545603,438.6582992641815,422.5229490455307,355.6507295281611,392.08998054576057,521.782519615762
C12orf60,0.1530610109315911,0.0,0.165320914511291,0.3922411232177359,0.1757885440255654,0.0,0.1193949554114284,0.2184064339073256,0.1178300927200328
C12orf65,15.579068483649564,15.556043403784583,28.08747411776129,14.346606048187189,12.239148750110582,11.195633953639929,10.141520685717092,8.82737164359494,14.000674174510456
C12orf66,5.153530806320815,3.2403961500619576,5.727341748381928,4.311352604903632,2.9493995354766973,4.860371957210472,2.6975548918582843,4.818418912809394,4.029187028640363
C12orf71,0.0,0.0,1.0796001282029677,0.5763312797006771,0.0,0.0,0.0,0.1356694123684087,0.0288551237330958
C12orf73,6.66379994262052,4.525405690513842,6.616347490190776,4.341365250690866,3.742387164291172,1.2331451636656,4.622098307222337,5.727148916401687,3.840648906276815
C12orf74,0.211994506001754,0.0,0.2301958786140652,0.3515260586003844,0.1378486829053219,0.0,0.0,0.0,0.0
C12orf75,15.021678675054751,6.716611434368327,33.12422153625878,24.58575950254176,15.136083821518902,30.103386081997236,15.413074590405186,8.59540000354789,19.99154875597529
C12orf76,15.912101401128515,17.713653787086326,44.19333512500437,23.941027131986605,12.556471257426804,8.252053781607502,7.85546721074737,16.907232543216374,16.63764549206936
C14orf1,18.23047679039239,10.58831403245875,14.352141972076833,11.70198509586202,14.276387818606429,16.192555227659348,12.609244694986035,13.364151761412897,14.08613191630936
C14orf105,0.1592994545716378,0.4246380139662872,1.0860737287048756,0.2096608902631699,0.0365665305587191,0.0571627518574825,0.1544667550480948,0.0,0.1777939526600623
C14orf119,42.77991918520527,27.022171950015306,27.256201027816683,27.62702103807073,33.31699942258136,26.12720339572279,29.225866568247977,31.574440612062663,34.109083384768574
C14orf142,13.666170281419523,9.494412281208684,11.696638499299072,10.016173359150534,15.27951622876336,14.375938337987186,11.23383531189507,7.952438078514483,10.73357874282554
C14orf159,7.0939128609439965,14.356367245259232,30.60558121946575,24.730941135228072,19.025661497348143,21.46280101984969,6.558727947438718,6.726807411091232,14.37410300683
C14orf166,3.1997582174432555,2.406278139539059,6.854768500082593,5.8171242323305865,2.9411651324836647,3.4641220116607947,2.9536428992568444,2.693917204419995,3.256576448426548
C14orf169,21.802751928518013,18.75779047026304,24.91614852476285,18.93663362273049,17.967750813904107,16.219212410933807,15.057579762555578,17.662204204788516,19.39045518479488
C14orf177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14orf178,0.5415182688643311,1.0419541429841408,6.296173758253647,2.7567767035960813,0.0,1.0025696479042183,0.0,0.7764825280672681,1.3032434155409007
C14orf180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14orf2,162.7684670379032,206.7767810303688,127.36948062002584,148.99149423484857,186.03260786834144,188.27564620274157,172.6528747846637,175.33707629675706,150.82197370987993
C14orf28,2.4098760907291736,0.0,1.991223653758632,1.5514425378578314,1.7151899826115145,1.2968439061095691,0.8689112689325638,1.3096675696630482,0.971869736687175
C14orf37,0.0,0.010998978273748,0.1335069017041776,0.0047650527472892,0.0255794954401961,0.0,0.0098798510132838,0.0012693862056803,0.0174228500612321
C14orf39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14orf79,1.1863203780566107,0.6489148986507479,4.470769609738492,2.2262205206047563,1.0436157129729768,0.3981678239982668,0.2644539204092446,0.8585103286600358,0.9547452843719428
C14orf80,2.621440893063037,5.425775591974628,11.918389036635215,7.449107428508362,1.402066150283066,9.273138273186238,1.48915861973648,9.61631162689253,7.9963033159432015
C14orf93,6.210275145011263,6.923294838922803,10.63080420729978,12.72755128065504,7.617911499935068,7.451553994201809,6.376940871417793,6.594204056139983,9.386003930929844
C15orf26,0.1116564503894688,0.111742118256719,0.6664172959543256,0.5510676621890931,0.8100139143742757,0.3408247152507881,0.5331097911930511,0.5163952659096109,0.8420841974036016
C15orf38-AP3S2,21.600256291277656,13.844002146440394,13.022451271729455,20.269284975786675,16.344251991212982,18.16210016874816,14.114825395128875,17.122101005660692,16.06869805711635
C15orf39,67.85311758010863,71.68045053702545,66.48753579492359,99.01537352444228,77.7017708452953,66.35015007302529,78.55921544099105,81.55216709585487,79.519451851246
C15orf40,33.1363831914022,25.18908244365104,47.22223227379914,38.72247871619321,23.794339259911624,18.08624645223585,27.475330800585173,21.67474641773272,21.069463828087866
C15orf41,0.6392713659142679,0.0,1.8158582581468887,1.7563163025699358,3.9493225775940566,0.5846018502764345,2.254227854208486,3.6871345087669294,0.8279704570121713
C15orf43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15orf48,0.3489097493263453,0.0535329046079721,3.017243744575152,2.2949469214511367,1.1683968291333922,0.9197780486923292,0.0,0.4432652602146322,0.5500410278003643
C15orf52,0.6837896156087296,0.7691429222771627,1.9708299078380191,2.2019303450383454,0.3920286764600462,0.7724830810044763,0.4456463157073097,1.4979310289233363,0.4073555956069346
C15orf53,0.0896450928341809,0.3223091836809474,0.2662705338909316,0.2369079346135206,0.0,0.0,0.134610817417481,0.1501466289297107,0.0118612589910611
C15orf57,30.13297694456219,23.734149936436985,37.9328671572174,25.283181206651346,25.826990701204583,28.43844432105256,19.682445096645832,21.02374936639886,20.963280193224712
C15orf59,0.0,0.0,0.0,0.0,0.0809773958201396,0.0,0.0,0.0391651543193271,0.0
C15orf61,5.3166049835576645,7.7563775217153585,7.433018334895578,5.264330498960755,5.913931934897896,9.032477890428718,5.617500134603604,6.758485219950592,4.869394672334629
C15orf62,0.4179968923507911,0.7816015235497373,4.780850341784518,2.122593271487672,0.6121337773907146,0.7707082738022556,0.6615134121495564,0.8035451631156256,0.7279228957163986
C15orf65,0.8577174435372934,0.2156523052808685,0.3860084831993587,0.0549507978050102,1.1082180531257573,0.8222057428595746,0.3679846897452572,2.164213743630961,1.48565471857454
C16orf13,77.53959188615616,132.7994314980402,112.43814241406102,83.08031578659173,93.9562680670993,92.15107656051693,85.26014003264629,110.27116923129888,77.23398937677986
C16orf45,0.7544090670309195,0.0,2.205020975522757,2.4716328545763453,1.565299052456926,3.9077011870403178,1.0835475678207755,1.1439289242750303,3.3399519867945444
C16orf46,0.0577341089365439,0.0,0.0873047375943295,0.5318903893634624,0.152316366017098,0.4304110901783727,0.1631507520553106,0.0061837234559314,0.6721799963116176
C16orf52,4.968840736992711,1.5232641374166047,3.786254162692986,5.1618080909012525,4.457180330853293,4.440181792303387,4.3061785987755785,5.487922401538521,5.771831921776331
C16orf54,53.44027771209603,47.36451023770884,42.873840143472094,51.357848465682345,36.98165473779998,42.65927994267177,40.71834772859653,41.82890794482182,46.11962350871821
C16orf58,20.197509295654783,10.875038355952926,14.508020824597375,21.973033857606104,18.906928113800703,14.91062868131017,10.181290808843928,13.431934414683615,16.65874206875674
C16orf59,0.0914886739268515,0.0,0.8752667971886455,0.2592146833411648,0.0432195665687174,0.0,0.2320346779219973,0.0952199608525609,0.0
C16orf62,30.22182108851408,16.455345301524712,24.56900818991485,32.89850342301429,28.491306784602493,23.315740426247768,21.86727036573214,24.070111849413657,30.23850315377697
C16orf70,10.662711113410364,6.843279921364462,23.47819900339943,21.51937259069757,8.47776319534111,10.709937268359964,7.891927335598195,8.706326931042693,9.274267753584269
C16orf71,0.0,0.0,0.0,0.0628782073327964,0.0,0.1388481481139641,0.0,0.1066905794426113,0.1022043127507504
C16orf72,14.462393326401196,10.964782517662153,17.557203229662687,16.958105094071158,10.407401451617073,14.579655338589909,13.488635514696044,11.228843651298147,16.35131218698555
C16orf74,23.970580062385057,30.522787560922307,27.44260586708619,25.7331010976492,17.580926457591616,26.9950357137759,17.751608126028756,39.12527202768104,20.488228822270973
C16orf78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16orf86,1.4050810960853268,3.970797014119257,6.421456221167202,2.3093121877283047,1.7736053597672934,3.4994427794994545,2.818837078115376,4.187434580054606,3.5852972458720047
C16orf87,15.917999705981366,14.57676834828041,22.780564387713323,23.499300636530474,17.128704434761904,21.364182068821,22.060396482435117,16.489218910435323,22.492383042599894
C16orf89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16orf91,13.481042409692064,20.903156566708223,20.23894042314081,15.312677202912608,12.575065070636878,15.818442705546987,14.92192808110486,17.970834604290133,14.126187340828386
C16orf92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16orf93,0.0,0.6585456527207378,0.5271581345066091,0.1233853215697468,0.4356873070213713,5.453182816925796e-07,0.0,0.0669151047127448,0.0
C16orf95,0.7819049821165946,2.8606168222992814,1.2887185452720071,1.0333047372533293,2.589216391383377,0.3060525241837237,0.5539169417941842,2.361217754612905,0.908807249567372
C17orf100,3.005508660559993,1.1173029944701196,3.1070512460647186,0.5548308083669182,0.0,1.1240281929605354,0.0,0.2410657178060826,0.3234685035565294
C17orf104,0.1783087385313452,0.4309815630964097,3.7951410808360944,0.5106581588213047,0.2194890274077416,0.3511389406635351,0.2597728180271689,0.1445368430666684,0.1024058494778902
C17orf105,0.1588342293846304,0.3364854519642866,2.7403677703183726,0.6883774021263331,0.2054432207301436,0.314409551140267,0.1333369619218176,0.0956965703416015,0.1027359172810119
C17orf107,0.844868183666979,0.6408686530021563,2.8623909271493138,1.00135609270932,0.4099327551824957,0.65077550173599,0.376319706062011,0.1936135227737849,0.0521476281474127
C17orf47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17orf49,144.3829591257821,138.14824656956162,120.70647334714808,130.5005057556602,137.24742528097642,156.85021679345778,136.36748187361198,119.9739407445623,136.51499969881831
C17orf50,0.4459689536283806,0.5023994784738082,0.7359141499786441,0.7333361138177692,0.3187376906985968,0.940507516212337,0.3826656843940848,0.0772703811879413,0.1068237196215431
C17orf51,1.2458412981043705,0.6068809079671341,2.107164465315003,1.3038858325725156,0.2510922040398593,0.8266231187300819,1.4788201111735069,1.31312095514166,1.2891810875798635
C17orf53,0.498389440410901,0.2832897773932903,1.3486579227842377,0.4175249559773825,0.1574084592206372,0.2522541193069249,0.1197408970828153,0.2260674298921434,0.1885530319683626
C17orf58,4.635240119699211,2.2088173461593543,7.668348543905933,8.159379499305677,4.464557588075298,3.897616917041129,4.838229798324122,3.248709085070133,6.314567243217883
C17orf59,16.948629853202572,19.114245771029086,17.388005541379616,14.28176175247838,16.39609368530709,21.09130370771752,15.069178685359033,17.460661830412636,15.944177150704997
C17orf62,48.49629280326553,57.45687549803194,91.97116597965852,91.130692193235,55.21175465785132,48.21347173773782,55.13223083483373,75.3315457153168,86.94941177221183
C17orf64,0.1511019654698598,0.0,0.0,0.0,0.0,0.0,0.0,0.2169261791802711,0.0
C17orf67,2.7084861931818773,1.6508040646484767,6.7749016513159575,4.254594408419907,1.5030966276669513,1.9121969218075625,1.6127213176369424,2.0626834514547885,2.4958884108208195
