,B Cell,Epithelium,Myeloid,T Cell,Other1,Other2,rho_Spearman,rho_Pearson
CID005763-1,0.018566902849638096,0.11713091503748646,0.10124299889458219,0.32085404481696705,0.17319659654613292,0.26900854185519313,0.7778573412759654,0.5698777454350672
CID005764-1,0.20638897775608367,0.005709751519150126,0.14806340143143537,0.20198531493997993,0.23791763666916593,0.19993491768418492,0.8727285821578855,0.7846026309334275
CID005765-1,0.01970222696196611,0.20761572190996375,0.15176941176385222,0.23742542493995095,0.14562722117707297,0.23785999324719403,0.9035314593325643,0.7316669599414813
CID005766-1,0.0054187960710711455,0.11322434118889199,0.07539676164399509,0.3041511215648736,0.31318010285439185,0.1886288766767763,0.9156371207815822,0.694416075614442
CID005767-1,0.17610274943258267,0.23637693860253078,0.04167074847715075,0.20480897324488195,0.260400796989207,0.0806397932536468,0.8032408407666904,0.6304474276319818
CID005768-1,0.243572155177742,0.11895687547839756,0.06678246226196816,0.43406929724160204,0.05006875358591061,0.08655045625437965,0.9038859224050125,0.7754040852919434
CID005769-1,0.10820484782310687,0.29026409338059533,0.0002484144290215741,0.14202727284493027,0.22315372542531264,0.2361016460970333,0.947663570315504,0.8303304145143132
CID005770-1,0.021449514466321665,0.20640829204665917,0.019160249947161274,0.000322820733924357,0.3731554213608578,0.3795037014450758,0.9339683955207913,0.8190890808482681
CID005771-1,0.09031121591023235,0.17460472484995754,0.17344054135912276,0.25814980154537487,0.2850370640663668,0.01845665226894554,0.702447719837449,0.547304120580803
CID005772-1,0.10953305622761027,0.1980161098664178,0.09088359132405328,0.152772764689907,0.20577149305523434,0.24302298483677723,0.9224092016322951,0.7690882831086057
CID005773-1,0.03924881113197931,0.33116962716291165,0.10602425331510265,0.271230993354331,0.17248819361531423,0.07983812142036119,0.7576872482949831,0.5671406745542387
CID005774-1,0.006500502105558221,0.39765305520175803,0.0008487184942247885,0.11842836679681211,0.3891051568664291,0.08746420053521778,0.9545047686656997,0.8509224965040468
CID005775-1,0.044860956705068386,0.27077973035171476,0.12351322382252107,0.24019956415945684,0.30088840339360245,0.019758121567636525,0.7418377110404643,0.5949304484872059
CID005776-1,0.0754201741168338,0.21681661160897636,0.03422070131415912,0.24740882389407418,0.2541261176068058,0.17200757145915072,0.9324436092844751,0.7354914979758809
CID005777-1,0.10474887456387826,0.3370332078843015,0.0010197772447827662,0.10724297501267863,0.2298366180630942,0.22011854723126462,0.932979412944844,0.7687302270008799
CID005778-1,0.22291046442744633,0.2054442961137733,0.001183829813111562,0.07634018133254439,0.2503600726131815,0.2437611556999429,0.8987594357760104,0.7287676580585434
CID005779-1,0.007610646286479326,0.36030857943245503,0.08918612365527984,0.16484054221530575,0.36734833155081065,0.010705776859669395,0.7479124926638738,0.5635186538944357
CID005780-1,0.10176555646432354,0.27575126678458467,0.01748348472850605,0.06219161001584011,0.2862360658712866,0.25657201613545905,0.9366643650743832,0.7665662697817694
CID005781-1,0.00522107776158583,0.5496892533834533,0.07380428302366931,0.18155377353605504,0.15785976926463405,0.03187184303060247,0.9527566798485134,0.8475851681828445
CID005782-1,0.12317704309327533,0.29576557258157177,0.009905907657439745,0.01480361947713235,0.33816719529768907,0.21818066189289173,0.9138639336429787,0.8197735748105495
CID006558-1,0.2875103083964852,0.14009509067014228,0.004838374356723806,0.301647208544625,0.2623027699391455,0.003606248092878237,0.8213290578330917,0.7199040631983246
CID006559-1,0.43270404282486113,0.02753824975004047,0.0024737328660586365,0.31854894542898093,0.15029471294579025,0.06844031618426856,0.8096391637828103,0.6777909486643605
CID006560-1,0.0020084032572662046,0.3651953700870184,0.09855370866282312,0.31471714728409944,0.2139835498508339,0.005541820857958908,0.9341327181106186,0.79323008999047
CID006560-2,0.0002658403797499596,0.2859872887402516,0.08475824232220733,0.23312395873675842,0.3382847745289728,0.057579895292059854,0.9304926108374384,0.8413220770369206
CID006561-1,0.025472409940845733,0.3326233089383547,0.05280734875455716,0.21983447237455722,0.10878017974017187,0.2604822802515134,0.9260113735251857,0.7232691973621963
CID006562-1,0.3695839529038108,0.17896827371521895,0.00023257202972727943,0.33007482002139776,0.12075902133432663,0.00038135999551858695,0.8907748184019371,0.7162623567054451
CID006563-1,0.3199186158820246,0.15357455086553282,0.00021334644846863893,0.28416235229796794,0.24211837590910124,1.2758596904896865e-05,0.861130291046806,0.7056551591202689
CID006564-1,0.12416594225432566,0.24941730431430625,0.0062542836823584426,0.010593315296291416,0.3240392336273424,0.2855299208253758,0.8993503401949412,0.8143416270025684
CID006565-1,0.3651580676870483,0.016555790939447538,0.015133346398746871,0.2875449237839105,0.31470299390038825,0.0009048772904586289,0.8955942768097465,0.7606755432600979
CID006566-1,0.21689984552478492,0.07479824240234624,0.009199412968274229,0.31826284490272483,0.29266325782735814,0.0881763963745117,0.9250585480093677,0.7682131427271979
CID006567-1,0.2724963919251457,0.18110343336845372,0.007034945240353663,0.4827590287875481,0.0517084702084141,0.004897730470084716,0.9281457211613373,0.7738265217837168
CID006568-1,0.20544588572009959,0.07610527610457372,0.021633832076154953,0.5540564993107588,0.10653046814969802,0.036228038638714904,0.924117135166859,0.8391207769566588
CID006569-1,0.1917929881973761,0.27912313488609514,0.024108613352359056,0.3703303190704126,0.08331982578677823,0.051325118706978874,0.9407702161075949,0.7917947933661184
CID006570-1,0.2225630065146401,0.3606762393085282,0.016232334738138784,0.060739975616038035,0.23589180772239665,0.10389663610025826,0.9304567013385188,0.8399773231849338
CID006571-1,0.45928613085452835,0.044020562670159066,0.011503355059483491,0.3234490662165773,0.045387223821588184,0.11635366137766348,0.8912209337623703,0.7125809073165063
CID006572-1,0.25380782625492143,0.18685991238471245,0.03690948697368197,0.2502457426129552,0.09159209140384092,0.18058494036988804,0.8755607222231623,0.7330986792254051
CID006573-1,0.13133078380021446,0.35323876876516136,8.897930407220825e-05,0.12613008623700597,0.13224597911266273,0.2569654027808832,0.9429617068604953,0.8516190527769046
CID006574-1,0.1350053145920504,0.39724090521285627,0.00012385504391684347,0.1374114275009081,0.0029640516500892074,0.32725444600017917,0.9403550693722611,0.8204537919121067
CID006575-1,0.06042681838955915,0.14160669859554845,0.04605483789823504,0.21938936870299336,0.3327281523650722,0.19979412404859181,0.8815251499531879,0.7508722402057847
CID006576-1,0.1794919773744303,0.20813750897918717,0.06909784232748264,0.3525348902776449,0.1018222245468804,0.08891555649437458,0.86522404893752,0.7507900229554949
CID006577-1,0.3539174044927799,0.01246068892805403,0.0026397177022723485,0.295842005023996,0.33297641053540183,0.002163773317495986,0.906805599009699,0.79993232579776
CID006578-1,0.06467378368300764,7.451609837975058e-05,0.28722969845050483,0.3630251321027866,0.2847915727264762,0.00020529693884497935,0.8003728375158802,0.765439006703047
CID006579-1,0.3259543857584152,0.06612999926203436,0.00418757967360617,0.2629412362374072,0.20592865808737185,0.13485814098116525,0.8640949667124833,0.715141616404103
CID006580-1,0.272264125078133,0.0004712131270462177,0.1367892196575859,0.2922852522915819,0.2975907991028902,0.0005993907427628493,0.8171046521701676,0.6532593227859594
CID006581-1,0.18480701975100827,0.0009625390963809677,0.0714899706845976,0.5051761782216061,0.22092694851206635,0.016637343734340778,0.8174708847062844,0.6948722563678049
CID006582-1,0.3533257704423212,0.1421964225487585,0.00011732951659811898,0.24648765102994186,0.2425842845788153,0.015288541883564988,0.8673674844311562,0.7493236510845829
CID006583-1,0.12024055497089457,0.03769056256640505,0.021176961345577405,0.3697329724362788,0.22671083075916995,0.22444811792167424,0.9035821528349379,0.784048901384858
CID006584-1,0.1138274554681751,0.12659565649961088,0.0037337960788241,0.2008508565503231,0.36875521783695014,0.18623701756611666,0.9038249043773905,0.7968735258044491
