,B Cell,Epithelium,Myeloid,T Cell,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID004697-1,0.0010326309464529049,0.0012595461787916348,0.0005612246345821245,0.12495104916420467,0.03379776238939836,0.40341982535166626,0.4349779613349041,0.7839777795054103,0.6043289289612054
CID004698-1,0.0001538524217905712,3.2893149529565194e-05,0.0007770222322295297,0.17675063656582235,0.07380477869771555,0.31588918613781236,0.43259163079510005,0.8119739064675492,0.5996972736570333
CID004699-1,0.1143661056017202,0.05297904733689508,8.653092905818837e-05,0.10884418913225231,0.07324682940647526,0.3273461561506484,0.3231311414429505,0.8060218344457782,0.6240623489874808
CID004700-1,0.0003062787987521684,0.07663387667330518,0.00015794319622716845,0.15313981075337862,0.09675350405036263,0.24464065799633644,0.42836792853163774,0.7345529776858283,0.5850550495112852
CID004701-1,4.938833993420874e-06,0.010868351380989636,6.589053300529093e-05,0.15855496238608582,0.10542322370323046,0.18192823862713414,0.5431543945355612,0.7671388118238077,0.6109415229963248
CID004702-1,0.0015799036054373694,0.2989943010168515,5.334907990378847e-05,0.021101757838167364,0.05048301242575235,0.29885227811591836,0.3289353979179692,0.7252683251518429,0.5710185699981033
CID004703-1,0.049909049822598646,0.00010031724054717577,5.0560187606231654e-05,0.1376480770013216,0.08202604637152176,0.329936372338965,0.4003295770374396,0.8145572726305566,0.5989834645476299
CID004704-1,0.042041056389972895,0.10753310920961019,3.748245783234941e-05,0.2068211899845399,0.0014920879344359065,0.02086591234395244,0.6212091616796563,0.7872181814245977,0.5906901766797478
CID004705-1,0.1711124891409316,0.00010961146954070066,0.005453288132940657,0.12373725023116387,0.23216875638651177,0.2008030574028153,0.26661554723609615,0.7802984620070047,0.5962242151872397
CID004706-1,4.85917379812991e-05,0.02554019358328113,0.0006418312329768283,0.13157323020345857,0.14695836671429213,0.3055823450384442,0.3896554414895658,0.7709300689461095,0.589698377740987
CID004707-1,0.05456253429615935,4.720418028234674e-05,0.0002663128848704287,0.05964566120980787,0.1279626040961709,0.3558235845277589,0.4016920988049502,0.794154166108989,0.5669102640024173
CID004708-1,0.05427882138565066,0.12134512694936196,0.0012256441758718311,0.34078044203327806,0.006346602089720423,0.2728140308981779,0.20320933246793912,0.8304255947982858,0.6611953641245623
CID004709-1,0.1661523957442666,0.0001509534995767205,0.006249522722252174,0.2478716277245895,0.001141118004528391,0.15229161608087433,0.4261427662239123,0.8870976092584133,0.6198279455314765
CID004710-1,0.14084064461138607,0.03594699628247561,0.00010961289719439746,0.22420076805310774,5.407784888621118e-05,0.07389295647195243,0.5249549438349975,0.8584947166483061,0.6254941481820474
CID004711-1,0.07419039598092547,0.10938613084625273,0.00016778766411434704,0.1764629634494753,0.0006238248914771207,0.23061668224878157,0.4085522149189735,0.8098029028801507,0.6242875329275916
CID004712-1,0.24520358206595624,0.14354767318197206,0.0007212088668849608,0.2777038325671045,0.012595411083414424,0.05981732279153826,0.2604109694431296,0.786189279908801,0.6465646440005084
CID004713-1,0.019202902438286776,0.03831900972368638,3.724789700714142e-05,0.1817834904029582,0.20384877422521833,0.18889459064731698,0.3679139846655262,0.7965051329553844,0.5898854315892006
CID004714-1,0.00256903626959078,0.1220879193436391,0.00010223330118647268,0.1768713376016211,0.15994448901808533,0.0539564027990515,0.48446858166682566,0.7569852499452262,0.6186646350362531
CID004715-1,0.0034031790116797428,0.5670339462229153,4.285963737646237e-05,7.022710724256238e-05,0.06331569474966559,0.2563915412746438,0.10974255199647655,0.7616965424135604,0.6022341903649452
CID004716-1,0.006575264704029242,0.32654748166596087,0.0001023845423308509,0.07615463836779403,0.016535862810513873,0.2847395746087757,0.2893447933005954,0.7366369559805609,0.5817305990832402
CID004717-1,0.0012942636637630692,0.08199045799031904,0.0007924584315238943,0.2240512104244671,0.2479696573309948,0.09231451914324207,0.35158743301568995,0.7836371217957326,0.6047878585172757
CID004718-1,4.2747584850733905e-05,0.12908668167303813,0.00014824539036749763,0.11241149901833487,0.2610629638451716,0.22297833181810722,0.27426953067013,0.7259022384650525,0.5692228878745202
CID004719-1,0.00016285997169114314,0.18369520627675567,9.345066402142515e-05,0.054654008789647934,0.20639799306668563,0.009460528412786317,0.5455359528184118,0.7602985074626866,0.5767334032963914
CID004720-2,0.03304437789720778,0.06225314711628707,0.00011756751671182576,0.13463414892699319,0.09575444835475042,0.296053680157248,0.3781426300308018,0.777480807311239,0.6230735105668206
CID004721-1,0.00033463725746933696,0.010150230808694918,0.16450245583673556,0.06707048475025139,0.05580696300015973,0.3307774217391897,0.37135780660749934,0.7477210564629553,0.5278306318069135
