,B Cell,Epithelium,Myeloid,Stroma,T Cell,Neutrophil,rho_Spearman,rho_Pearson
CID003352-2,0.10628779330982596,0.09682726954514247,0.004815714615203832,0.5322065770536293,0.1789076396758028,0.08095500580039564,0.8685586832794955,0.766539141557623
CID003353-1,0.015210635163500031,0.6380550351554273,0.0020558733998934926,0.11826862463298712,0.22489129076428357,0.0015185408839084645,0.9231499051233396,0.8337662456099006
CID003354-1,0.012719803054160098,0.4754709730037446,0.0006041879044275962,0.369946936218953,0.1401311438738835,0.0011269559448312053,0.9131073162791961,0.7963846743180836
CID003355-1,0.3293190337844838,0.28741630817126185,0.0016040993457927578,0.04165851706781765,0.33995810244888414,4.393918175977638e-05,0.7962865278379194,0.6358750524293039
CID003356-1,0.050240639433961204,0.21154718781812218,0.002533614883041341,0.41008019642375004,0.32149188050354677,0.004106480937578615,0.9119412856903794,0.7899971297976405
CID003357-1,0.06158972525915916,0.3138133102465607,0.0025633731117440136,0.24873550678315312,0.36629735733174607,0.0070007272676369525,0.7997941703062692,0.576997962342186
CID003358-1,0.004359340473875486,0.48791415525321935,0.0037427926489318033,0.1934352247250295,0.3045943765371702,0.005954110361773701,0.903107213125324,0.7606889145123557
CID003359-1,0.020584755758513592,0.36371081511073805,1.2805984355869748e-05,0.43595402659442145,0.1783887824106327,0.0013488141413385503,0.9076398456875172,0.761271034542134
CID003360-1,0.24176165695102317,0.0884966406555002,0.0034165346276260836,0.4405132902832985,0.2251117551709389,0.0007001223116132476,0.8717450062627727,0.6910254082697216
CID003361-1,0.18448085193058694,0.2849664336827605,0.008976771327737535,0.35405074058256464,0.16306994325495222,0.004455259221398215,0.8898850726261893,0.7201367860175516
CID003362-1,0.0903444118787785,0.39037384241242506,0.000821579661224054,0.4173930869220473,0.09980836510606711,0.0012587140194579892,0.9294227127805921,0.7880137767524963
CID003363-1,0.1035321538678019,0.3778042250815723,0.0031876634085358773,0.22846709779479069,0.28448075153475383,0.0025281083125454082,0.8383482603932205,0.74201327476249
CID003364-1,0.10490169424630526,0.21488912897542026,0.001730828955500067,0.3415557320318428,0.3364237573322584,0.0004988584586731953,0.869379786276088,0.7288101090827298
CID003365-1,0.10003415623990114,0.4044293339990874,0.003680013496620463,0.33270726485564167,0.1583815593859206,0.0007676720228286105,0.8846477528362654,0.7792608958197156
CID003366-1,8.733033179235586e-06,0.00022759767353045107,0.15414224957460923,0.47934543080951775,0.2905408234884506,0.07573516542071272,0.8735944578574723,0.7567826877033019
CID003367-2,0.23352349867770847,0.005980528110876525,0.0023228638078986387,0.3791446518153997,0.3137496105735016,0.06527884701461506,0.9036474765263742,0.7304599076465106
CID003368-1,0.16638988693169957,0.23798945816549424,0.009626526153708783,0.2573864536184805,0.3267274533243162,0.001880221806300636,0.8883631234610205,0.7505624314196377
