,T Lineage,Fibroblast,B Cell,Plasma Cell,Myeloid Cell,Endothelial Cell,ILC,Mast Cell,Glial Cell,Epithelial Cell
MIR1302-2HG,0.0,0.0,0.0,2.7893475e-05,0.0,0.0,0.0,0.0,0.0,0.0
FAM138A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL627309.1,0.00031638858,0.0014728918,0.0002712482,0.00027372708,0.00037556372,0.0016966909,0.00016289229,0.0,0.0029226888,0.00014064387
AL627309.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL627309.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL627309.4,0.0,0.0,7.404271e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL732372.1,0.0,0.0,0.0,1.1450737e-05,0.0,0.0,0.0,0.0,0.0,0.0
AC114498.1,0.0,0.0,0.0,8.550561e-06,0.0,0.0,0.0,0.0,0.0,0.0
AL669831.2,0.0,0.0,7.765822e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL669831.5,0.004786581,0.012315012,0.0092104655,0.007708722,0.009504966,0.00818836,0.006399095,0.003686777,0.003309493,0.0061987047
FAM87B,1.051687e-05,0.00088534574,4.788302e-05,1.3377012e-05,0.0006195065,0.00021005847,0.0,0.0,0.0,0.0
LINC00115,0.007029118,0.011740634,0.0075270645,0.005560154,0.010053625,0.0047764387,0.009797231,0.004323947,0.011098562,0.0072433674
FAM41C,0.006398427,0.0076180976,0.007557082,0.0023384665,0.009993221,0.0056117424,0.009639263,0.0034718667,0.009648412,0.005582236
AL645608.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL645608.3,0.0017774608,0.0017478776,0.0011366352,0.0008795725,0.0017246796,0.0040795826,0.005004817,0.0010623602,0.004796625,0.0011949276
AL645608.5,5.373375e-05,0.0,0.0,2.3984681e-05,0.0,0.00030289852,0.00031115604,0.0,0.0,0.0001121455
AL645608.1,2.7653732e-05,0.0054343618,3.5519388e-05,3.3127963e-05,0.0,0.00010278341,0.0023109673,0.0,0.0,0.0
SAMD11,8.5366715e-05,0.044978507,4.074438e-05,0.0017561421,0.0003644069,0.0011334987,0.002309981,0.0,0.0015612448,0.00049156795
NOC2L,0.028242448,0.055998947,0.041821286,0.031164102,0.035958003,0.0520894,0.035780095,0.021229135,0.04069718,0.05797798
KLHL17,0.00095651415,0.0016227295,0.00062509853,0.0012199603,0.00023822478,0.0016676232,0.0008944413,0.0,0.0027631551,0.0012772711
PLEKHN1,0.0031639144,0.0033090557,0.00015006117,0.0070379185,0.0012918265,0.001344693,0.010816836,0.0,0.0,0.0024080789
PERM1,6.3978405e-05,0.0007264838,4.5495788e-05,4.7514583e-05,5.3776774e-05,0.0,0.0002278678,0.0,0.002376295,0.0
AL645608.8,0.00045621162,0.0048370194,7.677592e-05,0.00014316822,0.004946874,0.0020787006,0.00022923993,0.0073515004,0.0,0.0022438334
HES4,0.01994583,0.14195965,0.007155878,0.0044002165,0.062603384,0.08146001,0.020914178,0.06994378,0.061209407,0.018790834
ISG15,0.1488035,0.21126828,0.09501906,0.11479778,0.23284741,0.3345116,0.1312208,0.064903185,0.1393118,0.26703432
AL645608.2,0.0001986915,0.0,0.0,0.0,0.00012053629,0.0,0.00041207104,0.0,0.0,0.0
AGRN,0.001418957,0.03222696,0.0009063418,0.0010254747,0.007038798,0.050995886,0.0015494744,0.001369317,0.018358354,0.011093931
AL645608.9,8.038983e-05,0.0001730098,0.0,0.0,0.00023560318,0.0,0.0005973368,0.0,0.0,4.7730715e-05
RNF223,5.492208e-05,0.00048262978,0.00013409102,0.00014793532,0.0,0.0005553797,0.0,0.0,0.0,0.0048919683
C1orf159,0.0025940295,0.00541407,0.00213752,0.0019714334,0.0034035644,0.00676222,0.0026323025,0.004940283,0.0113463905,0.0071549984
LINC01342,0.0,0.0,4.8191203e-05,2.7778342e-05,0.0,0.0,0.0,0.0,0.0,0.0003492559
AL390719.2,9.6021555e-05,0.0,0.00014306775,0.00012114688,0.0,0.0,0.0,0.0,0.0,0.009464792
TTLL10-AS1,5.0033777e-05,0.0,0.0,1.5815374e-05,4.4048826e-05,0.0009718684,0.00033501087,0.0,0.0,0.00021896668
TTLL10,0.0014330857,0.0014268114,0.0013107397,0.0002601638,0.0006593776,0.0078143785,0.008451794,0.0042727166,0.0,0.0015365328
TNFRSF18,0.05731033,0.005585093,0.006019546,0.09405451,0.035457786,0.010397043,0.24504718,0.019491369,0.0013099164,0.002443533
TNFRSF4,0.076787926,0.011308586,0.006210706,0.07346711,0.040832248,0.17063107,0.13887884,0.04282107,0.006972666,0.003660782
SDF4,0.044849392,0.13359568,0.027086185,0.08521801,0.07317631,0.15171492,0.06843295,0.024517626,0.091542125,0.15332949
B3GALT6,0.0030331216,0.010749034,0.00138689,0.0024489556,0.008455709,0.0121009555,0.0038103817,0.00163643,0.0200905,0.0048474213
C1QTNF12,0.000528218,0.0019030254,0.00032789653,0.0006000715,0.0012296067,0.034107853,0.00080571184,0.002149813,0.0045651407,0.0873905
AL162741.1,0.00015400369,0.0,0.0002547173,9.2070084e-05,0.00023921455,0.0,0.0013990789,0.0,0.0,0.00039672013
UBE2J2,0.025240537,0.046080448,0.022726336,0.026134066,0.03134628,0.06644274,0.02897459,0.01735638,0.045836687,0.055739284
LINC01786,0.00038025383,0.0,0.00026289828,0.00021075031,0.00012595397,0.0002443626,0.00046504324,0.0007327727,0.0,6.0745224e-05
SCNN1D,0.00042979297,0.0028810762,0.0003312679,0.00036830103,0.0005573853,0.00084561075,0.00065168,0.0,0.0,0.0044622356
ACAP3,0.0080638835,0.034365073,0.004950784,0.01604021,0.011651603,0.017616596,0.006566538,0.0069434983,0.030593133,0.015910346
PUSL1,0.0075156996,0.016734172,0.0064806473,0.012358634,0.012904557,0.01421633,0.009631909,0.0035720374,0.0064593228,0.024072839
INTS11,0.027168442,0.054563142,0.024012418,0.026610395,0.039314087,0.052259136,0.02650223,0.008993996,0.05460031,0.06995086
CPTP,0.005136708,0.009516229,0.004654397,0.01780697,0.006025307,0.033730105,0.0068312,0.0014172952,0.019256271,0.044067558
TAS1R3,0.00022629109,0.00013463797,0.00054162694,0.010884362,0.0002812526,0.0005002134,0.00015546667,0.0,0.0,0.0016660476
DVL1,0.0020871202,0.012631058,0.0010803407,0.005175105,0.0036793326,0.016570026,0.0015493173,0.0,0.0026422418,0.015779134
MXRA8,0.00026210633,0.22235188,0.00044773237,0.0006985864,0.00048202564,0.0068904907,0.0,0.0,0.22445865,0.00010645842
AURKAIP1,0.08378165,0.1544433,0.090558894,0.16870244,0.16172199,0.17482768,0.09029627,0.055835065,0.14894637,0.3809231
CCNL2,0.025334617,0.070342354,0.020940702,0.029293997,0.030785073,0.08348509,0.027963856,0.018766418,0.044827055,0.047262285
MRPL20,0.10685233,0.18512522,0.089938916,0.1318246,0.1681803,0.19789292,0.109046735,0.062142607,0.18646462,0.21982244
AL391244.3,0.0005235361,0.0023087512,0.0014906605,0.0003845097,0.00082376704,0.0008877741,0.0006734053,0.0,0.0,0.00072959525
ANKRD65,0.00011073278,0.015892,0.00022301078,0.00012744124,0.0029156252,0.06639672,0.0003353301,0.0,0.0071328175,0.00042317953
AL391244.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM88B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01770,0.0,0.0006480628,0.0,5.0187464e-05,0.0,0.0039607077,0.0,0.0,0.0,0.00019167479
VWA1,0.00036260608,0.022765055,0.0003607188,0.00056527613,0.00053967704,0.20187809,0.0,0.0,0.13063398,0.006707187
ATAD3C,0.003219882,0.0020529125,0.0023783513,0.01815031,0.0027132265,0.012892956,0.006370086,0.0049056476,0.0075936303,0.0026442455
ATAD3B,0.0064616557,0.014310389,0.0051497277,0.0053979554,0.009201927,0.01464772,0.009069423,0.002474382,0.013102089,0.017780714
ATAD3A,0.005428455,0.015437694,0.0050081997,0.008421098,0.010574039,0.015152224,0.006774799,0.0069091846,0.008559397,0.032144044
TMEM240,0.0,0.0031733122,6.740376e-05,7.671619e-05,9.086643e-05,0.00027252996,0.0,0.0,0.0,8.5459455e-05
SSU72,0.12712032,0.1413742,0.11639352,0.09896662,0.14588119,0.18310918,0.11658119,0.057094406,0.12311893,0.19743502
AL645728.1,0.0067831343,0.003184927,0.0030510356,0.003969721,0.004233349,0.0031908364,0.011174841,0.003710614,0.0,0.0055053416
FNDC10,0.00012397952,0.0031886462,5.9263177e-05,9.788128e-05,0.0031048076,0.00031775763,0.00016496774,0.0034442688,0.0,0.004849985
AL691432.2,0.0044581825,0.011627339,0.006956537,0.0029698135,0.0068280394,0.008143121,0.005381207,0.0051442,0.02945205,0.00985415
MIB2,0.027362991,0.028735219,0.017186955,0.022511102,0.013872036,0.017401094,0.043388534,0.0046103746,0.019761296,0.04224178
MMP23B,0.0022993246,0.114401646,0.0006430445,0.002419714,0.002780334,0.0012562139,0.012659426,0.0011528219,0.0,0.002697304
CDK11B,0.02517376,0.036314283,0.020559784,0.014281042,0.029594524,0.05602053,0.03194511,0.01759243,0.035581026,0.07651426
FO704657.1,0.0008532302,6.2692365e-05,0.00032130437,0.00057534187,0.0012012201,0.0004979122,0.0011105783,0.0010071216,0.0,0.00083645206
SLC35E2B,0.028195579,0.056197926,0.020279849,0.02223593,0.02034183,0.044583153,0.033470705,0.009049406,0.046281368,0.03560301
CDK11A,0.03539074,0.030070003,0.025550773,0.014724718,0.03514806,0.041240443,0.040085103,0.020722594,0.016533714,0.07177363
SLC35E2A,0.0023067375,0.0046454524,0.002300246,0.0017796428,0.00147329,0.0041902317,0.0026744718,0.0,0.0066460753,0.002639589
NADK,0.0062257377,0.017415434,0.010513646,0.0085731875,0.04075785,0.030405158,0.010506561,0.0029573636,0.0024264732,0.03192535
GNB1,0.045270108,0.120082274,0.03596234,0.025738522,0.12686057,0.18064694,0.06201638,0.04045441,0.07078352,0.12653267
AL109917.1,0.00037640161,0.00038228408,0.00011460972,0.0005331909,0.0,7.110887e-05,0.0003783234,0.0,0.0,0.0015320688
CALML6,5.7765206e-05,0.0,5.043887e-05,0.00019289112,0.0,0.0,0.00014912365,0.0,0.0,0.0
TMEM52,0.0003119904,0.0011444973,0.00034685945,0.012805805,0.00040574142,0.001175271,0.00045659166,0.0,0.002066286,0.010420031
CFAP74,0.0019942273,0.0026236752,0.0018920939,0.0007757155,0.0016506441,0.004222856,0.002506044,0.0,0.001971161,0.0028273875
AL391845.2,0.0022051516,0.00072822603,0.0010770375,0.0007167195,0.0018714208,0.0051688277,0.0039756317,0.0028718598,0.002029763,0.001035327
GABRD,2.569405e-05,0.0010624592,3.744403e-05,0.0,0.0,0.008084904,0.0,0.0,0.0,0.0
AL391845.1,6.49399e-05,0.0,0.0,0.00012828293,0.0,0.0,0.0,0.0,0.0,0.00026623014
PRKCZ,0.009365793,0.007452549,0.00692345,0.006071319,0.005659102,0.0213984,0.011135219,0.004036193,0.014944263,0.05519102
AL590822.2,0.007954965,0.0063467254,0.0065743863,0.003064039,0.007746509,0.0097701745,0.010609739,0.004939992,0.009811733,0.0036846274
PRKCZ-AS1,0.00019730083,0.00045606733,0.00019623757,0.0,6.263644e-05,0.00030665417,0.0001906516,0.0,0.0,0.0
FAAP20,0.079180904,0.18178752,0.09702974,0.072754726,0.1558879,0.14623718,0.08109823,0.047770552,0.1349369,0.11213156
AL590822.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKI,0.01591852,0.07260489,0.010333256,0.003964499,0.015884431,0.06947119,0.024789466,0.014768575,0.04627822,0.014566304
MORN1,0.0017381326,0.004720118,0.0025170536,0.0019649614,0.0013070109,0.003084939,0.0042147767,0.0,0.0026248118,0.004852653
RER1,0.059532534,0.13871682,0.048122793,0.100981355,0.112998486,0.11913259,0.06789474,0.04443157,0.07989331,0.2076155
PEX10,0.0038841069,0.014577217,0.006698274,0.009767089,0.008502989,0.016039252,0.008698085,0.0025635026,0.030636905,0.020263933
PLCH2,0.0030341984,0.00020247002,0.003680555,0.0018635822,0.00032948633,0.00018577129,0.0052096792,0.0,0.0,0.0010804667
AL139246.1,8.2991224e-05,0.0,0.0001151872,6.2162886e-05,0.0,0.0,0.0,0.0,0.0,0.0
AL139246.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANK4,0.003184861,0.008710357,0.0018505214,0.0021463009,0.0034566985,0.007085891,0.0030814759,0.0,0.0022695344,0.0053290464
HES5,0.0,0.0007204703,0.0,7.069446e-05,9.034702e-05,0.0025286193,0.0,0.0,0.0,0.0005328617
AL139246.5,0.023222903,0.010289507,0.034809213,0.009743351,0.045683205,0.012218066,0.020384153,0.011015544,0.0015694968,0.010178788
TNFRSF14-AS1,0.008463589,0.0034149867,0.012626057,0.017461723,0.010926236,0.014476676,0.020283252,0.017328246,0.003214869,0.055899613
TNFRSF14,0.0874592,0.055525877,0.13921699,0.07589846,0.15139809,0.10801232,0.059960492,0.05042675,0.04081197,0.15386817
AL139246.3,0.0020178992,0.0,0.0022472488,0.0014464606,0.0010177416,0.0024311792,0.00019139568,0.0,0.0,0.0032565156
FAM213B,0.0038281216,0.009226403,0.0024855894,0.0038350187,0.007329917,0.029188873,0.005245028,0.0017877547,0.014155334,0.05203347
MMEL1,0.000611174,0.00046135293,0.00020448476,0.00013562845,0.00066663197,0.007158946,0.0,0.003993736,0.0,0.01720337
AL831784.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0003519285,0.0,0.0,0.00038083625
TTC34,0.0008728072,0.0029891965,0.0005453533,0.00027713654,0.0013185907,0.00070423965,0.0021441376,0.0012558096,0.0,0.0006852266
AL592464.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL592464.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00982,0.0,0.00038774475,0.0,0.0,0.0003952791,0.005207632,6.229103e-05,0.0,0.01898379,0.0014531957
PRDM16,7.730732e-05,0.0020539518,3.4572462e-05,8.320418e-05,0.0007914728,0.010444299,0.00033408895,0.0,0.033402067,0.0022176746
AL008733.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043119647
AL590438.1,0.0,0.0,0.0,1.5348101e-05,0.00056492194,0.0,0.0,0.0,0.0,0.00043570576
ARHGEF16,0.0002609325,0.0008872279,0.00012131509,0.0007517539,0.0003064105,0.00097557367,0.0,0.0,0.009116505,0.052042566
AL512413.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029990947
MEGF6,0.002502303,0.012084654,0.000799831,0.00039835568,0.0015145371,0.010564724,0.0011656168,0.0017116576,0.08338575,0.0011292717
AL513320.1,0.00049015705,0.0014592838,0.00033486754,0.0004702666,0.0,0.0008061616,0.0009855102,0.0013600179,0.002365442,0.00039407366
TPRG1L,0.004597292,0.010530136,0.004181668,0.0048250766,0.0062367558,0.026916228,0.0047884183,0.0016117232,0.008516506,0.031886507
WRAP73,0.012477495,0.015594244,0.012532509,0.00938327,0.012163929,0.020776024,0.01326953,0.003695425,0.02063003,0.028862925
TP73,0.00029862142,0.00037123277,9.9592144e-05,0.0010709984,9.8113574e-05,5.53072e-05,0.0,0.0,0.0,0.00070834963
AL136528.1,1.3655287e-05,0.0,4.5505192e-05,0.0002559644,0.0,0.0,0.0,0.0,0.0,0.00020578619
AL136528.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM1,0.003479352,0.01110834,0.00553181,0.022643939,0.0049722283,0.0025698736,0.01251973,0.1580226,0.009742642,0.0032533077
LRRC47,0.014114509,0.032413196,0.011574368,0.014590087,0.017154085,0.03954651,0.020344764,0.010623047,0.020884648,0.03869818
AL365330.1,4.3393215e-05,0.0,7.21091e-05,4.7333164e-05,0.0,0.0,0.0004234346,0.0,0.0,0.0
CEP104,0.014633229,0.022358783,0.011885309,0.008849136,0.016868027,0.03832415,0.013838651,0.004269345,0.014878285,0.020088684
DFFB,0.0032586774,0.0033271785,0.0028595168,0.0020057878,0.0024052882,0.0053709797,0.0027976478,0.0031590452,0.0019421111,0.0056770756
C1orf174,0.015928965,0.020112352,0.016120927,0.009002709,0.024795188,0.025722943,0.025571002,0.0065657445,0.0066725146,0.03343555
LINC01134,0.0009788868,0.00085163314,0.00053787004,0.0004327953,0.00035533335,0.000704657,0.0012159242,0.0011735109,0.0,0.0018510029
LINC01346,1.4153568e-05,0.00029440774,0.0,0.0,0.00017777234,0.0,0.0,0.0,0.0,0.0
LINC01345,0.0,0.00051796634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z98747.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJAP1,7.2230505e-05,0.0027398204,0.0,0.00030635414,0.0,0.00093545683,0.0,0.0,0.0,0.0
AL691497.1,0.0,0.0,6.245409e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z98259.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL365255.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPHP4,0.0010724625,0.0032564271,0.00082483416,0.0010164424,0.0036417744,0.00485247,0.0009080144,0.0,0.0,0.003860967
KCNAB2,0.024476148,0.006760849,0.012543743,0.008190513,0.04509794,0.004993009,0.024218254,0.005972541,0.008622023,0.0018606606
CHD5,3.8021702e-05,0.0003189932,6.519108e-05,0.0001053926,0.00010529668,0.0003207019,0.0,0.0,0.0,0.00026164408
RPL22,1.1087705,0.96273726,1.2512845,0.59968585,1.1037147,0.9871342,1.0619488,0.74343324,0.6241472,0.85925514
AL031847.1,7.307752e-05,0.00017542306,0.0,0.00071447593,0.00018014525,0.00012430616,0.00046064128,0.0,0.0,0.0017871135
RNF207,0.0036454683,0.0058473037,0.0008632175,0.0051698396,0.0076444168,0.016537916,0.014704877,0.001354799,0.0,0.013638901
ICMT,0.0093314145,0.041453958,0.0049730167,0.0067023556,0.016997656,0.042545203,0.013637099,0.005654292,0.01546959,0.04091908
LINC00337,0.00063260103,0.0,0.0002622922,0.00045835195,0.0013853711,0.0006759126,0.00043716136,0.0,0.0,0.0012582451
HES3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR153,0.00019788454,0.0073055727,0.0,0.0002374941,0.004223254,0.00069030613,0.00092292315,0.0054573966,0.007355572,0.01125442
ACOT7,0.011318288,0.022061786,0.0021309557,0.0026634382,0.02090553,0.030129235,0.016508343,0.14253557,0.014051219,0.1489113
AL031848.2,0.0022467785,0.00079787336,0.00060424785,0.0007357549,0.0009091122,0.0028232592,0.0017636439,0.0,0.0027271374,0.0020670332
HES2,0.0021265338,0.0017594249,0.0018781263,0.0016434902,0.0011095487,0.0031761322,0.0036724894,0.0,0.0,0.012492041
ESPN,0.0012683808,0.00019037868,0.00029100824,0.0004549096,0.00073314644,0.0006330751,0.0073618013,0.0,0.026693331,0.14249021
AL031848.1,0.00011199227,0.0,0.0,0.0,7.601871e-05,0.0,0.0003553117,0.0,0.0,0.00020633251
TNFRSF25,0.05076912,0.003389574,0.0039018553,0.0039327764,0.0075140754,0.023006469,0.12799609,0.0029259531,0.00909068,0.014291578
PLEKHG5,0.00065866753,0.001878756,0.00023089252,0.0005969656,0.0001934863,0.020565463,0.0004193476,0.0,0.0,0.0033199112
NOL9,0.012461173,0.019729992,0.008945524,0.0067778733,0.011471602,0.029932652,0.023738474,0.012744929,0.034430392,0.016429875
TAS1R1,0.0,0.0,0.0,0.00016859142,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB48,0.008586592,0.009956935,0.0075844685,0.0053658946,0.01471045,0.014822065,0.009480701,0.010749228,0.012998225,0.017238367
KLHL21,0.004873668,0.022486532,0.002416633,0.0059386618,0.009649104,0.009261959,0.004771744,0.0013565312,0.014998311,0.011798666
PHF13,0.0016547764,0.010356935,0.0020920339,0.0017614939,0.0023758179,0.008009861,0.0018911288,0.0028884236,0.010232147,0.0038242072
THAP3,0.005538551,0.017673135,0.00587859,0.009384533,0.010207473,0.020174043,0.008111626,0.00081151107,0.018206727,0.0133882705
DNAJC11,0.003216466,0.011522506,0.0030900687,0.0037722357,0.005630844,0.011090984,0.0059738527,0.0020152128,0.002061755,0.019319672
LINC01672,0.002618253,0.0015007389,0.0020545025,0.0014733508,0.0014715726,0.0018603542,0.0033896812,0.0007555408,0.0024546548,0.0011213339
CAMTA1-DT,0.00020310377,0.00059441855,0.0003259758,0.0006429606,0.0006291036,0.0009177037,0.0004150362,0.0,0.0013410174,0.0015267034
CAMTA1,0.06396272,0.19003448,0.060130805,0.07422842,0.17138806,0.2655535,0.08898621,0.07170288,0.20884632,0.27552897
AL512330.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z97987.1,0.0,0.0,0.0,0.0,0.0,0.0001447711,0.0,0.0,0.0,0.0
AL365194.1,0.0,0.0,0.0,0.0,0.0,0.0020282369,0.0,0.0,0.0,0.0
AL359881.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL359881.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.563774e-05
AL359881.1,0.0,0.0,6.2506566e-05,0.0,0.00014612326,0.00015760637,0.0,0.0,0.0018778637,8.034838e-05
VAMP3,0.017086307,0.067374945,0.01501825,0.014249383,0.05901477,0.1654297,0.02614576,0.020092849,0.08527468,0.074703805
PER3,0.0032324903,0.04859065,0.0020154081,0.0018557953,0.010899426,0.045875136,0.0035345205,0.009074717,0.06823647,0.017674
Z98884.1,0.00027416876,0.0,0.00019529724,0.00019385119,0.00070363336,0.00028494067,0.00015993818,0.0,0.0,0.00011460107
UTS2,0.0032912144,0.00045574328,0.0009096598,0.0009541524,0.0011707763,0.0003298071,0.0016160639,0.033880174,0.0020302457,0.0023095899
TNFRSF9,0.024322389,0.0038925305,0.0025676202,0.001933653,0.01942195,0.007893525,0.010868275,0.04547708,0.005342077,0.0018739806
PARK7,0.19893098,0.37125868,0.16968578,0.19188088,0.30852896,0.30993202,0.20879608,0.10694313,0.2904376,0.29465938
ERRFI1,0.012221418,0.10273454,0.0030497664,0.0030683295,0.00839566,0.06572006,0.0085315285,0.0036869645,0.00451515,0.17173263
AL034417.2,0.0005170865,0.00337256,0.0,0.00011008847,0.00052861555,0.0058174594,0.0002885659,0.0,0.0,0.0041307765
LINC01714,0.0,0.0,0.0,1.0385445e-05,0.0,0.0,0.0,0.0,0.0,0.0
AL358876.2,0.0,0.0,0.0,0.0,0.00056097715,0.0,0.0,0.0,0.0,0.0
SLC45A1,0.0007165289,0.0052154837,0.00026185426,0.00013575886,0.00017349585,0.008496624,0.0,0.0,0.0018882747,0.0003289851
RERE,0.019225098,0.06747168,0.034814518,0.012162318,0.0419555,0.08375252,0.051225126,0.029709293,0.05302545,0.050073892
AL096855.1,0.00068257883,0.00040370566,0.0011076947,6.56731e-05,0.000371835,0.00033333336,0.0,0.0,0.0,0.000583173
AL357552.2,0.00015877355,0.00020162995,0.0,0.0,7.0480775e-05,0.0,0.00051218073,0.0,0.0,7.858438e-05
ENO1,0.20847218,0.26010796,0.17108814,0.08793774,0.41197577,0.25554115,0.27268293,0.10670127,0.28516373,0.46098778
ENO1-AS1,0.002483994,0.0014939771,0.001666743,0.00225509,0.0020876802,0.0014946223,0.0025060407,0.0,0.0043500066,0.0012555072
CA6,0.00039683605,0.0003198101,0.0001605643,4.7246664e-05,7.476608e-05,0.0004537985,0.00036298836,0.0,0.0016915157,0.00010404456
SLC2A7,0.0,0.0,0.0,2.0464755e-05,0.0,0.00016667366,0.0,0.0,0.0,0.0009797884
SLC2A5,0.00015573064,0.0032810178,0.0068503367,0.0106411725,0.0026674815,0.00043864007,0.0006382057,0.0025781847,0.0,0.06608099
GPR157,0.0028875107,0.005351562,0.0030665149,0.0013852313,0.042965762,0.0077308365,0.0044801137,0.0026891509,0.0051474674,0.006085367
MIR34AHG,0.0003404294,0.0019795422,0.00016077638,0.0014473588,0.002768283,0.00076406,0.00023803474,0.0,0.0,0.00066257984
LINC01759,0.00040824845,0.0017121978,6.807751e-05,0.0004201542,0.000767684,0.0017584902,0.0,0.0006270027,0.0,0.00078326877
H6PD,0.010034922,0.051473122,0.0075465776,0.0053392164,0.01986436,0.05221688,0.015125213,0.009315457,0.018195746,0.021205688
SPSB1,0.0036713097,0.061220866,0.0028867926,0.0034781832,0.0036912635,0.028657898,0.0062501077,0.0054449695,0.03640408,0.040277727
AL928921.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A33,0.010017004,0.035385877,0.021392874,0.009885796,0.043134604,0.03629933,0.026398618,0.010214162,0.012065561,0.061111473
TMEM201,0.0012811593,0.0077456096,0.0006904331,0.00093048374,0.002906391,0.0052551734,0.0024679208,0.0008160576,0.0094419,0.003730442
PIK3CD,0.01748544,0.0025175186,0.011380137,0.0014543219,0.017999114,0.0023930126,0.029338786,0.0072436305,0.0026868067,0.0012048758
PIK3CD-AS1,0.00018959434,0.0,0.00040779894,0.0,0.00021077156,0.0,0.00023103676,0.0,0.0,0.0
PIK3CD-AS2,0.0007793635,0.006649416,0.002761809,0.022530293,0.0012260588,0.0010336852,0.00067527936,0.0024511167,0.0021368945,0.00041171606
CLSTN1,0.019811636,0.06689532,0.0114508625,0.010517917,0.021154448,0.07443412,0.01868785,0.0093725175,0.06260969,0.04519334
CTNNBIP1,0.01375967,0.030305333,0.010468307,0.013202931,0.053732004,0.08083745,0.027608657,0.019299928,0.023604836,0.06367187
AL357140.1,6.268211e-05,0.0,4.645141e-05,7.3472843e-06,0.0004195155,0.0,0.00016973002,0.0,0.0,0.00024968322
LZIC,0.021826573,0.03139906,0.011722464,0.008332052,0.03325096,0.033231337,0.023291616,0.014811946,0.03040996,0.053316053
NMNAT1,0.00895519,0.016597372,0.009342204,0.005107424,0.01085735,0.027440947,0.014673899,0.0034491934,0.0068087038,0.022734802
RBP7,0.0007846695,0.001945254,0.00036968975,0.0007358729,0.018414175,0.29190436,0.002188849,0.0013403702,0.07396,0.001129148
UBE4B,0.016101396,0.022065843,0.012738988,0.012499218,0.015370793,0.025041979,0.016824558,0.0068218797,0.020994598,0.021524064
KIF1B,0.008574001,0.045121636,0.0060141007,0.007306068,0.0398375,0.053236477,0.01357752,0.01357239,0.1044857,0.03984382
PGD,0.00928278,0.03485831,0.0131971575,0.01569117,0.088097416,0.025910687,0.015134011,0.017202688,0.010245824,0.08488628
AL139424.1,0.00016251435,0.0,6.0882652e-05,5.0181345e-05,0.0,0.0,0.00021418498,0.0,0.0,0.00013485638
CENPS-CORT,0.00020965973,0.00024972216,0.00012518308,0.00018023032,0.00025255224,0.00076849404,0.00018894277,0.0,0.0,0.0008332524
CENPS,0.0030768139,0.008996392,0.003160697,0.0036678046,0.0060042734,0.018910017,0.004314568,0.0049406528,0.0063628624,0.025646748
CORT,4.4554214e-05,4.1469233e-05,4.8522736e-05,0.000111654794,0.0,0.0191836,0.0,0.0,0.0,0.0003928721
