,T Lineage,Fibroblast,B Cell,Plasma Cell,Myeloid Cell,Endothelial Cell,ILC,Mast Cell,Glial Cell,Epithelial Cell
LAP3,0.026417034,0.11575082,0.031006731,0.05255493,0.24002294,0.19515927,0.037753414,0.019034958,0.08256012,0.10078277
AC006160.1,0.00042789493,0.0,0.0003421894,0.00029011522,0.0006565507,0.000319571,0.00034825338,0.0,0.0,0.00010526793
MED28,0.08402038,0.10471938,0.10165078,0.04392318,0.11300718,0.10478656,0.10607365,0.06636836,0.07587878,0.07730296
FAM184B,0.016651765,0.014395596,0.02131617,0.0047556246,0.008271691,0.015753392,0.017596934,0.023022728,0.036337692,0.0029098082
DCAF16,0.02208311,0.022702653,0.014665757,0.014039308,0.01650478,0.022467922,0.026067913,0.008931094,0.026255008,0.01868906
NCAPG,0.0014328186,0.0020927037,0.00093781285,0.000727634,0.0021598476,0.00024169234,0.0023497683,0.0015303547,0.0,0.012654094
LCORL,0.0065799905,0.01964383,0.0113514,0.020113211,0.019553926,0.033205956,0.007049475,0.0031974379,0.0034374075,0.040250883
AC093871.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02438,1.6602331e-05,0.0,8.436543e-05,4.6305162e-05,0.0,0.0,0.0,0.0,0.0,3.5156114e-05
AC024230.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC110767.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLIT2,0.00016026727,0.061930444,0.00013902983,8.136764e-05,0.00029645694,0.00014040971,0.0,0.0,0.10014677,0.0002563983
PACRGL,0.0053544743,0.014257307,0.004390024,0.002040235,0.004548852,0.012653169,0.0047184583,0.0016200065,0.02217105,0.012613614
KCNIP4,5.622606e-05,0.0005064225,0.0,0.0,0.0,0.0,0.00015466177,0.0,0.035635807,0.001999313
AC097505.1,4.410397e-05,0.0,6.3073654e-05,0.0,7.1694376e-05,0.00040718072,0.0,0.0,0.0032921613,4.622911e-05
AC110296.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096576.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096576.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNIP4-IT1,5.192716e-05,0.0,0.0,0.0,6.694398e-05,0.0,0.0,0.0,0.0,9.0716916e-05
AC096719.1,0.0,0.0,0.0,0.0,8.421215e-05,0.0,0.0,0.0,0.0,0.0
ADGRA3,0.0019325804,0.032543924,0.0013699969,0.0009388345,0.005210414,0.005979112,0.0040357853,0.0053492165,0.0069870874,0.01842816
AC097512.1,1.1589105e-05,0.0,1.1947741e-05,3.9389495e-05,0.0,0.0,0.0,0.0,0.0,6.996235e-05
AC114912.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092440.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093607.1,3.7462192e-05,0.0,0.0,0.00011482204,6.0938906e-05,7.347574e-05,0.0,0.0,0.0,0.016893646
ERVH-1,0.0,0.0,0.0,1.2681612e-05,0.0,0.0,0.0,0.0,0.0,2.8410754e-05
PPARGC1A,0.00011122858,0.0017405108,5.196054e-05,0.0010417135,8.863999e-05,8.716378e-05,0.0,0.0042983945,0.0,0.025205472
AC092834.1,4.119381e-05,0.00025755787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048348582
DHX15,0.030793533,0.056613866,0.032495257,0.014929849,0.05002105,0.087586224,0.040247086,0.018787045,0.043479685,0.08575463
LINC02473,0.00015539306,0.000329398,0.0,0.00012729729,0.0,0.00050535135,0.0,0.0,0.0029781698,0.00017759611
SOD3,0.00047510868,0.33737218,0.00056697254,0.0012016221,0.0015011885,0.041335836,0.00041544338,0.0,0.014171767,0.012262162
CCDC149,0.00011152906,0.009993364,4.0979794e-05,0.0009633541,0.00398379,0.021773871,0.0014808031,0.0,0.019976916,0.009399391
LGI2,0.0,0.005909233,6.637499e-05,3.495944e-05,0.0,0.0034315258,0.0,0.0,0.0058295783,0.0
SEPSECS,0.004626477,0.00817246,0.0031263547,0.0030216791,0.005570141,0.019296167,0.0034719647,0.0024499062,0.012691561,0.018335197
SEPSECS-AS1,0.005224228,0.0030408243,0.004448318,0.005365454,0.0037463014,0.00630996,0.0041580005,0.0056385896,0.0015873736,0.008077376
AC104662.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104662.1,4.9867187e-05,0.0,0.00020317885,0.0,0.0,0.0,0.0,0.0,0.0,4.700378e-05
PI4K2B,0.005735098,0.00674697,0.004704327,0.007841374,0.009689717,0.010997847,0.008138319,0.0024663073,0.007221046,0.028948229
ZCCHC4,0.0049435855,0.007972651,0.005358614,0.0027511881,0.0034979994,0.0065746335,0.0032315154,0.0021990861,0.004075651,0.008361544
ANAPC4,0.015721686,0.02226832,0.011164607,0.0066275625,0.01307465,0.0239762,0.01523094,0.010511965,0.022725398,0.018705713
AC092436.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630329e-05
SLC34A2,5.57206e-05,0.0,0.00011992176,0.0,0.0,0.0,0.0,0.0,0.0,0.0064792475
SEL1L3,0.0248509,0.01008776,0.11753232,0.12833604,0.07068103,0.025984965,0.02549429,0.004910949,0.009253541,0.055822756
AC092436.4,0.00036814128,0.00035846556,0.0032514306,0.00073793443,0.0008626039,0.0,0.0,0.0,0.0,0.00023459125
SMIM20,0.03810833,0.08320543,0.051047616,0.052991703,0.08433646,0.03773837,0.03225846,0.016870316,0.0469033,0.12711388
AC133961.1,4.726421e-06,0.0,9.5701034e-05,0.00086651027,0.0,0.00017752031,0.0,0.0,0.0,0.00014990891
RBPJ,0.10799202,0.16627342,0.043322403,0.038243994,0.210746,0.12422496,0.16745335,0.032513563,0.1217729,0.071857005
CCKAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D19,0.016726961,0.015060738,0.004049925,0.0026842344,0.0024462428,0.016494647,0.010437544,0.005195873,0.013224312,0.004118725
STIM2,0.040195998,0.039820794,0.041335844,0.027031358,0.03815415,0.08129866,0.04395416,0.011641952,0.01519235,0.031828616
AC106047.1,0.0014964567,0.0011394952,0.0006355251,0.0022155175,0.0008047074,0.0029568472,0.0018149621,0.0014285423,0.0,0.0014259231
AC024132.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC024132.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02261,8.134395e-05,0.0,6.4591404e-05,1.5272662e-05,0.0,0.00041635995,0.0005709493,0.0,0.0,0.0
AC024132.3,4.2151474e-05,0.0,0.0,0.0,0.0,0.0,0.0003389993,0.0,0.0,0.0
AC007106.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC109588.1,0.0,0.0,0.0,1.9196235e-05,0.0,0.0,0.0,0.0,0.0,0.0
AC097480.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC068944.1,4.2443895e-05,0.0,0.0,3.4833974e-05,0.0004349347,0.0,0.0,0.0,0.0,1.5859116e-05
AC109349.1,0.0,0.0,0.0,0.0,6.214504e-05,0.0,0.0,0.0,0.0,0.0
LINC02472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDH7,0.00015207466,0.20479186,0.00013195074,0.00020085016,0.00041037193,0.0090583665,0.0005366072,0.0,0.0,0.0012603867
AC097716.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC104071.1,6.6445114e-05,0.00025506984,0.0,9.181567e-05,0.00011215027,0.0,0.0,0.0,0.0,0.00013762011
LINC02501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02506,1.4700166e-05,0.0,6.5506494e-05,7.628203e-05,0.00013423996,0.0,0.0002684328,0.0,0.0,0.00012762255
LINC02353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC097535.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016687.3,3.396099e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016687.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093689.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAP2,0.08110924,0.011086727,0.041374583,0.0047986354,0.033592265,0.022523306,0.07789656,0.002760379,0.060488373,0.024450004
AC104078.1,0.0017897504,0.0,0.0006793419,5.485795e-05,0.00057946175,0.00010301046,0.0005252436,0.0,0.004506929,0.00022388651
DTHD1,0.06381145,0.0017644035,0.0020217176,0.0025438645,0.0040332964,0.0038932452,0.054204267,0.0050747474,0.0024841654,0.0015496926
AC104078.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02505,0.0,0.0,0.0,0.0,0.0,0.0,0.00019793355,0.0,0.0,0.0
AL136537.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9474212e-05
NWD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036804363
C4orf19,0.00030734396,0.00016152952,0.00019211441,0.00024473027,0.00042239012,7.347574e-05,0.00038644095,0.0004551736,0.0,0.07058781
AC027607.1,0.0006171047,0.000666676,0.0,0.00012985707,0.00039163782,0.0011148172,0.0006565686,0.0,0.0,0.00031850763
RELL1,0.0031635026,0.0055809463,0.0002942844,0.0012297124,0.00566437,0.020519983,0.0051530274,0.0,0.0057891654,0.005751437
PGM2,0.0102127185,0.014544257,0.008188293,0.004642789,0.0275161,0.038359076,0.020690348,0.005944657,0.011072139,0.023374591
TBC1D1,0.028589718,0.037642706,0.03534035,0.012711125,0.055690337,0.11163992,0.03232487,0.0055464455,0.012528547,0.024996575
PTTG2,0.0007564224,0.0007863415,0.0007291639,0.00037727103,0.00065279123,0.00022704725,0.00042494907,0.0,0.0,0.0015013927
AC098680.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02513,1.908219e-05,0.0,0.0,0.0,0.0008897392,0.0,0.0,0.0,0.0,0.0
LINC01258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1043135e-05
LINC01259,2.3135883e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC021860.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.255359e-05
KLF3,0.0462031,0.056631394,0.05304751,0.018602496,0.06871826,0.12132163,0.052440412,0.023170987,0.09024552,0.22389746
TLR10,0.0005810308,0.00072680303,0.041741725,0.0017037378,0.016729439,0.0020238075,0.0006316662,0.0007423668,0.0,0.00048152535
TLR1,0.0021593568,0.0008034945,0.011364093,0.0054312856,0.017497398,0.0015854319,0.005910233,0.0,0.0042057782,0.0017272297
TLR6,0.0014390856,0.0019991994,0.009293255,0.0034226442,0.009692302,0.0027055752,0.00568928,0.0031184813,0.0,0.0010745692
FAM114A1,0.0004787175,0.13095723,0.0007850084,0.008307248,0.00515177,0.06294534,0.0062051914,0.004462157,0.07580593,0.06471207
TMEM156,0.043612964,0.0064721317,0.09267667,0.04510331,0.024353547,0.0067092427,0.06518396,0.0030108942,0.007899619,0.0028141788
KLHL5,0.01632749,0.051878396,0.027625008,0.018459013,0.049573395,0.10218818,0.040886827,0.008938072,0.025570108,0.006500791
AC079921.1,0.0,0.0,0.0,4.3051332e-05,0.0,0.0,0.0,0.0,0.0,0.0
AC079921.2,3.1410666e-05,4.1469233e-05,3.7618454e-05,0.0,9.501658e-05,0.0,0.00016050808,0.0,0.0,0.0
WDR19,0.0023739587,0.010055187,0.0027473525,0.0037006314,0.0026333567,0.011180089,0.0024444994,0.0031286383,0.01755033,0.0022393872
RFC1,0.05304218,0.066837996,0.05076308,0.041570827,0.046767794,0.10681304,0.07470218,0.023172077,0.06516504,0.06758623
KLB,0.0012838735,0.0005787969,0.0012647879,0.0013637556,0.0015114503,0.0027798612,0.0015329221,0.0011879511,0.0045593805,0.0036009324
RPL9,1.5329517,1.1955286,1.7095206,0.91751367,1.3807633,1.2443701,1.480973,1.0478101,0.9679906,1.1732363
LIAS,0.011558253,0.016760685,0.013666407,0.007878186,0.013721505,0.019994538,0.011576853,0.005347918,0.010266757,0.027668871
UGDH,0.0059117996,0.08741358,0.0067098304,0.008813128,0.010736768,0.021083301,0.017641373,0.0047740764,0.04022334,0.108996995
UGDH-AS1,0.00044398176,0.002329682,0.0007712837,0.0020035408,0.0013918059,0.003186017,0.0018307987,0.0,0.0021418608,0.0050835027
SMIM14,0.021605352,0.13031907,0.38693014,0.038466826,0.09675778,0.10754429,0.04758442,0.051785145,0.12559006,0.14063849
AC108471.2,0.00026433292,0.0019365208,0.00080354133,0.0008546045,0.0021680198,0.0012761574,0.00045005442,0.0,0.002148529,0.0025415928
UBE2K,0.059552275,0.071437284,0.050900396,0.03625826,0.090173274,0.09628095,0.060154963,0.032299865,0.05431465,0.12296405
PDS5A,0.041790135,0.058344435,0.03667609,0.019055441,0.059766468,0.06639998,0.049514517,0.022265244,0.027840225,0.054148983
N4BP2,0.033437498,0.028257089,0.014194554,0.021789743,0.043263197,0.016412148,0.040147904,0.009512742,0.006680382,0.017342763
RHOH,0.2784106,0.014746997,0.3801507,0.117917135,0.09624191,0.022236554,0.17839685,0.33555487,0.018862562,0.010772534
AC095057.2,8.60223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02265,0.000852761,0.0,0.00019300959,0.00022112794,0.00073805207,0.0,0.000192399,0.0,0.0,0.00010425962
CHRNA9,2.853403e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM47,0.0013601987,0.0032382458,0.0059695733,0.01929282,0.11585132,0.0017006969,0.00088504865,0.0040412713,0.003026711,0.18591635
AC098869.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSUN7,0.00012253241,0.0011378572,0.0046925903,0.00033555517,0.009000122,0.00040235367,0.0021084524,0.0,0.0,0.011810099
APBB2,0.00030283286,0.027409647,0.0054364833,0.00046455284,0.0038021032,0.06419943,0.00046825552,0.0,0.024222778,0.012661559
AC131953.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCHL1-AS1,0.00011822258,0.0,7.094629e-05,0.0,0.0,0.0,0.0002578571,0.0,0.0,0.0
UCHL1,3.701926e-05,0.02144251,0.0006516189,0.00788849,0.0004360528,0.0020170254,0.0,0.0,0.07742636,0.0003797649
LIMCH1,0.0005969807,0.05117415,0.00090527715,0.0005808857,0.013318767,0.27254024,0.0002532179,0.0,0.07989692,0.011124693
AC105389.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHOX2B,0.0,0.0,0.0,0.0,0.0,0.00025977872,0.0,0.0,0.0,0.0
AC105389.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC105389.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00682,0.00025683496,0.0003458853,0.0002537967,0.00012941209,7.520942e-05,0.00017623631,0.0,0.0,0.0,0.00013040469
AC108210.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017732795,0.0
TMEM33,0.025371352,0.034626238,0.017884785,0.021412112,0.05003627,0.045060083,0.026352711,0.0115862815,0.044562254,0.0718048
DCAF4L1,0.00029173176,0.0005006596,0.0003438126,0.00028304892,0.00040019114,8.990822e-05,0.0,0.0,0.0,0.00034362206
AC106052.1,0.00031778964,0.0006215967,0.00013886936,2.5213754e-05,0.0,0.0,0.00030796923,0.001237384,0.0,8.273375e-05
SLC30A9,0.016518462,0.03642521,0.011865547,0.013115686,0.02256982,0.032748654,0.019154333,0.0144812,0.028231049,0.06182383
BEND4,0.0007602131,0.00466149,0.0042276173,0.0011835538,0.00044547836,0.0006107986,0.0012421105,0.0,0.0,9.294447e-05
AC024022.1,0.00011039401,0.0,0.00012636965,1.6485721e-05,0.0,0.0004443199,0.0,0.0,0.0,0.0
SHISA3,6.773126e-05,0.022535874,5.3830823e-05,0.0003806469,7.088494e-05,0.0007262248,0.00039090266,0.0,0.0,0.00059054804
ATP8A1,0.04424634,0.0057943054,0.025795925,0.010456874,0.011822881,0.020143677,0.04841067,0.000772239,0.017200155,0.03364772
AC096734.2,0.00025368098,0.0,9.1329435e-05,0.00026319554,6.969354e-05,0.00011214869,0.0001291938,0.0,0.0,3.815296e-05
AC096734.1,0.0002777198,0.0,0.0,2.5137297e-05,9.883792e-05,0.00015335921,0.00020530619,0.0,0.0017411163,0.0
GRXCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.00026464116,0.0,0.0,0.0
AC111198.1,1.5044128e-05,0.0,0.0,4.3360753e-05,0.0,0.0,0.0,0.0,0.0,0.0
LINC02383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC110799.1,1.6983086e-05,0.0,3.260813e-05,1.8442504e-05,0.0,0.011145641,0.0,0.0,0.0,0.0
LINC02475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD8,0.0,0.0,0.0,4.290988e-05,0.0,0.00058511534,0.0,0.0,0.0,0.0
YIPF7,2.1844988e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUF1,0.007356998,0.011130801,0.007800125,0.004059473,0.011718508,0.017923696,0.01004899,0.0019229703,0.014082634,0.018325899
GNPDA2,0.012436589,0.026464917,0.015486031,0.005056157,0.006818256,0.02506741,0.019789992,0.008811969,0.01958221,0.010931214
AC096586.2,5.042044e-05,0.0,0.00015543895,0.0,7.9073914e-05,0.0005732376,0.00023397745,0.0,0.0,3.5842975e-05
AC096586.1,0.000416093,0.0005692085,9.253827e-05,0.00013130328,0.00058926834,0.0006814449,0.00029483245,0.0,0.0,0.00036433488
AC108467.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRG1,0.0,0.0029878456,0.0,0.0,0.0,0.0011384423,0.0,0.0,0.0,0.0
GABRA2,7.703956e-05,0.016875237,3.4572462e-05,0.00019514533,0.0,0.001957798,0.0,0.0,0.015531677,0.014330163
AC095060.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX7B2,9.5242394e-05,0.0,0.00013351244,0.0,0.00016219616,0.00018258305,0.00034154652,0.0,0.0,0.0005488784
GABRA4,0.0,0.0010595964,0.0,0.0,0.0,8.990822e-05,0.0,0.0,0.0,0.0018105969
GABRB1,4.2305208e-05,0.00036459358,0.0,0.0,0.00021490686,0.0,0.0,0.0,0.0,0.00031653087
COMMD8,0.057757292,0.03984476,0.04816917,0.017474817,0.0910968,0.04631947,0.06833089,0.021233032,0.044593763,0.06836062
ATP10D,0.010140914,0.03881299,0.018583506,0.0089437775,0.024152922,0.032164965,0.02598072,0.0021241046,0.034487765,0.010206758
AC107398.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORIN,0.0006759388,0.00090629986,0.00093692716,0.006635146,0.00083294,0.0007501656,0.0012284952,0.0,0.004780041,0.0010055257
AC107068.2,7.6031506e-06,0.0,0.0,3.5281297e-05,9.1380745e-05,0.0,0.0,0.0,0.0,0.0
AC107068.1,0.0002655268,0.0042821486,0.0005249753,0.00061293185,0.00032239605,0.00094417017,0.00025596927,0.0,0.004101008,0.0016606228
NFXL1,0.0049192533,0.009459689,0.0036813128,0.0078158425,0.0054849195,0.008238005,0.0043644444,0.0039426135,0.01058958,0.0133520225
NIPAL1,0.0016042263,0.0013800212,0.00073371496,0.0007058081,0.0010949649,0.002250425,0.0015637982,0.0063111424,0.0068519255,0.042268116
CNGA1,0.00024252487,0.0064668343,9.522913e-05,5.704926e-05,0.0002325848,0.0023788202,0.00026118668,0.0,0.008514611,0.011922986
TXK,0.08446375,0.0029965248,0.0054264734,0.006516519,0.007875276,0.0057953605,0.367693,0.00949875,0.0067248736,0.0034711736
TEC,0.0034032254,0.00033180535,0.0035154559,0.006146675,0.0045800568,0.0006045053,0.032821424,0.014234279,0.009983748,0.00435316
SLAIN2,0.03309926,0.04798775,0.016333181,0.011225133,0.029258547,0.049607165,0.04811597,0.01578994,0.017883396,0.039155457
SLC10A4,2.4417579e-05,0.0,0.0,5.395421e-05,0.0,0.00017151928,0.0,0.0,0.0,0.00029362435
ZAR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRYL,0.039287772,0.03764673,0.034217,0.013667159,0.042438,0.12300582,0.04960536,0.025349176,0.04728047,0.0990504
OCIAD1,0.12424424,0.19124661,0.1204782,0.12012906,0.15700687,0.2277948,0.14917135,0.08831158,0.1919039,0.22978652
OCIAD1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCIAD2,0.15380721,0.023280365,0.13849021,0.07847787,0.026040712,0.15018412,0.12692647,0.040998258,0.02791017,0.38685936
CWH43,0.0,0.0,0.0,1.5654767e-05,0.0,0.0,0.0,0.0,0.0,0.00094752375
DCUN1D4,0.0076869647,0.035551682,0.005997578,0.003351766,0.0075290664,0.023409698,0.009420899,0.010765726,0.01093838,0.016342448
AC027271.1,0.000110143155,0.0001602713,0.0,8.550561e-06,0.00011618634,0.0,0.0,0.0022286768,0.0,0.000102472404
LRRC66,7.6112796e-05,0.00081325765,0.0,3.539194e-05,0.000104415245,0.0,0.0,0.0,0.0,0.020320546
SGCB,0.0032328123,0.10680976,0.003921634,0.003055773,0.0015430134,0.0496947,0.00019557633,0.0,0.17819238,0.03932824
LINC02480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA18,1.2149735e-05,0.009065932,0.0002780082,1.1425078e-05,0.0,0.0014003662,0.00015011991,0.0,0.0058938097,0.0042706006
USP46,0.004229322,0.024693066,0.004143242,0.004097313,0.014103814,0.016146066,0.009365732,0.0027239774,0.0053299707,0.01171591
USP46-AS1,0.00044907726,0.0027179448,0.00039216637,0.0014206197,0.002512103,0.0012290485,0.00033369835,0.0014972329,0.0,0.0029091546
AC104066.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERVMER34-1,6.458942e-05,0.002502851,0.0,0.0011425056,0.0,0.0,0.0001327452,0.0,0.0025716994,0.00022530246
LINC01618,2.4106621e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASL11B,0.00069516036,0.009412219,0.00026446237,0.00036571038,0.00028870718,0.0002650517,0.0019315793,0.0,0.0,0.0014392545
SCFD2,0.003101036,0.011132371,0.0039534033,0.0047172634,0.0058731684,0.008851439,0.0023387058,0.0047066635,0.0039004341,0.009229808
AC023154.1,1.2769336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIP1L1,0.04116759,0.055469226,0.033627693,0.020774618,0.034856044,0.05542831,0.055885036,0.020151708,0.021857368,0.050454438
AC058822.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNX1,0.001288459,0.004813719,0.0011199183,0.0006397847,0.0016077798,0.0429198,0.009906173,0.0023799438,0.0,0.02212609
LNX1-AS1,0.0,0.0,0.0,1.1521127e-05,0.0,0.004581444,0.0016728748,0.0,0.0,0.00060738693
AC110792.3,0.00038774227,0.0009057683,4.7517566e-05,2.356832e-05,0.00017665539,0.0004215756,0.0005544476,0.0,0.0,0.00011881154
CHIC2,0.06533616,0.10172645,0.034567326,0.022419838,0.05427956,0.09105349,0.09509594,0.055142734,0.03972124,0.049454514
AC110792.2,6.335263e-05,0.0,0.0,2.1480408e-05,0.00018830043,0.0,0.0,0.0,0.0,0.0
GSX2,0.0,0.00020898573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFRA,0.0002764912,0.28836477,0.000614498,0.00069853984,0.0023090069,0.0013838855,0.00040623263,0.0010798033,0.0,0.00023564856
LINC02283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC098587.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC098868.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036205968,0.0,0.0
LINC02260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIT,0.004115156,0.0026237462,0.0009527183,0.0012374938,0.007524979,0.005814407,0.13675562,0.6080332,0.0,0.0013013568
AC097494.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC111194.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC111194.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDR,0.00033926056,0.001358826,0.00034289248,0.00039525007,0.00016568172,0.21682605,0.0003098087,0.0013313029,0.0,0.0002051447
SRD5A3,0.007599795,0.033482887,0.0060227956,0.023863979,0.038285296,0.045584213,0.009859608,0.02066116,0.02973978,0.058567364
AC069200.1,4.9314727e-05,0.0009506902,0.00010848306,9.850734e-05,0.0,0.0014850013,0.0,0.0,0.0,1.506781e-05
TMEM165,0.087753244,0.2006698,0.104905486,0.07190204,0.14897881,0.21077551,0.11329933,0.06198124,0.10069259,0.12773351
CLOCK,0.008544022,0.042002905,0.011071106,0.008447969,0.014929567,0.054353416,0.016446223,0.0043373206,0.033704776,0.030037668
AC024243.1,0.00015273163,0.00026490338,0.00011872334,0.00044868994,0.00020530245,0.0009663575,0.0,0.0,0.0,0.00055255735
PDCL2,1.38113055e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMU,0.0006655822,0.000339621,0.0001731719,9.517812e-05,0.0002445754,0.00011999913,0.0,0.0,0.0,0.004299283
EXOC1L,0.0,0.00045460844,0.0,0.0,0.0,0.0,0.0007007291,0.0,0.0,5.8842998e-05
EXOC1,0.02216754,0.042997953,0.019700775,0.012682907,0.029909542,0.054279454,0.030419942,0.016268196,0.05685781,0.04335013
CEP135,0.023731932,0.023232944,0.029385282,0.009051971,0.029216183,0.03704047,0.022907626,0.016951371,0.021117492,0.017226007
KIAA1211,3.495411e-05,0.0017539292,4.294052e-05,2.1186002e-05,0.00029519733,0.0018303283,0.00031066785,0.0013370491,0.0,0.01705299
AASDH,0.022142565,0.039659448,0.018922614,0.009971155,0.02080572,0.039912075,0.02239496,0.012428398,0.033621438,0.031401988
AC068620.1,0.0008415449,0.0009960643,0.000508836,0.0008498805,0.0005306003,0.000752001,0.00079278514,0.0,0.0023777522,0.00043212765
PPAT,0.005166116,0.010654518,0.0052905534,0.005417721,0.0042781346,0.0052687908,0.0067306235,0.00078353286,0.0065822033,0.011217814
AC068620.2,0.00010810197,0.0004919794,0.000100519435,6.5880704e-05,2.5782276e-05,0.0,0.0,0.0,0.0018375837,0.0
PAICS,0.01677008,0.037854385,0.026646415,0.022257362,0.028528018,0.033298694,0.019715067,0.014243544,0.02259976,0.09202019
