,T Lineage,Fibroblast,B Cell,Plasma Cell,Myeloid Cell,Endothelial Cell,ILC,Mast Cell,Glial Cell,Epithelial Cell
TNXB,1.0100458e-06,0.00024321624,4.9455684e-07,9.727787e-07,1.0975037e-06,9.447992e-05,7.3030304e-07,3.135874e-06,5.716704e-06,6.695292e-07
ATF6B,9.8806384e-05,9.809728e-05,0.00012343735,0.0001161497,7.9920625e-05,0.00012409319,0.00011253467,4.7969523e-05,0.000103764316,5.61205e-05
FKBPL,4.066176e-06,6.1975893e-06,5.909118e-06,7.123858e-06,1.9452316e-06,1.4959138e-05,1.968849e-06,5.4780994e-06,9.894249e-06,8.11781e-06
PRRT1,1.93813e-06,2.261034e-05,3.751632e-07,2.4368312e-06,1.1401687e-06,1.40446e-05,0.0,1.8790812e-05,2.8372766e-05,4.508325e-06
PPT2,1.8691486e-06,9.695439e-06,3.5449622e-07,2.573776e-06,1.1665511e-06,2.0811585e-05,1.0672062e-06,6.3557745e-06,1.4151752e-05,2.8360212e-06
PPT2-EGFL8,2.9665566e-07,3.4914595e-07,3.3542383e-07,3.3896552e-07,4.641172e-07,5.385719e-07,1.9673375e-07,2.329762e-06,1.4189405e-05,2.5791792e-07
EGFL8,1.4809264e-06,3.7306233e-06,1.2784669e-06,1.6787831e-06,1.7605532e-06,5.2199284e-06,6.990579e-07,0.0,8.158932e-06,1.3574274e-06
AGPAT1,1.7416543e-05,5.4601278e-05,1.6021491e-05,2.1215039e-05,3.682704e-05,4.2103216e-05,1.6041018e-05,1.389076e-05,6.855705e-05,4.399426e-05
RNF5,5.841383e-05,9.1854134e-05,6.2880776e-05,8.30236e-05,8.9473426e-05,0.00010220781,7.575287e-05,7.507089e-05,0.00012061853,0.00016059511
AGER,2.5266531e-06,5.3511503e-06,2.3866303e-06,1.340232e-06,3.5745302e-06,5.808425e-06,3.9211895e-06,2.937965e-06,7.7246295e-06,1.2914371e-06
PBX2,2.0375754e-05,3.6482583e-05,2.280283e-05,2.5947644e-05,4.0583942e-05,4.8717808e-05,1.9464473e-05,2.9957684e-05,3.901673e-05,1.6169965e-05
GPSM3,0.00043374233,4.886179e-05,0.0005817907,0.00016396519,0.00038957552,6.339967e-05,0.00033678504,0.0001479455,5.6795623e-05,1.5136822e-05
NOTCH4,4.5894612e-06,5.5855603e-06,1.2488971e-05,5.4224934e-06,1.4795991e-05,0.00030706258,8.647405e-06,8.473528e-06,2.5882851e-05,3.9211945e-06
AL662796.1,1.14154105e-07,1.6855836e-06,4.9380956e-06,8.844156e-07,4.3254835e-07,9.112491e-07,0.0,2.2007487e-06,0.0,3.066443e-08
C6orf10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTNL2,0.0,0.0,0.0,5.81015e-08,0.0,0.0,0.0,0.0,0.0,6.532844e-08
HLA-DRA,0.00018438339,0.00017869692,0.0030735848,0.00025868675,0.002647724,0.0009761846,0.00022863095,0.00023290828,0.00071569084,0.00078437617
HLA-DRB5,2.0180796e-05,1.8179415e-05,0.00038773645,2.6166113e-05,0.0007516888,0.00020053641,2.7137648e-05,2.9302853e-05,9.220034e-05,0.00015450029
HLA-DRB1,0.00010369989,9.5790914e-05,0.0016946667,0.00012681175,0.0019253293,0.00088327564,0.00013460054,8.874529e-05,0.0006392829,0.0005130363
HLA-DQA1,2.7099593e-05,2.0100084e-05,0.0012769005,5.8137583e-05,0.0014156866,0.000102428145,3.6616784e-05,3.3911838e-05,2.3366509e-05,1.6518883e-05
HLA-DQB1,5.360303e-05,2.3307864e-05,0.0013441084,5.925838e-05,0.0013025576,0.00022939207,6.49509e-05,4.1834457e-05,7.0401875e-05,7.868537e-05
HLA-DQB1-AS1,7.010167e-08,2.4310086e-07,6.643202e-07,1.3277601e-07,5.5089816e-07,0.0,0.0,0.0,0.0,0.0
HLA-DQA2,5.1899433e-06,3.4191098e-06,0.00024292267,1.9138157e-05,0.0003881276,2.9056182e-05,6.2105987e-06,4.833491e-06,7.491959e-06,5.289096e-06
HLA-DQB2,5.818356e-06,1.6659336e-06,0.00021033917,4.8750294e-06,0.000278188,2.6442196e-05,6.9724047e-06,2.8574766e-06,7.3178435e-06,6.836687e-06
HLA-DOB,2.3054033e-06,7.64721e-06,0.00020308558,5.8062644e-05,3.860426e-05,3.3360125e-06,2.8951115e-06,0.0,2.751244e-06,5.0929225e-06
AL669918.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAP2,3.1921765e-05,3.692665e-05,3.9237875e-05,3.674007e-05,5.699391e-05,7.045091e-05,2.992996e-05,1.4881551e-05,3.715729e-05,5.8037676e-05
PSMB8,0.00019484686,0.00016252781,0.00023061056,0.0001934984,0.00023394388,0.00027581368,0.0001654944,0.00014807888,0.00010213556,0.00034627758
PSMB8-AS1,0.00013395968,4.1288917e-05,0.00014324486,0.000110235276,9.836807e-05,0.000112167225,0.00013135698,4.7483925e-05,2.9735882e-05,3.3604487e-05
PSMB9,0.00035529476,0.00020902601,0.00051326765,0.00030182928,0.0003825883,0.00037991276,0.00030988187,0.0002561927,0.0002256146,0.00035157698
TAP1,0.00010179096,6.812265e-05,0.00010985791,0.00011003916,0.00014353529,0.000121206285,0.00010478458,3.6469446e-05,4.792484e-05,0.00014447933
HLA-DMB,1.194053e-05,8.611967e-06,0.00047742808,1.2501311e-05,0.00059680163,9.637405e-05,2.7475073e-05,1.17537775e-05,3.977298e-05,9.967463e-05
AL645941.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DMA,3.6927726e-05,2.1727075e-05,0.0006586999,0.00011654354,0.0008638498,0.0003013954,4.0164414e-05,4.4256376e-05,0.00014473357,0.00015600889
BRD2,0.00021089101,0.00014337077,0.00015436197,0.00022205143,0.000184628,0.00015954627,0.00025534694,0.00017559879,0.00011484688,0.00016238188
AL645941.3,1.8781975e-07,0.0,7.4669794e-07,4.4924832e-07,1.2912885e-07,1.7825992e-07,3.217306e-07,0.0,0.0,4.3568465e-07
HLA-DOA,1.769278e-06,2.017624e-06,0.000105223924,2.7671476e-06,0.00013314809,1.6073853e-05,4.0997647e-06,2.4883375e-06,1.1504461e-05,2.0226505e-06
HLA-DPA1,0.00016927032,0.00010858904,0.0020426677,0.00025752367,0.0020757602,0.00061194407,0.00020291742,0.00015718667,0.00040541225,0.00018806383
HLA-DPB1,0.00015946272,8.9762674e-05,0.002176475,0.00012212308,0.0020430805,0.0005363396,0.00014430864,0.000115151255,0.00025833037,0.0001430948
HCG24,2.124386e-07,0.0,5.267535e-07,1.15502885e-07,3.8272523e-07,4.7875176e-07,2.5015447e-07,0.0,0.0,4.9369916e-08
COL11A2,2.1188809e-07,1.4361331e-06,2.1444322e-07,2.7366343e-06,0.0,2.7412189e-06,2.7911975e-07,0.0,0.0,1.8240926e-06
RXRB,2.2234928e-05,2.641831e-05,1.7896307e-05,1.853871e-05,1.7140388e-05,3.5166784e-05,1.9982275e-05,1.3467146e-05,3.7573915e-05,2.331817e-05
SLC39A7,1.7047569e-05,8.661422e-05,1.3999621e-05,9.55204e-05,1.9452948e-05,5.8179667e-05,2.3949215e-05,3.4087992e-05,6.2140054e-05,7.013204e-05
HSD17B8,2.4613099e-05,1.7228274e-05,1.1726771e-05,0.00013001343,1.0242765e-05,1.5600206e-05,2.0735113e-05,2.0056063e-05,2.6700622e-05,6.351915e-05
RING1,3.5445937e-05,7.559874e-05,2.7742486e-05,4.58081e-05,3.548632e-05,5.6245266e-05,4.327562e-05,3.7361948e-05,4.8812013e-05,4.0487823e-05
AL645940.1,7.4388474e-08,3.8754558e-07,1.3006536e-07,1.7523799e-07,2.2883762e-07,2.3634402e-06,0.0,0.0,0.0,6.732745e-07
HCG25,1.3779435e-06,0.0,2.9038217e-06,4.899603e-06,5.445234e-07,4.81451e-07,2.8393763e-06,0.0,2.9026746e-06,5.9182895e-07
VPS52,5.42332e-06,1.5410935e-05,5.504953e-06,9.863705e-06,9.805859e-06,1.928201e-05,4.585291e-06,7.4084155e-06,1.5714133e-05,1.8300696e-05
RPS18,0.0031688858,0.0018668995,0.0036764669,0.0030470807,0.0021311264,0.0017234323,0.002754626,0.0035623102,0.00153577,0.0017521176
B3GALT4,1.7661354e-05,1.7113698e-05,1.6822501e-05,1.7623861e-05,1.9936851e-05,2.7138485e-05,1.7026372e-05,1.266274e-05,5.9277292e-05,2.2805123e-05
WDR46,3.7747493e-05,5.2865136e-05,4.6771896e-05,3.6152956e-05,4.042027e-05,4.7802474e-05,5.5866924e-05,1.9421937e-05,3.289092e-05,3.7051013e-05
PFDN6,5.633906e-05,9.500145e-05,6.890511e-05,0.00010227024,7.887631e-05,7.198e-05,6.029504e-05,5.651874e-05,8.329383e-05,0.00011779339
RGL2,1.52242665e-05,3.9192055e-05,2.7523742e-05,1.0365328e-05,2.3074621e-05,0.00011826326,2.4944336e-05,2.5822374e-05,4.1999374e-05,9.4647085e-06
TAPBP,0.00023380335,0.00019180658,0.0002963197,0.0003162124,0.0002595745,0.00021290271,0.0002999223,0.00011691465,0.00013225901,0.00019157754
ZBTB22,5.4220936e-06,1.0017948e-05,4.691978e-06,3.9694887e-06,5.6938457e-06,8.974586e-06,5.9091476e-06,0.0,8.9157365e-06,6.659986e-06
DAXX,2.418112e-05,6.241406e-05,3.9520324e-05,2.2939268e-05,2.122396e-05,4.2488966e-05,2.16755e-05,4.87713e-06,1.972773e-05,3.362839e-05
KIFC1,3.4040102e-06,2.4187557e-06,3.7310642e-06,3.2487787e-06,8.79179e-06,2.1939156e-06,4.0947134e-06,3.0038848e-06,0.0,1.4434866e-05
PHF1,0.00010128799,5.1560477e-05,9.311193e-05,9.2436145e-05,2.3815655e-05,5.5762994e-05,0.0001065634,6.3663356e-05,7.0059476e-05,1.8432884e-05
CUTA,0.0004604181,0.00038596996,0.00038939482,0.00077791134,0.00026671847,0.00026186847,0.00042271058,0.00043334733,0.00032942466,0.0003415316
SYNGAP1,3.398272e-05,1.9078023e-05,7.670805e-06,3.9906186e-06,6.191572e-06,1.5430072e-05,2.7764394e-05,0.0,1.6810523e-05,3.498285e-06
SYNGAP1-AS1,1.9686263e-06,1.664151e-06,1.0586413e-06,1.0488276e-06,3.0462837e-07,2.0463744e-06,3.379683e-06,0.0,0.0,1.3135975e-06
ZBTB9,2.2691976e-08,0.0,1.5343419e-07,6.019282e-08,0.0,2.1524359e-07,0.0,0.0,0.0,0.0
BAK1,2.7133838e-05,1.5512378e-05,2.474462e-05,2.7797301e-05,2.9530964e-05,1.7856499e-05,2.5718391e-05,1.2563951e-05,1.7254903e-05,6.252478e-05
LINC00336,3.339261e-07,1.8031335e-07,0.0,7.9857574e-07,6.785544e-08,1.09982246e-07,0.0,0.0,0.0,3.8064314e-07
ITPR3,1.2637013e-05,9.874368e-06,1.2129993e-05,1.617235e-05,3.6389092e-06,2.7585029e-05,1.07608275e-05,5.5911746e-06,3.4765613e-05,5.2021816e-05
UQCC2,7.6894736e-05,0.00012221524,5.702672e-05,0.00014869761,0.00011843181,0.000106001185,6.260352e-05,0.00011517131,7.03933e-05,0.00014005613
IP6K3,0.0,2.4102715e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.0498715e-05,0.0
LEMD2,1.7384404e-05,2.734157e-05,1.5082279e-05,1.4009819e-05,1.8015537e-05,2.7849273e-05,1.4956099e-05,1.2136474e-05,3.3283035e-05,2.368656e-05
MLN,9.8491334e-08,0.0,0.0,1.18971286e-07,0.0,0.0,0.0,0.0,0.0,2.9055e-06
LINC01016,3.0127868e-08,0.0,0.0,2.8628872e-08,0.0,3.7184194e-07,0.0,0.0,0.0,0.0
AL138889.1,6.2419424e-08,0.0,8.9103565e-08,0.0,9.981401e-08,0.0,0.0,0.0,0.0,0.0
GRM4,6.641653e-07,1.6602658e-07,4.2732825e-07,9.656814e-07,6.7310583e-07,1.1932239e-06,7.62795e-07,0.0,0.0,2.591382e-07
HMGA1,0.000101331556,4.8087546e-05,0.00017773,8.161678e-05,0.00015834389,3.541977e-05,6.4700005e-05,5.760201e-05,6.62832e-06,0.0002959223
SMIM29,3.4988254e-05,5.4546872e-05,5.462098e-05,3.226397e-05,4.2080363e-05,7.302388e-05,3.9315753e-05,6.0172057e-05,0.000114871706,1.6233655e-05
NUDT3,3.9084538e-05,0.000115896,6.423615e-05,2.4162262e-05,0.00011134032,0.00013861121,4.4577533e-05,3.374916e-05,0.00015323528,4.839568e-05
RPS10-NUDT3,3.1596926e-08,0.0,0.0,4.3819007e-08,0.0,0.0,0.0,0.0,0.0,0.0
RPS10,0.0007628423,0.00036999575,0.0009872984,0.00047683495,0.00054592284,0.00034110007,0.00065506174,0.00031136052,0.00023001093,0.00047434127
PACSIN1,6.4721587e-07,6.998572e-07,8.428531e-07,1.8179705e-06,2.8038253e-06,0.0,8.4740134e-07,0.0,0.0,2.973438e-08
SPDEF,3.5872264e-07,1.6094226e-07,1.2378739e-07,8.957582e-07,1.6289725e-07,0.0,0.0,0.0,0.0,6.338198e-05
C6orf106,1.2014315e-05,2.1393405e-05,1.4177469e-05,1.4651742e-05,1.582884e-05,2.6496482e-05,1.5246251e-05,7.638441e-06,5.489697e-06,2.3723353e-05
AL451165.2,1.8255912e-05,1.30279905e-05,1.0179777e-05,3.237481e-05,1.6356524e-05,1.7295832e-05,1.6061731e-05,1.26089435e-05,0.0,2.7333985e-05
SNRPC,0.00010050567,0.000103905295,0.000107836786,0.00015280976,0.00013294198,0.00010966369,0.00010969865,7.136791e-05,0.00011610241,0.0001672758
UHRF1BP1,5.981493e-06,7.50255e-06,5.0291355e-06,7.804547e-06,2.2442371e-05,1.4820652e-05,9.0434405e-06,1.716119e-06,1.301042e-05,6.256673e-06
TAF11,5.6509376e-05,6.78316e-05,4.4985434e-05,3.8107664e-05,6.191485e-05,8.6857035e-05,6.338902e-05,7.130997e-05,6.585163e-05,7.3859774e-05
ANKS1A,3.9616884e-06,3.0351008e-05,3.2145606e-06,5.10596e-06,2.6598593e-05,4.6849036e-05,5.426464e-06,1.899468e-06,1.6058015e-05,1.3778664e-05
TCP11,2.1508074e-08,5.349498e-07,8.6516636e-08,3.386129e-07,1.3096192e-07,0.0,0.0,0.0,0.0,0.0
SCUBE3,6.731966e-07,2.1195767e-06,4.1932222e-07,5.673957e-07,4.43604e-07,3.0151987e-06,1.137201e-06,0.0,0.0,1.0653879e-06
Z97832.2,4.146437e-07,1.7662408e-06,4.6194873e-07,1.4258826e-07,1.6053544e-07,7.9688476e-07,2.3500513e-06,0.0,2.542871e-06,1.1619195e-07
ZNF76,1.4267712e-05,1.4558379e-05,1.6370532e-05,1.52157945e-05,8.636171e-06,2.0899766e-05,1.31668385e-05,1.12222e-05,2.2225375e-05,1.3977073e-05
DEF6,0.00011016492,5.8754567e-06,8.430519e-05,7.488258e-05,5.490052e-05,9.66684e-06,0.00010970299,3.5993904e-05,1.3841265e-05,1.7904815e-05
PPARD,4.6428627e-06,1.29268465e-05,6.294746e-06,4.501605e-06,1.5676167e-05,1.527445e-05,8.81454e-06,4.0543997e-05,1.0204126e-05,1.4424409e-05
FANCE,1.9609988e-06,8.337374e-07,1.4122418e-06,2.4482981e-06,6.912103e-07,5.5400506e-06,2.351074e-06,0.0,0.0,5.334876e-06
RPL10A,0.002066813,0.001224113,0.002641486,0.0016609764,0.0013267425,0.0010006609,0.0018506617,0.0014516262,0.001049862,0.0011152877
TEAD3,9.963903e-07,6.259216e-05,2.980044e-07,1.5354494e-06,1.68067e-07,2.211157e-06,1.3286499e-06,0.0,2.3584607e-05,1.6773269e-05
TULP1,1.2477341e-07,6.5251527e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL033519.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.717144e-06,0.0,6.437726e-08
FKBP5,0.00039920027,0.00014052044,0.00012180198,0.00012146842,0.0003521632,0.00011891389,0.00037322065,0.00023072276,0.000106830536,0.00012412774
AL157823.2,3.408239e-07,0.0,0.0,2.8893808e-07,1.4570297e-07,0.0,3.6977985e-07,0.0,0.0,0.0
ARMC12,7.885967e-07,1.1132165e-06,3.376669e-07,3.2110427e-07,1.1505749e-06,7.031937e-07,1.4589025e-07,0.0,0.0,4.4285383e-07
CLPSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPSL1,0.0,0.0,0.0,0.0,0.0,2.3294228e-07,0.0,0.0,0.0,0.0
CLPS,2.698578e-08,0.0,8.718605e-08,1.09344e-07,0.0,0.0,0.0,0.0,0.0,5.3455665e-07
LHFPL5,7.5065635e-08,0.0,2.7574097e-07,2.2785507e-07,0.0,0.0,0.0,0.0,0.0,0.0
SRPK1,5.735883e-05,3.4464512e-05,4.5366472e-05,4.7910624e-05,3.0356094e-05,5.3270018e-05,6.215288e-05,2.1467684e-05,2.186879e-05,0.00013722657
SLC26A8,7.143275e-07,1.5854641e-06,7.960781e-07,6.225941e-07,1.8421893e-07,7.0582894e-07,1.0599516e-06,0.0,0.0,7.102646e-07
MAPK14,2.729993e-05,3.998276e-05,2.9726309e-05,2.0177833e-05,3.727771e-05,4.1216335e-05,3.452918e-05,2.1485877e-05,4.0963434e-05,3.4460525e-05
MAPK13,1.813379e-05,7.4208365e-06,1.858713e-05,3.1226915e-05,7.52546e-06,5.5412397e-06,1.25841425e-05,1.8133619e-06,2.9026746e-06,0.00011211617
Z84485.1,1.0099832e-06,9.700758e-07,1.4184491e-06,1.6689676e-06,0.0,7.742049e-07,6.0133715e-07,0.0,0.0,9.2282687e-07
BRPF3,5.0811445e-06,1.0961069e-05,6.850293e-06,1.0878651e-05,5.537561e-06,1.1385365e-05,1.06031775e-05,1.4885279e-06,3.174455e-06,2.4074674e-05
PNPLA1,8.817628e-07,3.763836e-07,3.335422e-07,8.185431e-07,7.830912e-07,7.660678e-07,3.7754413e-07,2.5364159e-06,2.961817e-06,1.0291506e-06
C6orf222,5.6392435e-07,6.081071e-07,9.992507e-07,1.9247125e-06,6.2951443e-07,2.1146448e-07,9.0036093e-07,0.0,0.0,8.130578e-05
ETV7,1.0367536e-05,1.0508227e-05,8.855268e-06,6.4131486e-06,1.286978e-05,2.9725838e-06,4.075595e-06,2.1332974e-06,6.5461113e-06,3.64712e-05
Z84484.1,1.5809142e-07,2.0720378e-07,1.98303e-07,2.0848868e-08,3.9935284e-08,4.110097e-07,0.0,0.0,0.0,5.262613e-07
PXT1,7.108012e-07,0.0,1.9521046e-07,1.0176047e-06,8.9164996e-07,0.0,2.686752e-07,0.0,0.0,3.61668e-07
KCTD20,3.6128426e-05,5.104008e-05,3.1415726e-05,2.2961887e-05,5.8938735e-05,7.5055184e-05,3.533829e-05,5.692196e-05,4.1612933e-05,2.9777902e-05
STK38,4.4432392e-05,2.2723798e-05,2.529417e-05,2.0412572e-05,3.537207e-05,2.9168235e-05,2.6397687e-05,1.1231816e-05,1.688511e-05,4.2738062e-05
SRSF3,0.00061299367,0.000413149,0.00044647136,0.00045476435,0.0005164844,0.00048259573,0.0006073627,0.0005947175,0.00045236954,0.0004842654
PANDAR,2.995505e-08,2.5258024e-07,0.0,5.1723436e-08,0.0,0.0,0.0,0.0,0.0,4.9759066e-08
CDKN1A,6.731763e-05,8.0839905e-05,6.483138e-05,0.00022145711,0.0002385311,0.00018585617,0.00011625049,0.00015608984,3.1549564e-05,0.00024891124
RAB44,4.314029e-08,0.0,0.0,2.9909714e-08,2.2285862e-07,0.0,0.0,1.4703109e-05,0.0,0.0
CPNE5,3.5749051e-06,7.84149e-07,5.8485057e-05,0.0001377792,2.5448496e-06,3.970935e-05,3.7139002e-06,1.619325e-05,0.0,4.0160107e-06
PPIL1,1.7692171e-05,2.678477e-05,1.4346692e-05,3.093722e-05,1.1233806e-05,1.961685e-05,1.3784833e-05,9.625598e-06,7.170276e-06,2.5814335e-05
C6orf89,4.5628458e-05,7.127091e-05,2.9118064e-05,5.7136425e-05,3.5136643e-05,6.700112e-05,4.1067997e-05,2.1797434e-05,5.9993014e-05,3.9115108e-05
AL122034.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI16,3.7690856e-07,6.4478195e-06,7.5453806e-07,1.7484818e-07,0.0,6.0892858e-06,0.0,0.0,0.0,0.0
MTCH1,8.303604e-05,0.00020265304,7.813285e-05,6.492796e-05,0.00013502133,0.0001754592,8.316098e-05,4.247729e-05,0.00017760559,0.00014927945
FGD2,6.8605486e-06,4.601106e-06,7.113451e-05,2.3415892e-05,0.00013254624,6.2496333e-06,8.474501e-06,3.75946e-06,5.3792373e-06,2.3626867e-06
PIM1,0.00016218891,0.00012220502,3.3615743e-05,0.00021550612,0.00010498813,2.9475244e-05,0.00019790442,6.583985e-05,9.843928e-06,5.2689335e-05
TMEM217,1.4476964e-06,3.042408e-06,4.3009987e-07,7.9043406e-07,3.094192e-06,7.504779e-06,4.812206e-06,8.342946e-06,0.0,1.0439439e-06
TBC1D22B,5.825912e-06,6.90388e-06,4.2228708e-06,3.5612627e-06,5.8802957e-06,1.4858798e-05,8.786098e-06,7.0505935e-06,4.930597e-06,8.720128e-06
RNF8,2.2355794e-05,3.5480123e-05,2.333124e-05,2.1529457e-05,2.0914955e-05,4.012029e-05,2.0192958e-05,1.7992508e-05,1.4843644e-05,3.1090727e-05
CMTR1,8.973605e-06,1.0984575e-05,9.059674e-06,9.019282e-06,9.224967e-06,1.4513725e-05,8.9689165e-06,1.0745431e-05,6.965452e-06,7.0075766e-06
CCDC167,0.000116865245,6.954448e-05,7.590762e-05,0.00027132008,7.371339e-05,5.6275567e-05,6.808879e-05,4.4088516e-05,5.638703e-05,7.197446e-05
LINC02520,9.689977e-08,0.0,0.0,6.625585e-08,0.0,0.0,0.0,0.0,0.0,0.0
AL353597.1,2.119089e-07,0.0,2.595768e-07,5.923705e-08,0.0,0.0,4.3850252e-07,0.0,0.0,0.0
MDGA1,4.1558123e-06,1.5577136e-05,7.977254e-06,2.9198457e-06,1.1708897e-06,5.0587582e-06,1.7166545e-06,0.0,5.359107e-06,2.434939e-07
AL121574.1,1.581655e-07,0.0,0.0,1.03929395e-07,9.104084e-08,0.0,5.679282e-07,0.0,0.0,3.3203125e-07
ZFAND3,3.64407e-05,6.9540474e-05,3.3338827e-05,3.6921636e-05,5.9150658e-05,4.7447444e-05,3.8941456e-05,1.566608e-05,2.6319913e-05,4.1163657e-05
BTBD9,7.3808483e-06,6.219536e-06,5.163195e-06,3.6392823e-06,4.6585324e-06,4.462189e-06,5.732398e-06,4.7796834e-06,3.2621065e-06,6.6216376e-06
BTBD9-AS1,2.271549e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLO1,0.00011017811,0.000115088726,0.00016815937,0.00017049603,0.00012952201,0.00011670503,9.730869e-05,6.333828e-05,0.00012989574,0.0001287207
AL391415.1,1.8992537e-07,0.0,0.0,5.997903e-08,7.812184e-08,0.0,0.0,0.0,0.0,0.0
DNAH8,4.278193e-06,2.2052515e-07,4.088414e-06,1.6337009e-06,8.255705e-07,0.0,1.617725e-07,0.0,0.0,1.7373837e-07
AL034345.2,8.2896315e-07,0.0,2.2424129e-07,7.043149e-08,0.0,0.0,0.0,0.0,0.0,0.0
GLP1R,0.0,0.0,0.0,0.0,0.0,4.373242e-07,0.0,0.0,0.0,0.0
SAYSD1,3.974794e-05,2.7081447e-05,1.6861282e-05,1.4526188e-05,2.2452043e-05,2.9566823e-05,1.9182182e-05,8.82403e-06,3.1111085e-05,3.723372e-05
KCNK5,7.649384e-06,2.3421576e-06,2.4317686e-07,7.118534e-07,1.3953309e-06,2.4623125e-06,1.1636489e-06,5.3967274e-06,0.00010801369,4.279914e-05
KCNK17,2.1575433e-07,9.4186447e-07,2.9466668e-07,0.0,5.1024144e-06,1.0302041e-07,6.5604763e-06,2.2128224e-05,0.0,3.957161e-07
KCNK16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9399328e-07
KIF6,1.2196466e-06,4.496218e-06,9.726167e-07,1.2713384e-06,4.9050334e-07,9.957788e-07,1.9762151e-06,3.3365038e-06,0.0,1.1922335e-06
DAAM2,3.8070862e-06,0.00012615311,1.7714301e-06,1.2025886e-06,3.8805415e-06,1.0564762e-05,4.2404704e-06,0.0,5.8480953e-05,6.3812297e-07
AL590999.1,7.839313e-08,2.0814637e-06,0.0,1.2067656e-07,0.0,8.6900457e-07,0.0,0.0,2.6833488e-06,1.8090773e-07
MOCS1,2.8152942e-07,1.731715e-05,2.7279313e-07,8.71522e-07,4.1025427e-08,6.0181137e-06,0.0,1.8133619e-06,1.4059517e-05,1.1328339e-05
AL139275.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDRG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04875774e-07
LINC00951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139275.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRFN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL583854.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNC5CL,1.7164297e-06,7.236654e-07,1.7297552e-06,3.054997e-06,1.6762666e-06,2.354323e-06,8.201591e-07,0.0,1.8051285e-06,2.85381e-05
OARD1,9.725557e-05,5.263467e-05,0.00012280214,7.9784615e-05,6.9359965e-05,7.326213e-05,9.275188e-05,0.00011377405,5.1395324e-05,0.00011485785
TSPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6954012e-06
APOBEC2,0.0,0.0,0.0,0.0,3.3148606e-07,0.0,0.0,0.0,0.0,2.3351319e-07
NFYA,1.8225108e-05,6.869747e-06,1.3716826e-05,9.4597235e-06,8.823926e-06,1.6458129e-05,1.7636587e-05,3.999009e-06,6.404805e-06,1.2544729e-05
TREML1,3.3322657e-08,0.0,0.0,1.6102125e-07,9.541974e-06,0.0,0.0,0.0,0.0,0.0
TREM2,9.595329e-08,3.475299e-07,1.0825558e-07,9.421115e-08,2.7096004e-05,1.5281803e-07,2.0514204e-07,0.0,0.0,0.0
TREML2,2.2522627e-07,0.0,4.8840884e-06,9.411762e-07,8.066532e-07,0.0,0.0,0.0,0.0,0.0
TREML4,2.4251085e-08,0.0,5.5779134e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TREM1,3.9848877e-07,1.0433917e-05,4.062732e-07,6.511273e-07,0.00010670327,0.0,4.6396386e-07,3.0908375e-06,2.7225412e-06,3.476471e-07
NCR2,1.7018297e-07,0.0,0.0,0.0,3.8187972e-07,0.0,1.6313115e-05,0.0,0.0,4.0692438e-08
FOXP4-AS1,1.503325e-07,0.0,2.1303097e-06,5.073465e-08,8.758293e-08,1.12952854e-07,6.000613e-07,0.0,0.0,8.430365e-06
LINC01276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXP4,2.333496e-06,1.0062574e-05,7.4068557e-06,4.626839e-06,4.018206e-06,5.120288e-06,5.6211234e-06,5.5326013e-06,1.3756064e-05,2.5774252e-05
MDFI,7.153437e-08,3.074383e-05,0.0,4.1989364e-07,3.3112207e-07,1.6613289e-05,2.033527e-06,0.0,1.7249744e-05,2.0077791e-06
TFEB,6.069361e-06,7.002468e-06,7.705442e-05,2.4475372e-05,3.509618e-05,1.960491e-05,8.531897e-06,2.967572e-06,1.5575713e-05,9.58902e-06
AL035588.1,0.0,0.0,0.0,2.4666388e-08,4.199113e-07,0.0,1.9946756e-07,0.0,0.0,0.0
