,T Lineage,Fibroblast,B Cell,Plasma Cell,Myeloid Cell,Endothelial Cell,ILC,Mast Cell,Glial Cell,Epithelial Cell
MIR1302-2HG,0.0,0.0,0.0,6.34005e-08,0.0,0.0,0.0,0.0,0.0,0.0
FAM138A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR4F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL627309.1,5.4978705e-07,1.7639969e-06,4.830835e-07,6.221682e-07,4.885745e-07,1.8604527e-06,2.5149606e-07,0.0,3.9341985e-06,1.5523328e-07
AL627309.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL627309.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL627309.4,0.0,0.0,1.3186747e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL732372.1,0.0,0.0,0.0,2.6026962e-08,0.0,0.0,0.0,0.0,0.0,0.0
AC114498.1,0.0,0.0,0.0,1.9435005e-08,0.0,0.0,0.0,0.0,0.0,0.0
AL669831.2,0.0,0.0,1.3830655e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL669831.5,8.31762e-06,1.4748974e-05,1.6403515e-05,1.7521546e-05,1.2365105e-05,8.978687e-06,9.879824e-06,8.522671e-06,4.454871e-06,6.841715e-06
FAM87B,1.8275118e-08,1.0603271e-06,8.5277975e-08,3.040529e-08,8.059222e-07,2.3033296e-07,0.0,0.0,0.0,0.0
LINC00115,1.22144675e-05,1.40610755e-05,1.3405437e-05,1.2637956e-05,1.307886e-05,5.2374526e-06,1.5126345e-05,9.995607e-06,1.4939649e-05,7.994743e-06
FAM41C,1.1118518e-05,9.1237525e-06,1.3458897e-05,5.3152194e-06,1.300028e-05,6.1533783e-06,1.4882451e-05,8.025865e-06,1.2987618e-05,6.161298e-06
AL645608.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL645608.3,3.0886858e-06,2.0933314e-06,2.0243074e-06,1.9992249e-06,2.2436527e-06,4.473337e-06,7.727142e-06,2.4558433e-06,6.456683e-06,1.318881e-06
AL645608.5,9.3372904e-08,0.0,0.0,5.4516e-08,0.0,3.3213377e-07,4.8040647e-07,0.0,0.0,1.2377869e-07
AL645608.1,4.8053767e-08,6.5084196e-06,6.325878e-08,7.529823e-08,0.0,1.1270389e-07,3.5679966e-06,0.0,0.0,0.0
SAMD11,1.4834136e-07,5.3868145e-05,7.2564305e-08,3.991625e-06,4.7406056e-07,1.2429022e-06,3.5664739e-06,0.0,2.1015742e-06,5.4255975e-07
NOC2L,4.9076778e-05,6.7066685e-05,7.448224e-05,7.0834474e-05,4.677812e-05,5.711698e-05,5.5242348e-05,4.9075094e-05,5.4782016e-05,6.399221e-05
KLHL17,1.6621304e-06,1.9434488e-06,1.1132785e-06,2.7729097e-06,3.0990896e-07,1.8285793e-06,1.3809645e-06,0.0,3.719452e-06,1.4097662e-06
PLEKHN1,5.49792e-06,3.9630636e-06,2.6725365e-07,1.5996842e-05,1.6805499e-06,1.4744805e-06,1.6700555e-05,0.0,0.0,2.6578762e-06
PERM1,1.1117499e-07,8.700675e-07,8.10264e-08,1.0799831e-07,6.995874e-08,0.0,3.5181438e-07,0.0,3.1987038e-06,0.0
AL645608.8,7.927569e-07,5.793017e-06,1.3673521e-07,3.254143e-07,6.435437e-06,2.2793333e-06,3.5393288e-07,1.699436e-05,0.0,2.476593e-06
HES4,3.465978e-05,0.00017001684,1.2744367e-05,1.0001476e-05,8.1441365e-05,8.932239e-05,3.2290252e-05,0.00016168805,8.239329e-05,2.0740063e-05
ISG15,0.0002585752,0.00025302375,0.00016922559,0.0002609297,0.00030291348,0.0003667981,0.00020259715,0.00015003578,0.00018752605,0.00029473458
AL645608.2,3.4526533e-07,0.0,0.0,0.0,1.5680686e-07,0.0,6.3621326e-07,0.0,0.0,0.0
AGRN,2.4657154e-06,3.8596358e-05,1.6141629e-06,2.3308537e-06,9.156842e-06,5.5917924e-05,2.3922967e-06,3.1654306e-06,2.4711973e-05,1.2244738e-05
AL645608.9,1.3969306e-07,2.0720378e-07,0.0,0.0,3.064985e-07,0.0,9.2225264e-07,0.0,0.0,5.2681965e-08
RNF223,9.5437855e-08,5.7801765e-07,2.388114e-07,3.362497e-07,0.0,6.08984e-07,0.0,0.0,0.0,5.3994268e-06
C1orf159,4.5076335e-06,6.4841174e-06,3.8068476e-06,4.4809713e-06,4.427731e-06,7.414898e-06,4.064119e-06,1.1420383e-05,1.5273248e-05,7.897208e-06
LINC01342,0.0,0.0,8.5826834e-08,6.3138806e-08,0.0,0.0,0.0,0.0,0.0,3.8548524e-07
AL390719.2,1.6685622e-07,0.0,2.5479864e-07,2.753609e-07,0.0,0.0,0.0,0.0,0.0,1.04466035e-05
TTLL10-AS1,8.694347e-08,0.0,0.0,3.594757e-08,5.7303552e-08,1.0656715e-06,5.1723697e-07,0.0,0.0,2.4168074e-07
TTLL10,2.4902665e-06,1.7088092e-06,2.3343812e-06,5.9133953e-07,8.5779084e-07,8.568609e-06,1.304907e-05,9.877179e-06,0.0,1.6959219e-06
TNFRSF18,9.958791e-05,6.6889415e-06,1.07206e-05,0.00021378128,4.6127385e-05,1.1400548e-05,0.00037833833,4.5057925e-05,1.7632638e-06,2.6970079e-06
TNFRSF4,0.00013343403,1.3543637e-05,1.1061049e-05,0.00016698714,5.3119074e-05,0.00018710009,0.0002144207,9.898886e-05,9.385827e-06,4.0405257e-06
SDF4,7.793459e-05,0.00015999978,4.8239544e-05,0.00019369635,9.5195785e-05,0.0001663582,0.00010565642,5.667705e-05,0.00012322383,0.00016923482
B3GALT6,5.270642e-06,1.2873493e-05,2.4700023e-06,5.5663554e-06,1.1000115e-05,1.3268919e-05,5.8830037e-06,3.7829122e-06,2.7043596e-05,5.3502586e-06
C1QTNF12,9.1788206e-07,2.279143e-06,5.8397217e-07,1.363933e-06,1.5996075e-06,3.7399885e-05,1.2439714e-06,4.969693e-06,6.1450846e-06,9.645578e-05
AL162741.1,2.6761154e-07,0.0,4.5364257e-07,2.0927077e-07,3.1119657e-07,0.0,2.160095e-06,0.0,0.0,4.378731e-07
UBE2J2,4.3860367e-05,5.5187877e-05,4.0474806e-05,5.940145e-05,4.0778687e-05,7.2855684e-05,4.4735054e-05,4.01225e-05,6.170025e-05,6.1521285e-05
LINC01786,6.607654e-07,0.0,4.682126e-07,4.7902506e-07,1.6385476e-07,2.6794805e-07,7.179992e-07,1.6939404e-06,0.0,6.704651e-08
SCNN1D,7.4684937e-07,3.4504976e-06,5.899765e-07,8.3713013e-07,7.2510807e-07,9.272277e-07,1.0061553e-06,0.0,0.0,4.9251166e-06
ACAP3,1.4012575e-05,4.115705e-05,8.817173e-06,3.645861e-05,1.5157685e-05,1.931692e-05,1.0138346e-05,1.6051186e-05,4.1181072e-05,1.7560773e-05
PUSL1,1.3059998e-05,2.0041545e-05,1.1541804e-05,2.8090566e-05,1.6787666e-05,1.5588466e-05,1.4871098e-05,8.257429e-06,8.694822e-06,2.6569985e-05
INTS11,4.721048e-05,6.534711e-05,4.2765274e-05,6.048412e-05,5.1144085e-05,5.73031e-05,4.0917872e-05,2.0791294e-05,7.349686e-05,7.720708e-05
CPTP,8.926035e-06,1.13970345e-05,8.289317e-06,4.0474366e-05,7.838381e-06,3.698568e-05,1.0546968e-05,3.2763414e-06,2.592065e-05,4.8638816e-05
TAS1R3,3.93225e-07,1.6124808e-07,9.646185e-07,2.473962e-05,3.658843e-07,5.484932e-07,2.4003134e-07,0.0,0.0,1.8388716e-06
DVL1,3.6267795e-06,1.5127484e-05,1.9240488e-06,1.1762759e-05,4.78648e-06,1.8169338e-05,2.392054e-06,0.0,3.556692e-06,1.741595e-05
MXRA8,4.5546102e-07,0.00026629792,7.973956e-07,1.5878526e-06,6.270719e-07,7.555549e-06,0.0,0.0,0.00030214127,1.1750167e-07
AURKAIP1,0.00014558701,0.00018496776,0.00016128221,0.00038345234,0.00021038574,0.00019170175,0.00013941209,0.00012907313,0.00020049504,0.00042043737
CCNL2,4.402385e-05,8.424495e-05,3.7294652e-05,6.6583816e-05,4.0048606e-05,9.154293e-05,4.317454e-05,4.3382064e-05,6.0341194e-05,5.216494e-05
MRPL20,0.00018567682,0.00022171372,0.00016017804,0.00029963083,0.00021878742,0.00021699321,0.0001683617,0.0001436542,0.00025099792,0.00024262528
AL391244.3,9.097464e-07,2.7650572e-06,2.654814e-06,8.7397166e-07,1.0716467e-06,9.734606e-07,1.0396978e-06,0.0,0.0,8.052783e-07
ANKRD65,1.9241986e-07,1.9032927e-05,3.9717435e-07,2.8966767e-07,3.7929658e-06,7.280522e-05,5.1772986e-07,0.0,9.6014055e-06,4.670772e-07
AL391244.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM88B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01770,0.0,7.7614715e-07,0.0,1.14073636e-07,0.0,4.3429886e-06,0.0,0.0,0.0,2.1155779e-07
VWA1,6.3009895e-07,2.7264385e-05,6.424275e-07,1.2848449e-06,7.020712e-07,0.00022136302,0.0,0.0,0.00017584494,7.402943e-06
ATAD3C,5.5951746e-06,2.458654e-06,4.23576e-06,4.125476e-05,3.5296632e-06,1.4137362e-05,9.835036e-06,1.1340317e-05,1.02217e-05,2.918541e-06
ATAD3B,1.1228391e-05,1.7138722e-05,9.171484e-06,1.2269287e-05,1.1970878e-05,1.6061493e-05,1.4002652e-05,5.719994e-06,1.7636574e-05,1.962516e-05
ATAD3A,9.433002e-06,1.848883e-05,8.919427e-06,1.9140742e-05,1.3755872e-05,1.6614691e-05,1.04598885e-05,1.5971866e-05,1.1521709e-05,3.5478442e-05
TMEM240,0.0,3.8004916e-06,1.2004372e-07,1.7437213e-07,1.1820904e-07,2.988341e-07,0.0,0.0,0.0,9.432442e-08
SSU72,0.00022089641,0.00016931567,0.00020729276,0.00022494626,0.00018977828,0.00020078257,0.00017999444,0.00013198433,0.00016572901,0.00021791554
AL645728.1,1.1787022e-05,3.814402e-06,5.433787e-06,9.0229805e-06,5.5072055e-06,3.4988104e-06,1.7253293e-05,8.577775e-06,0.0,6.076427e-06
FNDC10,2.1543867e-07,3.8188564e-06,1.0554563e-07,2.2247934e-07,4.039075e-06,3.4842705e-07,2.5470044e-07,7.962068e-06,0.0,5.353088e-06
AL691432.2,7.746964e-06,1.3925388e-05,1.2389347e-05,6.75024e-06,8.882664e-06,8.929082e-06,8.308265e-06,1.1891774e-05,3.9645074e-05,1.0876351e-05
MIB2,4.754855e-05,3.44145e-05,3.060936e-05,5.116663e-05,1.8046268e-05,1.9080619e-05,6.698933e-05,1.0657738e-05,2.6600459e-05,4.6623645e-05
MMP23B,3.995526e-06,0.0001370122,1.1452396e-06,5.4998904e-06,3.616964e-06,1.3774616e-06,1.9545403e-05,2.6649623e-06,0.0,2.9771033e-06
CDK11B,4.374433e-05,4.3491505e-05,3.6616253e-05,3.2460106e-05,3.849981e-05,6.142754e-05,4.9321356e-05,4.0668172e-05,4.789522e-05,8.445131e-05
FO704657.1,1.4826543e-06,7.5083e-08,5.722318e-07,1.3077238e-06,1.5626791e-06,5.4596984e-07,1.7146672e-06,2.3281489e-06,0.0,9.232197e-07
SLC35E2B,4.899533e-05,6.7304994e-05,3.6117697e-05,5.0541174e-05,2.6462889e-05,4.8886242e-05,5.1676787e-05,2.0919386e-05,6.229883e-05,3.9296214e-05
CDK11A,6.149833e-05,3.6013094e-05,4.550503e-05,3.346856e-05,4.572446e-05,4.52209e-05,6.1889026e-05,4.790413e-05,2.2255846e-05,7.9218924e-05
SLC35E2A,4.0084074e-06,5.5635883e-06,4.096657e-06,4.0450404e-06,1.9166175e-06,4.594666e-06,4.129226e-06,0.0,8.946207e-06,2.9134014e-06
NADK,1.0818437e-05,2.0857453e-05,1.8724433e-05,1.9486433e-05,5.302229e-05,3.3339813e-05,1.6221507e-05,6.8364957e-06,3.2662483e-06,3.5237063e-05
GNB1,7.866567e-05,0.00014381556,6.4047665e-05,5.8502395e-05,0.00016503417,0.00019808268,9.5749616e-05,9.351789e-05,9.52809e-05,0.00013965828
AL109917.1,6.540714e-07,4.5783943e-07,2.0411588e-07,1.2119167e-06,0.0,7.797218e-08,5.8410893e-07,0.0,0.0,1.6909948e-06
CALML6,1.00378344e-07,0.0,8.9829854e-08,4.3843204e-07,0.0,0.0,2.3023809e-07,0.0,0.0,0.0
TMEM52,5.4214433e-07,1.370698e-06,6.177445e-07,2.9106965e-05,5.2783304e-07,1.2887061e-06,7.049505e-07,0.0,2.7814044e-06,1.1500932e-05
CFAP74,3.46536e-06,3.1422232e-06,3.3697527e-06,1.7631633e-06,2.1473393e-06,4.630439e-06,3.8691837e-06,0.0,2.6533576e-06,3.120681e-06
AL391845.2,3.831882e-06,8.7215403e-07,1.918166e-06,1.6290682e-06,2.4345497e-06,5.667714e-06,6.1381397e-06,6.638838e-06,2.7322412e-06,1.1427245e-06
GABRD,4.4648434e-08,1.2724456e-06,6.66865e-08,0.0,0.0,8.865246e-06,0.0,0.0,0.0,0.0
AL391845.1,1.12845775e-07,0.0,0.0,2.915808e-07,0.0,0.0,0.0,0.0,0.0,2.93847e-07
PRKCZ,1.6274898e-05,8.9254845e-06,1.2330421e-05,1.37998095e-05,7.3619817e-06,2.346374e-05,1.7192118e-05,9.33041e-06,2.0116304e-05,6.091615e-05
AL590822.2,1.3823308e-05,7.6011042e-06,1.170875e-05,6.9644097e-06,1.007751e-05,1.07131755e-05,1.6380809e-05,1.141971e-05,1.3207463e-05,4.0668447e-06
PRKCZ-AS1,3.4284878e-07,5.4620534e-07,3.494922e-07,0.0,8.1484366e-08,3.362519e-07,2.9435478e-07,0.0,0.0,0.0
FAAP20,0.0001375923,0.00021771636,0.00017280655,0.0001653679,0.00020279612,0.00016035174,0.00012521086,0.00011043051,0.00018163703,0.0001237633
AL590822.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKI,2.7661541e-05,8.695466e-05,1.8403165e-05,9.011112e-06,2.0664214e-05,7.617643e-05,3.8273465e-05,3.4140307e-05,6.229459e-05,1.607731e-05
MORN1,3.0203453e-06,5.653011e-06,4.482784e-06,4.4662606e-06,1.7003034e-06,3.382692e-06,6.5073655e-06,0.0,3.5332298e-06,5.3560334e-06
RER1,0.00010344942,0.00016613308,8.5705e-05,0.00022952566,0.00014700084,0.00013063107,0.00010482546,0.000102711834,0.00010754349,0.00022915207
PEX10,6.749395e-06,1.7458286e-05,1.192939e-05,2.2200113e-05,1.1061623e-05,1.7587334e-05,1.3429329e-05,5.926013e-06,4.1239993e-05,2.236597e-05
PLCH2,5.272513e-06,2.4248658e-07,6.554939e-06,4.2358306e-06,4.2863203e-07,2.0370162e-07,8.0434365e-06,0.0,0.0,1.1925467e-06
AL139246.1,1.4421349e-07,0.0,2.0514435e-07,1.4129319e-07,0.0,0.0,0.0,0.0,0.0,0.0
AL139246.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANK4,5.534319e-06,1.0431889e-05,3.2957134e-06,4.8784364e-06,4.4968533e-06,7.76981e-06,4.7576164e-06,0.0,3.0549947e-06,5.881844e-06
HES5,0.0,8.628655e-07,0.0,1.6068503e-07,1.1753333e-07,2.7726774e-06,0.0,0.0,0.0,5.88137e-07
AL139246.5,4.0354334e-05,1.2323145e-05,6.199398e-05,2.2146156e-05,5.9429734e-05,1.3397333e-05,3.1471925e-05,2.5464476e-05,2.112682e-06,1.1234663e-05
TNFRSF14-AS1,1.47071405e-05,4.0899313e-06,2.2486562e-05,3.9689636e-05,1.4214049e-05,1.587394e-05,3.131614e-05,4.005746e-05,4.327499e-06,6.169824e-05
TNFRSF14,0.00015197747,6.650011e-05,0.00024794057,0.00017251346,0.00019695528,0.000118437485,9.257545e-05,0.00011657081,5.4936536e-05,0.00016982938
AL139246.3,3.5064945e-06,0.0,4.002271e-06,3.2877338e-06,1.3239901e-06,2.6658324e-06,2.9550358e-07,0.0,0.0,3.5943237e-06
FAM213B,6.6521097e-06,1.1049927e-05,4.426747e-06,8.716809e-06,9.535562e-06,3.2006134e-05,8.098013e-06,4.1327276e-06,1.9054336e-05,5.7431054e-05
MMEL1,1.0620344e-06,5.525356e-07,3.6418018e-07,3.0827678e-07,8.672281e-07,7.849915e-06,0.0,9.232263e-06,0.0,1.8987927e-05
AL831784.1,0.0,0.0,0.0,0.0,0.0,0.0,5.4335675e-07,0.0,0.0,4.2034154e-07
TTC34,1.5166733e-06,3.579987e-06,9.71255e-07,6.2991774e-07,1.7153677e-06,7.7221165e-07,3.3104216e-06,2.9030373e-06,0.0,7.563072e-07
AL592464.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL592464.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00982,0.0,4.6437935e-07,0.0,0.0,5.1422245e-07,5.710264e-06,9.6173665e-08,0.0,2.5553867e-05,1.6039401e-06
PRDM16,1.3433659e-07,2.4598987e-06,6.157234e-08,1.89119e-07,1.0296347e-06,1.14523655e-05,5.1581355e-07,0.0,4.4962148e-05,2.4477206e-06
AL008733.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7592576e-07
AL590438.1,0.0,0.0,0.0,3.488548e-08,7.3491253e-07,0.0,0.0,0.0,0.0,4.809028e-07
ARHGEF16,4.5342122e-07,1.0625813e-06,2.1605791e-07,1.7086996e-06,3.9861246e-07,1.0697344e-06,0.0,0.0,1.2271626e-05,5.7441095e-05
AL512413.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3101998e-07
MEGF6,4.348241e-06,1.44730875e-05,1.4244708e-06,9.0544285e-07,1.9702763e-06,1.1584413e-05,1.7996433e-06,3.956815e-06,0.00011224462,1.2464144e-06
AL513320.1,8.517437e-07,1.7476993e-06,5.963873e-07,1.0688929e-06,0.0,8.83971e-07,1.5215694e-06,3.1439342e-06,3.1840948e-06,4.349521e-07
TPRG1L,7.988694e-06,1.2611332e-05,7.4474037e-06,1.0967162e-05,8.113458e-06,2.9514136e-05,7.393034e-06,3.7257978e-06,1.1463973e-05,3.519419e-05
WRAP73,2.1682088e-05,1.867632e-05,2.2319957e-05,2.132771e-05,1.5824175e-05,2.278129e-05,2.0487369e-05,8.542662e-06,2.7769851e-05,3.1856962e-05
TP73,5.189131e-07,4.4460393e-07,1.773701e-07,2.4343267e-06,1.2763692e-07,6.0645355e-08,0.0,0.0,0.0,7.818289e-07
AL136528.1,2.3728733e-08,0.0,8.104315e-08,5.817945e-07,0.0,0.0,0.0,0.0,0.0,2.27133e-07
AL136528.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM1,6.0460548e-06,1.3303813e-05,9.8519595e-06,5.146856e-05,6.468421e-06,2.8179134e-06,1.9329722e-05,0.00036529862,1.3114461e-05,3.5907829e-06
LRRC47,2.452672e-05,3.8819402e-05,2.0613543e-05,3.3162552e-05,2.2315919e-05,4.336347e-05,3.141111e-05,2.4557148e-05,2.811259e-05,4.2712458e-05
AL365330.1,7.5404195e-08,0.0,1.2842376e-07,1.07585954e-07,0.0,0.0,6.537579e-07,0.0,0.0,0.0
CEP104,2.5428097e-05,2.6777816e-05,2.1167316e-05,2.011365e-05,2.1943782e-05,4.2023134e-05,2.1366057e-05,9.869385e-06,2.0027492e-05,2.2172542e-05
DFFB,5.6625895e-06,3.9847682e-06,5.0926988e-06,4.559057e-06,3.129063e-06,5.8893775e-06,4.3194027e-06,7.3027204e-06,2.6142538e-06,6.2659756e-06
C1orf174,2.7679693e-05,2.4087396e-05,2.8710805e-05,2.0462714e-05,3.2256306e-05,2.8205679e-05,3.9480114e-05,1.51779395e-05,8.981797e-06,3.690392e-05
LINC01134,1.7010074e-06,1.0199516e-06,9.579276e-07,9.837224e-07,4.6225668e-07,7.726693e-07,1.8773148e-06,2.7127887e-06,0.0,2.043013e-06
LINC01346,2.4594593e-08,3.5259504e-07,0.0,0.0,2.3126579e-07,0.0,0.0,0.0,0.0,0.0
LINC01345,0.0,6.203382e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z98747.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJAP1,1.2551463e-07,3.2813236e-06,0.0,6.963279e-07,0.0,1.0257455e-06,0.0,0.0,0.0,0.0
AL691497.1,0.0,0.0,1.1122854e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z98259.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL365255.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPHP4,1.8636134e-06,3.900034e-06,1.4690006e-06,2.3103237e-06,4.73762e-06,5.3208223e-06,1.4019205e-06,0.0,0.0,4.2614765e-06
KCNAB2,4.2532094e-05,8.097077e-06,2.2339964e-05,1.8616633e-05,5.8668356e-05,5.4749257e-06,3.739155e-05,1.3806639e-05,1.1606008e-05,2.0536725e-06
CHD5,6.607014e-08,3.8203962e-07,1.16103024e-07,2.395522e-07,1.369815e-07,3.516555e-07,0.0,0.0,0.0,2.887852e-07
RPL22,0.0019267056,0.0011530145,0.0022284936,0.0013630565,0.0014358334,0.0010824107,0.0016395861,0.0017185841,0.0008401575,0.00094838825
AL031847.1,1.2698648e-07,2.1009402e-07,0.0,1.6239686e-06,2.3435273e-07,1.3630398e-07,7.1120286e-07,0.0,0.0,1.9724962e-06
RNF207,6.3347143e-06,7.002976e-06,1.53736e-06,1.1750791e-05,9.944697e-06,1.8134127e-05,2.2703458e-05,3.1318698e-06,0.0,1.5053704e-05
ICMT,1.6215157e-05,4.9647e-05,8.856768e-06,1.52341245e-05,2.211242e-05,4.6651596e-05,2.1054873e-05,1.3070948e-05,2.0823441e-05,4.516374e-05
LINC00337,1.099268e-06,0.0,4.6713316e-07,1.0418114e-06,1.802243e-06,7.4115053e-07,6.7495125e-07,0.0,0.0,1.3887666e-06
HES3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR153,3.438631e-07,8.74946e-06,0.0,5.398124e-07,5.494073e-06,7.5693333e-07,1.4249387e-06,1.26157865e-05,9.901253e-06,1.2421874e-05
ACOT7,1.966774e-05,2.642212e-05,3.795157e-06,6.053864e-06,2.719621e-05,3.3037257e-05,2.5487903e-05,0.00032949747,1.8914188e-05,0.00016435831
AL031848.2,3.904217e-06,9.555666e-07,1.0761441e-06,1.6723347e-06,1.182673e-06,3.0957553e-06,2.7229619e-06,0.0,3.670969e-06,2.2814527e-06
HES2,3.6952683e-06,2.107161e-06,3.3448769e-06,3.7355724e-06,1.4434229e-06,3.4826871e-06,5.670106e-06,0.0,0.0,1.3787878e-05
ESPN,2.2040597e-06,2.2800548e-07,5.1827544e-07,1.0339871e-06,9.537574e-07,6.941784e-07,1.1366185e-05,0.0,3.5931593e-05,0.00015727115
AL031848.1,1.9460846e-07,0.0,0.0,0.0,9.8893494e-08,0.0,5.485802e-07,0.0,0.0,2.27736e-07
TNFRSF25,8.822128e-05,4.059496e-06,6.949067e-06,8.939007e-06,9.775135e-06,2.5227015e-05,0.00019761838,6.763885e-06,1.2236862e-05,1.5774085e-05
PLEKHG5,1.1445636e-06,2.250077e-06,4.1121146e-07,1.3568734e-06,2.5170823e-07,2.2550406e-05,6.4744785e-07,0.0,0.0,3.6642955e-06
NOL9,2.1653726e-05,2.3629465e-05,1.5931662e-05,1.5405773e-05,1.4923521e-05,3.28217e-05,3.6650796e-05,2.9462271e-05,4.6346362e-05,1.8134195e-05
TAS1R1,0.0,0.0,0.0,3.832e-07,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB48,1.4920883e-05,1.1924843e-05,1.3507672e-05,1.2196415e-05,1.9136969e-05,1.6252665e-05,1.4637641e-05,2.484884e-05,1.7496764e-05,1.9026555e-05
KLHL21,8.468951e-06,2.6930813e-05,4.3039386e-06,1.3498286e-05,1.2552616e-05,1.0155908e-05,7.36729e-06,3.135874e-06,2.0189058e-05,1.3022576e-05
PHF13,2.8754976e-06,1.2403899e-05,3.7258387e-06,4.003789e-06,3.090725e-06,8.782959e-06,2.9197909e-06,6.677128e-06,1.3773378e-05,4.2209035e-06
THAP3,9.624316e-06,2.1166086e-05,1.0469562e-05,2.1330583e-05,1.3279003e-05,2.2121209e-05,1.252387e-05,1.8759587e-06,2.450787e-05,1.4777076e-05
DNAJC11,5.5892388e-06,1.3799837e-05,5.503304e-06,8.574107e-06,7.3252204e-06,1.2161467e-05,9.223275e-06,4.658539e-06,2.7753051e-06,2.132376e-05
LINC01672,4.549727e-06,1.7973477e-06,3.6589965e-06,3.3488539e-06,1.9143833e-06,2.0399125e-06,5.233467e-06,1.746573e-06,3.304183e-06,1.2376532e-06
CAMTA1-DT,3.5293252e-07,7.1190055e-07,5.8055144e-07,1.4614178e-06,8.184071e-07,1.0062789e-06,6.407913e-07,0.0,1.8051285e-06,1.6850729e-06
CAMTA1,0.00011114774,0.00022759325,0.00010709085,0.00016871755,0.00022296043,0.0002911843,0.00013738943,0.00016575455,0.00028112569,0.0003041104
AL512330.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z97987.1,0.0,0.0,0.0,0.0,0.0,1.5874416e-07,0.0,0.0,0.0,0.0
AL365194.1,0.0,0.0,0.0,0.0,0.0,2.2239988e-06,0.0,0.0,0.0,0.0
AL359881.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL359881.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0555853e-07
AL359881.1,0.0,0.0,1.11321995e-07,0.0,1.9009319e-07,1.7281826e-07,0.0,0.0,2.5277711e-06,8.868315e-08
VAMP3,2.96908e-05,8.0691054e-05,2.6746975e-05,3.2388147e-05,7.67729e-05,0.0001813967,4.0367504e-05,4.6448356e-05,0.00011478729,8.245305e-05
PER3,5.617084e-06,5.8194197e-05,3.5893709e-06,4.2181314e-06,1.4179172e-05,5.0302926e-05,5.4570905e-06,2.0977895e-05,9.1852344e-05,1.9507375e-05
Z98884.1,4.7642186e-07,0.0,3.4781752e-07,4.406142e-07,9.153636e-07,3.1244267e-07,2.469351e-07,0.0,0.0,1.2648898e-07
UTS2,5.7191287e-06,5.458173e-07,1.620072e-06,2.1687415e-06,1.5230745e-06,3.6163954e-07,2.4951069e-06,7.832032e-05,2.7328908e-06,2.5491706e-06
TNFRSF9,4.2264906e-05,4.6618575e-06,4.572841e-06,4.395098e-06,2.5266207e-05,8.655395e-06,1.6779972e-05,0.000105128725,7.19091e-06,2.0683742e-06
PARK7,0.00034568147,0.00044463496,0.0003022044,0.0004361358,0.00040136836,0.00033984613,0.00032236878,0.00024721894,0.0003909548,0.00032522526
ERRFI1,2.1237105e-05,0.0001230392,5.4315265e-06,6.9741623e-06,1.0921996e-05,7.2063245e-05,1.31721745e-05,8.523104e-06,6.077793e-06,0.00018954698
AL034417.2,8.985389e-07,4.039119e-06,0.0,2.5022567e-07,6.876812e-07,6.3789507e-06,4.4552866e-07,0.0,0.0,4.559274e-06
